132210_tooltip;<keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: Damage all units on the opposite row by {Damage}.\n<keyword=cooldown>Cooldown</keyword>: {Cooldown}.
132211_fluff;Take heed, gents, there's nekkers under this here bridge.
132211_name;Nekker Warrior
132211_tooltip;<keyword=thrive>Thrive</keyword>.
132212_fluff;Fled one time in my life. From the Ice Giant. And I'm not a bit ashamed.
132212_name;Ice Giant
132212_tooltip;No ability.
132213_fluff;How do you fight an earth elemental? You don't. You run. Fast as you can.
132213_name;Primordial D'ao
132213_tooltip;No ability.
132214_fluff;Each Wild Hunt warrior has gone through a rigorous selection process, but Eredin's personal cavalcade includes only the most brutal and most ferocious of the Aen Elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Deploy</keyword>: Destroy an enemy artifact. If you control the highest unit, damage units adjacent to that artifact by {Damage}.
132215_fluff;He always grants exactly what you wish for. That's the problem.
132215_name;Gaunter O'Dimm
132215_tooltip;<keyword=deploy>Deploy</keyword>: Give an enemy unit <keyword=doomed>Doomed</keyword>.\n<keyword=order>Order</keyword>: Destroy a <keyword=doomed>Doomed</keyword> enemy.
132216_fluff;Big, bad, ugly. Squats in the sewers.
132216_name;Toad Prince
132216_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: <keyword=consume>Consume</keyword> a unit with {Power} or less power.
132217_fluff;Common harpies feed on carrion. Celaeno harpies… they feed on dreams.
132217_name;Celaeno Harpy
132217_tooltip;<keyword=deploy>Deploy</keyword>: <keyword=consume>Consume</keyword> an allied unit.
132218_fluff;Do not disturb.
132218_name;Old Speartip: Asleep
132218_tooltip;No ability.
132220_fluff;Drinking the blood of the Continent since the Conjunction.
132220_name;Nekurat
132220_tooltip;postponed
132301_fluff;Fog creeps on little cat feet. Foglets creep over the bodies of their victims.
132301_name;Foglet
132301_tooltip;<keyword=deathwish>Deathwish</keyword>: <keyword=summon>Summon</keyword> a copy of this unit from your deck to a random allied row.
132302_fluff;Many primal fears lurk in the hearts of men. The fear of the mist is well–founded…
132302_name;Ancient Foglet
132302_tooltip;<keyword=deathwish>Deathwish</keyword>: <keyword=summon>Summon</keyword> this unit from the graveyard to the same row, boost it by {Boost}, and give it <keyword=doomed>Doomed</keyword>.
132303_fluff;Imagine a cross between a winged snake and a nightmare. Wyverns are worse.
132303_name;Wyvern
132303_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}.
132304_fluff;Ugly – nature's way of saying "stay away."
132304_name;Arachas Drone
132304_tooltip;<keyword=doomed>Doomed</keyword>.
132305_fluff;These little guys are almost cute, if you ignore the whole vicious killer aspect.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Thrive</keyword>.\n<keyword=deploy>Deploy</keyword>: <keyword=spawn>Spawn</keyword> a base copy of this unit and <keyword=summon>Summon</keyword> it to this row.
132306_fluff;If ghouls are part of the Circle of Life… then it's one vicious circle.
132306_name;Ghoul
132306_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: <keyword=consume>Consume</keyword> a unit in your graveyard.
132307_fluff;Griffins like to toy with their prey. Eat 'em alive, piece by piece.
132307_name;Griffin
132307_tooltip;<keyword=deploy>Deploy</keyword>: Destroy an allied unit on this row. If there are no units, destroy self.
132308_fluff;They sat still on their horses, seemingly relaxed. He saw their weapons – short spears with wide tips. Swords with oddly forged guards. Battle axes. Toothed gisarmes.
132308_name;Vran Warrior
132308_tooltip;Whenever a unit is destroyed during your turn, damage a random enemy by {Damage}.
132309_fluff;The White Frost is coming.
132309_name;Wild Hunt Warrior
132309_tooltip;<keyword=deploy>Deploy</keyword>: Damage a unit by {Damage} for each Wild Hunt unit on this row.
132310_fluff;First the buffalo horns atop their helms penetrate one's view, then the crest betwixt them, and finally the skull–like face exposed beneath their visors.
132310_name;Wild Hunt Rider
132310_tooltip;<keyword=deploy>Deploy</keyword>: If you control the highest unit, <keyword=summon>Summon</keyword> a copy of Wild Hunt Rider from your deck to this row.
132312_fluff;Afraid for the lives, the residents of Hengfors cowered behind thick city walls. A lot of good that did them...
132312_name;Predatory Dive
132312_tooltip;Each player destroys their lowest unit.
132313_fluff;Who would think that overgrown bats would have a taste for gaudy jewelry?
132313_name;Ekimmara
132313_tooltip;postponed
132314_fluff;Though the witchman lusts for gold, for the smiting of a drowner thou shalt give him but a silver penny, or three halfpence, at most.
132314_name;Drowner
132314_tooltip;<keyword=thrive>Thrive</keyword>.\n<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage} and move it to the other row.
132315_fluff;There are many species of harpy, and all are kleptomaniacs.
132315_name;Harpy
132315_tooltip;<keyword=doomed>Doomed</keyword>.
132316_fluff;A harpy egg omelet - a delicious delicacy, good sir. Quite dear, too, for as you might surmise, the wretches don't part with their eggs willingly.
132316_name;Harpy Egg
132316_tooltip;<keyword=deathwish>Deathwish</keyword>: <keyword=spawn>Spawn</keyword> a Harpy and <keyword=summon>Summon</keyword> it to a random allied row.
132402_fluff;Cry 'Havoc!', and let slip the dogs of war.
132402_name;Wild Hunt Hound
132402_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}. If you control the highest unit, damage by {Damage2} instead.
132403_fluff;"Relax, I know how to tame wolves…"– Dunbar the Hunter's last words.
132403_name;Wolf Pack
132403_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}.
132404_fluff;A certain mage thought them cute. It was his fate that gave rise to the saying "Don't play with fire…"
132404_name;Enraged Ifrit
132404_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}.
132405_fluff;They're easily mistaken for rocks. Many a troll's been unpleasantly surprised by gastric grief on that very account.
132405_name;Frenzied D'ao
132405_tooltip;<keyword=deploy>Deploy</keyword>: Destroy an enemy artifact.
132406_fluff;No gate nor wall can stop them. Just one tiny crack — that's all they need...
132406_name;Maerolorn
132406_tooltip;<keyword=deploy>Deploy</keyword>: Trigger a bronze ally's <keyword=deathwish>Deathwish</keyword> ability.
132407_fluff;The most powerful of Nilfgaard's mages have mastered the art of creating golems. On a few occasions, they've even managed to make them fight for the imperial cause…
132407_name;Imperial Golem
132407_tooltip;<keyword=deploy>Deploy</keyword>: <keyword=reveal>Reveal</keyword> the top unit from your opponent's deck and damage self by its power, then shuffle it back.
132408_fluff;Oh, you're in a heap of trouble now…
132408_name;Old Speartip
132408_tooltip;No ability.
132409_fluff;The fool paid heed to superstition, stuffed his ears with wax and didn't hear the warnings. He ran his ship straight into the rocks.
132409_name;Hideous Feast
132409_tooltip;Damage an enemy by {Damage} and boost an ally by {Boost}.
133301_fluff;Stronger than your average shield and far more stylish.
133301_name;Wyvern Scale Shield
133301_tooltip;<keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: Boost a unit by {Boost}. \n<keyword=cooldown>Cooldown</keyword>: {Cooldown}.
133302_fluff;Damn, the filth's o'errun us… We need a witcher or there's no livin' 'ere!
133302_name;Arachas Nest
133302_tooltip;<keyword=spawn>Spawn</keyword> {Counter} 1-power Arachas Drones and <keyword=summon>Summon</keyword> them to an allied row.
142101_fluff;I inherited my father's ability to assume other forms - well, one other form, in my case.
142101_name;Saesenthessis
142101_tooltip;<keyword=immune>Immune</keyword>.\n<keyword=order>Order</keyword>: Remove this unit's <keyword=immune>Immune</keyword> status for the remainder of the turn.
142102_fluff;It dawns on them once they notice my scar: a realization of imminent death.
142102_name;Isengrim Faoiltiarna
142102_tooltip;<keyword=deploy>Deploy</keyword>: Boost all other Elf allies by {Boost}.\nWhenever you play an Elf, boost self by {Boost2}.
142103_fluff;King or beggar, what's the difference? One dh'oine less.
142103_name;Iorveth
142103_tooltip;<keyword=deploy>Deploy</keyword>: Return an allied Trap to your hand, then play a Trap.
142104_fluff;With each arrow I loose, I think of my da. He'd be proud. I think.
142104_name;Milva
142104_tooltip;<keyword=immune>Immune</keyword>.\nBoost self by {Boost} whenever you play a Scoia'tael unit.
142105_fluff;Drinkin' alone's like crappin' with company.
142105_name;Zoltan Chivay
142105_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Destroy a unit with power less than or equal to the number of Dwarf allies.
142106_fluff;Brokilon bleeds… and not even I can heal it.
142106_name;Aglaïs
142106_tooltip;<keyword=deploy>Deploy</keyword>: On turn end, double the amount of boosts on self.
142107_fluff;Famed for constantly prophesying the world's doom. Not much fun at parties.
142107_name;Ithlinne Aegli
142107_tooltip;<keyword=deploy>Deploy</keyword>: Boost a Scoia'tael unit in your hand by {Boost}.
142108_fluff;Time to look death in the face.
142108_name;Schirrú
142108_tooltip;<keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: Destroy all other units with the same power as Schirrú.
142201_fluff;I know how to execute orders, so take your advice somewhere else.
142201_name;Dennis Cranmer
142201_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Boost adjacent units by {Boost2}.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Boost all other units on this row by {Boost}.
142202_fluff;I am a Sage. My power lies in possessing knowledge. Not sharing it.
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Destroy an artifact.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Boost a unit by {Boost}.
142203_fluff;We are the drops of rain that together make a ferocious storm.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage} for every Elf ally.
142204_fluff;I'd gladly kill you from up close, stare in your eyes… But you reek, human.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Damage enemies at the ends of a row by {Damage}.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Damage all enemies on a row by {Damage2}.
142205_fluff;Most terrible things I've witnessed? The Catriona plague, the razing of Vengerberg and the charge of the Vrihedd Dragoons.
142205_name;Vrihedd Dragoon
142205_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Move an enemy unit to their other row.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Move an allied unit to your other row.
142206_fluff;The path to freedom is paved in blood, not ink.
142206_name;Ciaran aep Easnillen
142206_tooltip;<keyword=deploy>Deploy</keyword>: <keyword=lock>Lock</keyword> a unit and move it to the other row.
142207_fluff;Our mead smells rotten to ye, do it? Easy to fix – I'll break yer nose!
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Deploy</keyword>: Boost an ally by {Boost} for each Dwarf ally.
142208_fluff;Lady Eithné's daughter had inherited her sublime beauty and her wild hatred for all that is human.
142208_name;Morenn
142208_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Damage an enemy by {Damage}.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: <keyword=lock>Lock</keyword> a unit.
142209_fluff;Mona…? No… no. I'm Braenn. A daughter of Brokilon.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Deploy</keyword>: If you control {Counter} or more Dryads, gain <keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: Damage an enemy by {Damage}.\n<keyword=charge>Charge</keyword>: {Charges}.
142210_fluff;I hate you, dh'oine. You are all the same.
142210_name;Malena
142210_tooltip;<keyword=order>Order</keyword>: Move a unit to the other row on its side.\n<keyword=cooldown>Cooldown</keyword>: {Cooldown}.
142211_fluff;Better to die standing than to live on bent knee.
142211_name;Aelirenn
142211_tooltip;If on turn end you control {MaxTargets} or more Elf allies, <keyword=summon>Summon</keyword> this unit from your deck to the melee row.
142212_fluff;I was there, on the front lines! Right where the fightin' was the thickest!
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by this unit's power.
142213_fluff;Ever hear o' the dragon Ocvist? From Quartz Mountain? Well, Yarpen Zigrin and his band o' dwarves did 'im in.
142213_name;Yarpen Zigrin
142213_tooltip;Every turn, on turn end, if there are no allied units on the battlefield, boost self by {Boost}.
142214_fluff;Love justifies madness in any of its forms.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Deploy</keyword>: Damage all damaged units by {Damage} and boost all boosted units by {Boost}.
142301_fluff;Sure, I'll patch you up. Gonna cost you though.
142301_name;Hawker Healer
142301_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Boost an allied unit by {Boost}.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: <keyword=heal>Heal</keyword> an allied unit by {Boost2}.
142302_fluff;"Vrihedd? What's that mean?" "Trouble."
142302_name;Vrihedd Brigade
142302_tooltip;<keyword=deploy>Deploy</keyword>: Damage a random enemy by {Damage}.\nWhenever Vrihedd Brigade is moved to the other row, repeat its <keyword=deploy>Deploy</keyword> ability.
142303_fluff;Hatred burns brighter than any fire, and cuts deeper than any blade.
142303_name;Vrihedd Officer
142303_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Damage an enemy by {Damage}.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Boost an ally by {Boost}.
142304_fluff;They track like hounds, run like deer and kill like heartless demons.
142304_name;Dol Blathanna Bomber
142304_tooltip;<keyword=deploy>Deploy</keyword>: Damage a random enemy on each row by {Damage}.
142305_fluff;Worked a pickaxe all me life. Battleaxe won't be any trouble.
142305_name;Dwarven Skirmisher
142305_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}. If it survives, boost self by {Boost}.
142306_fluff;I'm telling ye, we're born fer battle – we slash straight at their knees!
142306_name;Mahakam Defender
142306_tooltip;Every turn, on turn end, boost self by {Boost} if this unit is boosted.
142307_fluff;No matter what you may have heard, elves don't take human scalps. Too much lice.
142307_name;Vrihedd Sappers
142307_tooltip;<keyword=deploy>Deploy</keyword>: If you have an Elf in your hand, destroy an enemy artifact.
142308_fluff;I spit on Scoia'tael ideals, but not on their coin.
142308_name;Waylay
142308_tooltip;If there is an Elf ally on the battlefield, destroy a random enemy unit.
142309_fluff;Temerians, Redanians, all the same. Better off dead.
142309_name;Vrihedd Vanguard
142309_tooltip;<keyword=deploy>Deploy</keyword>: Boost self by {Boost} for each Elf in your hand.
142310_fluff;Take another step, dh'oine. You'd look better with an arrow between your eyes.
142310_name;Dol Blathanna Archer
142310_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Damage an enemy by {Damage}.\n<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Damage {MaxTargets} units by {Damage2}.
142311_fluff;The key's mixin' pleasure an' business – like smackin' foes and gettin' coin for it.
142311_name;Dwarven Mercenary
142311_tooltip;<keyword=order>Order</keyword>: Damage an enemy by {Damage}. \n<keyword=charge>Charge</keyword>: {Charges}.\nGain {Charges2} <keyword=charge>Charge</keyword> whenever you play a Dwarf.
142312_fluff;Elf, dwarf, makes no difference – long as they've got coin.
142312_name;Hawker Support
142312_tooltip;<keyword=deploy>Deploy</keyword>: Boost an ally by {Boost}. If you control an artifact, boost by {Boost2} instead.
142313_fluff;You mean to say the she–elf danced amidst the fray? Have you lost your mind, corporal?!
142313_name;Elven Wardancer
142313_tooltip;<keyword=deploy>Deploy</keyword>: If this unit is already boosted, damage an enemy by {Damage}.
142314_fluff;You might manage to hide from them, but once spotted, don't bother trying to run.
142314_name;Dol Blathanna Bowman
142314_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage} for each row that separates it from this unit.
142315_fluff;I fight for whoever's paying the best. Or whoever's easiest to rob.
142315_name;Hawker Smuggler
142315_tooltip;<keyword=melee>Melee</keyword>: Every turn, on turn end, boost a random unit in your hand by {Boost}.
142316_fluff;By the time we'd heard them, it was already too late…
142316_name;Blue Mountain Elite
142316_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Damage an enemy by {Damage} if there are no other units on its row.
142317_fluff;Only one punishment for disturbin' the peace in Mahakam: a hammer to the heid.
142317_name;Mahakam Guard
142317_tooltip;<keyword=deploy>Deploy</keyword>: Boost self by the number of Dwarf allies on the other row.
142401_fluff;Many nonhumans, fed up with the racism and xenophobia they encounter in the cities, decide to join the Scoia'tael.
142401_name;Scoia'tael Neophyte
142401_tooltip;<keyword=deploy>Deploy</keyword>: <keyword=spawn>Spawn</keyword> and <keyword=summon>Summon</keyword> a base copy of this unit to the other allied row.
143201_fluff;You exact from the earth a blood ransom, ripping out its riches by force. To us it bloomed, bore fruit and gave freely, for it loved us as we loved it.
143201_name;Serpent Trap
143201_tooltip;<keyword=ambush>Ambush</keyword>: Destroy the next special card played by your opponent before it triggers any abilities.
143301_fluff;Careful…! One more step and you'll be turned into molten glass.
143301_name;Incinerating Trap
143301_tooltip;<keyword=ambush>Ambush</keyword>: Damage the next unit your opponent plays by {Damage}. \n<keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: Flip over and damage a unit by {Damage2}.
152101_fluff;Instead of mournin' the fallen, let's drink to their memory!
152101_name;Hjalmar an Craite
152101_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: <keyword=banish>Banish</keyword> a unit in your graveyard and damage an enemy by its power.
152103_fluff;Only the ignorant dismiss the importance of myths.
152103_name;Ermion
152103_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Play an Alchemy card from your deck.
152104_fluff;When the time comes, the cockerel Kambi shall crow and awaken Hemdall.
152104_name;Kambi
152104_tooltip;<keyword=deploy>Deploy</keyword>: <keyword=discard>Discard</keyword> the rightmost card in your hand, then force your opponent to do the same.
152105_fluff;Skellige must have a strong king. No matter what it takes.
152105_name;Birna Bran
152105_tooltip;<keyword=deploy>Deploy</keyword>: Draw {MaxTargets} cards, then <keyword=discard>Discard</keyword> {MaxTargets} cards.
152106_fluff;WAAAAAAAAAAGH!!!!
152106_name;Madman Lugos
152106_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by twice the number of damaged enemies.
152107_fluff;Her true name's Astrid Lyttneyd Ásgeirrfinnbjornsdottir, but that never fit on any forms.
152107_name;Coral
152107_tooltip;<keyword=order>Order</keyword>: <keyword=discard>Discard</keyword> a card, then draw a card. \n<keyword=charge>Charge</keyword>: {Charges}.\nWhenever a special card is <keyword=discard>Discarded</keyword>, damage an enemy by {Damage}.
152109_fluff;Merely mention this name to a Nilfgaardian, and they'll feel a spreading warmth in their knickers…
152109_name;Wild Boar of the Sea
152109_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Damage all damaged enemies by {Damage}.
152201_fluff;I'm near ready to puke from boredom.
152201_name;Blueboy Lugos
152201_tooltip;Whenever this unit takes damage, damage a random enemy unit by {Damage}.
152202_fluff;At close range, trolls never use weapons. And why would they?
152202_name;Champion's Charge
152202_tooltip;Damage a unit by {Damage}. \n<keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: Destroy a unit instead.
152203_fluff;When a warrant says "dead or alive," most bounty hunters'll just kill you. Not me. Should I catch you, you'll hang, and I'll tickle your feet as you expire.
152203_name;Djenge Frett
152203_tooltip;<keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: <keyword=lock>Lock</keyword> an enemy unit.
152204_fluff;I've gathered all the jarls together. Now make your case.
152204_name;Donar an Hindar
152204_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}.\n<keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: Damage an enemy by {Damage2} instead.
152205_fluff;Hear ye now the tale of the heroic deeds of Clan an Craite.
152205_name;Draig Bon-Dhu
152205_tooltip;<keyword=deploy>Deploy</keyword>: Boost all Warrior allies by {Boost}.
152206_fluff;An archdruid, a master of alchemy, and the grumpiest old fart in the Isles.
152206_name;Gremist
152206_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Play a bronze Alchemy card from your graveyard.
152207_fluff;Now let's drink to the Emperor of Nilfgaard – may he die of somethin' hideous!
152207_name;Holger Blackhand
152207_tooltip;Whenever you play a Ship, boost it by {Boost}.\nWhenever you play a Pirate, damage a random enemy by {Damage}.
152208_fluff;Some call her the "Iron Maiden."
152208_name;Jutta an Dimun
152208_tooltip;<keyword=deploy>Deploy</keyword>: If Jutta an Dimun is the highest unit, damage self by {Damage}.
152209_fluff;The vilest man Skellige's ever known.
152209_name;Morkvarg
152209_tooltip;When this unit moves to the graveyard, <keyword=summon>Summon</keyword> it to the melee row and give it <keyword=doomed>Doomed</keyword>.
152210_fluff;"Tame"? Och, lad, Skelligers might train bears, but that don't at all mean they tame 'em…
152210_name;Savage Bear
152210_tooltip;<keyword=zeal>Zeal</keyword>.\n<keyword=deploy>Deploy</keyword>: Gain {Charges2} <keyword=charge>Charge</keyword> for each Savage Bear in the graveyard.\n<keyword=order>Order</keyword>: Damage a unit by {Damage}.\n<keyword=charge>Charge</keyword>: {Charges}.
152211_fluff;Fall on your knees and beg Modron Freya for forgiveness.
152211_name;Sigrdrifa's Rite
152211_tooltip;<keyword=summon>Summon</keyword> a Warrior from your graveyard to an allied row.
152213_fluff;The emperor also thought him an accidental king. At first.
152213_name;Svanrige Tuirseach
152213_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: Boost self by {Boost}.
152214_fluff;The gods have spoken: a sacrifice is required.
152214_name;Udalryk an Brokvar
152214_tooltip;<keyword=order>Order</keyword>: Damage a unit by {Damage}.\n<keyword=charge>Charge</keyword>: {Charges}.\n<keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: Gain <keyword=zeal>Zeal</keyword>.
152301_fluff;In their ballads skalds claim you cannot tell a berserker changed in the heat of battle from a true–born bear.
152301_name;Raging Berserker
152301_tooltip;postponed
152302_fluff;Now finish your soup, or a berserker'll come and swallow ye whole.
152302_name;Berserker Marauder
152302_tooltip;postponed
152303_fluff;Our clan's bards will sing of my deeds long after you're dead and forgotten!
152303_name;An Craite Warrior
152303_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy by {Damage}. If played from the graveyard, damage it by {Damage2} instead.
152304_fluff;Better believe we can hunt. Thing is, not much game on Spikeroog…
152304_name;Brokvar Hunter
152304_tooltip;<keyword=order>Order</keyword>: Damage a unit by {Damage}. \n<keyword=charge>Charge</keyword>: {Charges}.\nGain {Charges2} <keyword=charge>Charge</keyword> whenever you <keyword=discard>Discard</keyword> a card.
152305_fluff;Can see the fear in their eyes. Fear o' me… fear o' Clan Dimun!
152305_name;Dimun Pirate
152305_tooltip;<keyword=deploy>Deploy</keyword>: Move the top card in your deck to your graveyard.
152306_fluff;Haul together, hoist the colors high!
152306_name;Dimun Pirate Captain
152306_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: Damage an enemy by {Damage}.
152307_fluff;The queen is guarded by the hardiest and fiercest shieldmaidens Skellige's ever known.
152307_name;Drummond Queensguard
152307_tooltip;<keyword=order>Order</keyword>: If this unit takes damage, <keyword=spawn>Spawn</keyword> a base copy of it and <keyword=summon>Summon</keyword> it to the right.
152308_fluff;The deeds of Clan Heymaey will go down in history.
152308_name;Heymaey Skald
152308_tooltip;<keyword=deploy>Deploy</keyword>: <keyword=discard>Discard</keyword> a card, then draw a card.
152309_fluff;Escape them? In the waters of Skellige? Good luck.
152309_name;Dimun Light Longship
152309_tooltip;<keyword=order>Order</keyword>: Damage self and an enemy by {Damage}. \n<keyword=cooldown>Cooldown</keyword>: {Cooldown}.
152310_fluff;Modron Freya, the Great Mother, is the goddess of love, beauty and bounty.
152310_name;Freya's Blessing
152310_tooltip;Play a bronze unit from your graveyard.
152311_fluff;Remember me words – a good shield can save yer life.
152311_name;An Craite Blacksmith
152311_tooltip;<keyword=order>Order</keyword>: Boost an ally by {Boost}. \n<keyword=charge>Charge</keyword>: {Charges}.\nGain {Charges2} <keyword=charge>Charge</keyword> whenever you play a Warrior.
152312_fluff;Swords are for wenches. Get yourself an axe.
152312_name;Tuirseach Axeman
152312_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=melee>Melee</keyword>: Destroy an enemy with half or less than half of its base power.
152313_fluff;Friends we show heart, foes we show our axe. Remember that.
152313_name;Tuirseach Skirmisher
152313_tooltip;When this unit is <keyword=discard>Discarded</keyword>, <keyword=summon>Summon</keyword> it from your graveyard to the melee row.
152314_fluff;They say Hemdall's heart swells whenever the longships sail out on a raid.
152314_name;An Craite Longship
152314_tooltip;Whenever your opponent plays a unit, damage it by {Damage}.
152315_fluff;So ye can hit a movin' target at two hundred paces? Me, too. In a storm.
152315_name;Brokvar Archer
152315_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Damage an enemy by the amount of damaged units on their side.
152316_fluff;Man or tree, a Skelligan axe fells it all the same.
152316_name;Gutting Slash
152316_tooltip;Damage a unit by {Damage}. \n<keyword=bloodthirst>Bloodthirst</keyword> {Bloodthirst}: Damage a unit by {Damage2} instead.
152317_fluff;Ye're in for a poundin'.
152317_name;An Craite Armorsmith
152317_tooltip;<keyword=deploy>Deploy</keyword>: Boost an ally by {Boost}. If it's a Warrior, boost it by {Boost2} instead.
152318_fluff;They'll shatter on our shields like waves on a craggy shore.
152318_name;Drummond Shieldmaiden
152318_tooltip;The next time this unit takes damage, <keyword=summon>Summon</keyword> a copy of it from your deck to this row.
152402_fluff;When the time of the White Frost comes, Hemdall will sound the call for battle.
152402_name;Hemdall
152402_tooltip;Whenever an allied Warrior damages an enemy, boost self by the amount damaged.
152403_fluff;"Ehh, too big for a humpback. That's a finback." "A finback? With a snout that short? Those herbs've gone to your head!"
152403_name;Delirium
152403_tooltip;Split {Damage} damage randomly between all units on an enemy row.
152405_fluff;We're going on a bear hunt! We're going to catch a–– THAT THING'S HUGE! RUN!
152405_name;Elder Bear
152405_tooltip;No ability.
152406_fluff;Roooaaar!!!
152406_name;Raging Bear
152406_tooltip;<keyword=deploy>Deploy</keyword>: Damage an ally to the left by {Damage}. If there is no ally, damage self by {Damage} instead.
153201_fluff;Those cursed sorceresses are stealing our thunder! Whyever should folk choose a procedure taking several hours, when some perfumed tart can solve their problem with a wave of her hand?
153201_name;Restore
153201_tooltip;<keyword=heal>Heal</keyword> all units on a row.
153301_fluff;A sight more horrid you've never seen… The poor soul lay shredded as the beast lapped up its blood from the ground all around.
153301_name;Lacerate
153301_tooltip;Damage all units on a row by {Damage}.
162101_fluff;Witchers never die in their beds.
162101_name;Letho of Gulet
162101_tooltip;<keyword=deploy>Deploy</keyword>: Remove all redraws from the enemy Leader.
162102_fluff;I'll take an attentive reconnaissance unit over a fine brigade any day.
162102_name;Menno Coehoorn
162102_tooltip;<keyword=deploy>Deploy</keyword>, <keyword=ranged>Ranged</keyword>: Play a Tactic card from your deck.
162103_fluff;There's never been a problem a well–planned assassination couldn't solve.
162103_name;Vattier de Rideaux
162103_tooltip;<keyword=order>Order</keyword>, <keyword=melee>Melee</keyword>: <keyword=seize>Seize</keyword> a <keyword=lock>Locked</keyword> enemy unit.
162104_fluff;His eyes flashed under his winged helmet. Fire gleamed from his sword's blade.
162104_name;Cahir Dyffryn
162104_tooltip;<keyword=melee>Melee</keyword>: Whenever an enemy receives a boost, boost self by the same amount.
162105_fluff;We are all pawns on his board. Playing a game whose rules we do not know.
162105_name;Vilgefortz
