132307_fluff;Грифоны любят помучать. Едят живьем, по кусочку.
132307_name;Грифон
132307_tooltip;<keyword=deploy>Размещение</keyword>: уничтожьте дружественный отряд в этом ряду. Если таких отрядов нет, уничтожьте эту карту.
132308_fluff;Они сидели на конях неподвижно, как каменные. Он видел их оружие - короткие дротики с широким наконечником. Мечи с чудно выкованной гардой. Бердыши. Зубатые гизармы.
132308_name;Вран-воин
132308_tooltip;Наносите по {Damage} ед. урона случайному вражескому отряду каждый раз, когда во время вашего хода уничтожают отряд.
132309_fluff;Белый Хлад близко.
132309_name;Воин Дикой Охоты
132309_tooltip;<keyword=deploy>Размещение</keyword>: нанесите отряду по {Damage} ед. урона за каждый отряд Дикой Охоты в этом ряду.
132310_fluff;В движущейся по небу ленте проявляются нечетко кошмарные силуэты всадников. Качаются буйволиные рога и оборванные плюмажи на шлемах. Из-под шлемов белеют оскалы черепов.
132310_name;Всадник Дикой Охоты
132310_tooltip;<keyword=deploy>Размещение</keyword>: если в вашем распоряжении сильнейший отряд, <keyword=summon>призовите</keyword> копию Всадника Дикой Охоты из вашей колоды в этот ряд.
132312_fluff;Перепуганные жители Хенгфорса укрылись за прочными стенами… И им это не помогло.
132312_name;Атака с воздуха
132312_tooltip;Оба игрока уничтожают свой слабейший отряд.
132313_fluff;Экимма - это как бы нетопырь... Только размером с человека.
132313_name;Экимма
132313_tooltip;postponed
132314_fluff;Хотя ведьмак вельми алчен и на золото падок, не давать оному за утопца более, чем серебряный грош либо полтора.
132314_name;Утопец
132314_tooltip;<keyword=thrive>Процветание</keyword>.\n<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду и переместите его в другой ряд.
132315_fluff;Спрячьте украшения, сударыня. Не то гарпии слетятся.
132315_name;Гарпия
132315_tooltip;<keyword=doomed>Обреченность</keyword>.
132316_fluff;Омлет из яиц гарпии - вкуснейший деликатес. Однако эти твари не спешат отдавать свои яйца.
132316_name;Яйцо гарпии
132316_tooltip;<keyword=deathwish>Завещание</keyword>: <keyword=spawn>создайте</keyword> Гарпию и <keyword=summon>призовите</keyword> ее в случайный дружественный ряд.
132402_fluff;Отважных только смерть одна лишь встретит. Она вскричит: убить! И спустит псов войны.
132402_name;Гончая Дикой Охоты
132402_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду. Если в вашем распоряжении сильнейший отряд, тогда нанесите {Damage2} ед. урона.
132403_fluff;"Спокойно... я знаю, как приручить волка" - последние слова ловчего Дунбара.
132403_name;Стая волков
132403_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду.
132404_fluff;Один чародей считал их очаровательными. Его судьба дала начало поговорке "Не играй с огнем"...
132404_name;Разъяренный ифрит
132404_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду.
132405_fluff;Их легко перепутать с камнями, и подобная ошибка была фатальной для многих троллей.
132405_name;Неистовый д'ао
132405_tooltip;<keyword=deploy>Размещение</keyword>: уничтожьте вражеский артефакт.
132406_fluff;Его никакие ворота не удержат, в любую щель пролезет.
132406_name;Бескостный
132406_tooltip;<keyword=deploy>Размещение</keyword>: активируйте способность <keyword=deathwish>Завещание</keyword> у бронзового дружественного отряда.
132407_fluff;Лишь самые могущественные волшебники Нильфгаарда освоили искусство сотворения големов. Иногда им даже удавалось заставить их сражаться во благо империи...
132407_name;Имперский голем
132407_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=reveal>вскройте</keyword> верхний отряд из колоды противника и нанесите этой карте урон, равный значению силы вскрытого отряда, затем верните его в колоду.
132408_fluff;Ну допрыгались...
132408_name;Старый Грот
132408_tooltip;Нет способности.
132409_fluff;Этот идиот наслушался сказок, залил уши воском и не слышал наших криков. Ну и влепил нас прямо в скалы.
132409_name;Чудовищный пир
132409_tooltip;Нанесите {Damage} ед. урона вражескому отряду и усильте дружественный отряд на {Boost} ед.
133301_fluff;Долговечнее обычного щита и уж точно более стильный.
133301_name;Щит из чешуи виверны
133301_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: усильте отряд на {Boost} ед. \n<keyword=cooldown>Ходов до восстановления</keyword>: {Cooldown}.
133302_fluff;Ох и развелось тут паскуд... Без ведьмака уже и не проживешь.
133302_name;Гнездо главоглазов
133302_tooltip;<keyword=spawn>Создайте</keyword> {Counter} Трутней главоглаза с 1 ед. силы и <keyword=summon>призовите</keyword> их в дружественный ряд.
142101_fluff;Я унаследовала от отца способность принимать другие формы. Вернее, в моем случае, одну форму.
142101_name;Саэсентессис
142101_tooltip;<keyword=immune>Неуязвимость</keyword>.\n<keyword=order>Приказ</keyword>: до конца хода уберите <keyword=immune>неуязвимость</keyword> у этого отряда.
142102_fluff;Мало кто досадил людям так, как он, потому и цена за его голову велика.
142102_name;Изенгрим
142102_tooltip;<keyword=deploy>Размещение</keyword>: усильте всех остальных дружественных эльфов на {Boost} ед.\nУсиливайте эту карту на {Boost2} ед. каждый раз, когда играете эльфа.
142103_fluff;Он чертовски меток для парня с одним глазом.
142103_name;Иорвет
142103_tooltip;<keyword=deploy>Размещение</keyword>: верните дружественную ловушку в вашу руку, затем сыграйте ловушку.
142104_fluff;Я простая деревенская девка. Только из лука лучше меня никто не стреляет.
142104_name;Мильва
142104_tooltip;<keyword=immune>Неуязвимость</keyword>.\nУсиливайте эту карту на {Boost} ед. каждый раз, когда играете отряд Скоя'таэлей.
142105_fluff;Пить в одиночку - все равно что гадить в компании.
142105_name;Золтан Хивай
142105_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: уничтожьте отряд, чья сила не превышает числа дружественных краснолюдов.
142106_fluff;Брокилон истекает кровью... Даже я не в силах его излечить.
142106_name;Аглайиса
142106_tooltip;<keyword=deploy>Размещение</keyword>: в конце хода удвойте усиления, которые получил этот отряд.
142107_fluff;Она известна тем, что прорицает конец света. Так что ее не очень любят в обществе.
142107_name;Итлинна Аэгиль
142107_tooltip;<keyword=deploy>Размещение</keyword>: усильте отряд Скоя'таэлей в вашей руке на {Boost} ед.
142108_fluff;Пришло твое время взглянуть смерти в глаза.
142108_name;Ширру
142108_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: уничтожьте все остальные отряды с той же силой, что и у Ширру.
142201_fluff;Я приказы исполнять умею. Без поучений обойдусь.
142201_name;Деннис Кранмер
142201_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: усильте смежные отряды на {Boost2} ед. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: усильте все остальные отряды в этом ряду на {Boost} ед.
142202_fluff;Ида Эмеан аэп Сивни. Как всегда таинственная.
142202_name;Ида Эмеан
142202_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: уничтожьте артефакт.\n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: усильте отряд на {Boost} ед.
142203_fluff;Я вижу людей насквозь: вы столь же сложны, как конструкция цепа.
142203_name;Яевинн
142203_tooltip;<keyword=deploy>Размещение</keyword>: нанесите по {Damage} ед. урона вражескому отряду за каждого дружественного эльфа.
142204_fluff;Я с удовольствием пырнула бы тебя, глядя в глаза. Но ты смердишь, человек.
142204_name;Торувьель
142204_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите по {Damage2} ед. урона вражеским отрядам в конце ряда.\n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: нанесите по {Damage} ед. урона всем вражеским отрядам в ряду.
142205_fluff;Чума Катрионы, пожар в Венгерберге и атака кавалерии "Врихедд". Ничего страшней я не видал.
142205_name;Кавалерия "Врихедд"
142205_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: переместите вражеский отряд в другой ряд на его стороне.\n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: переместите дружественный отряд в другой ряд на вашей стороне.
142206_fluff;Bloede dh'oine!
142206_name;Киаран аэп Эасниллен
142206_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=lock>заблокируйте</keyword> отряд и переместите его в другой ряд на его стороне.
142207_fluff;С песней на устах! Только громко, чтобы все со страху в порты наложили!
142207_name;Барклай Эльс
142207_tooltip;<keyword=deploy>Размещение</keyword>: усильте дружественный отряд на {Boost} ед. за каждого дружественного краснолюда.
142208_fluff;Дочь госпожи Эитнэ унаследовала от нее неземную красоту и дикую ненависть ко всему людскому.
142208_name;Моренн
142208_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите {Damage} ед. урона вражескому отряду. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>:<keyword=lock>заблокируйте</keyword> отряд.
142209_fluff;Мона?.. Нет... нет. Я Браэнн, дочь Брокилона.
142209_name;Браэнн
142209_tooltip;<keyword=deploy>Размещение</keyword>: добавьте <keyword=zeal>рвение</keyword>, если в вашем распоряжении не менее {Counter} дриад.\n<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона вражескому отряду.\n<keyword=charge>Заряды</keyword>: {Charges}.
142210_fluff;Ненавижу вас, dh'oine. Все вы одинаковые.
142210_name;Малена
142210_tooltip;<keyword=order>Приказ</keyword>: переместите отряд в другой ряд на его стороне поля.\n<keyword=cooldown>Ходов до восстановления</keyword>: {Cooldown}.
142211_fluff;Лучше умереть стоя, чем жить на коленях.
142211_name;Аэлирэнн
142211_tooltip;Если в конце хода в вашем распоряжении не менее {MaxTargets} дружественных эльфов, <keyword=summon>призовите</keyword> этот отряд из вашей колоды в рукопашный ряд.
142212_fluff;А я стоял на первой линии, там, где горячше всего было!
142212_name;Шелдон Скаггс
142212_tooltip;<keyword=deploy>Размещение</keyword>: нанесите вражескому отряду урон, равный силе этого отряда.
142213_fluff;Про дракона Оквиста с Кварцевой горы слышал? Так знай, что это Ярпен Зигрин и его краснолюды уделали Оквиста.
142213_name;Ярпен Зигрин
142213_tooltip;В конце каждого хода усиливайте эту карту на {Boost} ед., если на поле нет ни одного дружественного отряда.
142214_fluff;Любовь оправдывает любое безумие.
142214_name;Элеас
142214_tooltip;<keyword=deploy>Размещение</keyword>: нанесите по {Damage} ед. урона всем поврежденным отрядам и усильте все усиленные отряды на {Boost} ед.
142301_fluff;Подлатаю я вас, а как же. Но не бесплатно.
142301_name;Медик-гавенкар
142301_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: усильте дружественный отряд на {Boost} ед. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: <keyword=heal>исцелите</keyword> дружественный отряд на {Boost2} ед.
142302_fluff;Как перевести слово "Врихедд"? Не знаю. Но оно означает неприятности.
142302_name;Бригада "Врихедд"
142302_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона случайному вражескому отряду.\nАктивируйте способность <keyword=deploy>Размещение</keyword> каждый раз, когда Бригаду "Врихедд" перемещают в другой ряд.
142303_fluff;Ненависть горит ярче, чем огонь. И режет глубже, чем какое бы то ни было острие.
142303_name;Офицер "Врихедд"
142303_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите {Damage} ед. урона вражескому отряду. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: усильте дружественный отряд на {Boost} ед.
142304_fluff;Носы у них как у гончих. Глаз как у сокола. А сердца из льда.
142304_name;Дол Блатанна: ловчий
142304_tooltip;<keyword=deploy>Размещение</keyword>: нанесите по {Damage} ед. урона случайному вражескому отряду в каждом ряду.
142305_fluff;Я всю жизнь кайлом машу. И с боевым топором как-нибудь управлюсь.
142305_name;Краснолюд-поединщик
142305_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду. Если не уничтожите его, усильте эту карту на {Boost} ед.
142306_fluff;Биться с краснолюдами из Махакама... Все равно что уголь жевать.
142306_name;Защитник Махакама
142306_tooltip;В конце каждого хода усиливайте эту карту на {Boost} ед., если она уже была усилена.
142307_fluff;Заканчивай уже танцевать, долгоух хренов, а то я никак не попаду!
142307_name;Саперы "Врихедд"
142307_tooltip;<keyword=deploy>Размещение</keyword>: уничтожьте вражеский артефакт, если в вашей руке есть эльф.
142308_fluff;Плевал я на идеи скоя'таэлей, а вот монетой не побрезгую.
142308_name;Западня
142308_tooltip;Уничтожьте случайный вражеский отряд, если на поле есть дружественный эльф.
142309_fluff;Темерцы, реданцы - все едино. Все они должны... умереть.
142309_name;Авангард "Врихедд"
142309_tooltip;<keyword=deploy>Размещение</keyword>: усильте эту карту на {Boost} ед. за каждого эльфа в вашей руке.
142310_fluff;Еще шаг, dh’oine, и я всажу тебе стрелу между глаз.
142310_name;Дол Блатанна: лучник
142310_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите {Damage} ед. урона вражескому отряду. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: нанесите по {Damage2} ед. урона {MaxTargets} отрядам.
142311_fluff;Главное - объединять приятное с полезным: бить по мордасам, а еще и деньгу за это получать.
142311_name;Краснолюд-наемник
142311_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона вражескому отряду.\n<keyword=charge>Заряды</keyword>: {Charges}.\nУвеличивайте число <keyword=charge>зарядов</keyword> на {Charges2} каждый раз, когда играете краснолюда.
142312_fluff;Эльф, краснолюд - какая разница? Деньги не пахнут.
142312_name;Гавенкарская подмога
142312_tooltip;<keyword=deploy>Размещение</keyword>: усильте дружественный отряд на {Boost} ед. Если в вашем распоряжении артефакт, тогда усильте на {Boost2} ед.
142313_fluff;Вы хотите сказать, что эта эльфка танцевала на поле битвы? Вы умом тронулись, сотник?!
142313_name;Танцор эльфского клинка
142313_tooltip;<keyword=deploy>Размещение</keyword>: если этот отряд уже был усилен, нанесите {Damage} ед. урона вражескому отряду.
142314_fluff;Можешь прятаться, только убежать ты все равно не успеешь.
142314_name;Дол Блатанна: стрелок
142314_tooltip;<keyword=deploy>Размещение</keyword>: нанесите вражескому отряду по {Damage} ед. урона за каждый ряд, отделяющий его от этого отряда.
142315_fluff;Я сражаюсь за тех, кто больше заплатит. Или за тех, кого легче обокрасть.
142315_name;Боец-гавенкар
142315_tooltip;<keyword=melee>Рукопашный ряд</keyword>: в конце каждого хода усиливайте случайный отряд в вашей руке на {Boost} ед.
142316_fluff;Когда мы их услышали, было уже поздно...
142316_name;Эльфские диверсанты
142316_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите {Damage} ед. урона вражескому отряду, если в этом ряду нет других отрядов.
142317_fluff;Нарушение спокойствия в Махакаме сурово наказывается... обухом по башке.
142317_name;Махакамская стража
142317_tooltip;<keyword=deploy>Размещение</keyword>: усильте эту карту на значение, равное числу дружественных краснолюдов в другом ряду.
142401_fluff;Столкнувшись с расизмом и ксенофобией, многие нелюди из городов решают присоединиться к отрядам скоя'таэлей.
142401_name;Скоя'таэль-новичок
142401_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=spawn>создайте</keyword> изначальную копию этого отряда и <keyword=summon>призовите</keyword> ее в другой дружественный ряд.
143201_fluff;Для нас земля родила и цвела, ибо любила нас.
143201_name;Змеиная ловушка
143201_tooltip;<keyword=ambush>Засада</keyword>: уничтожьте следующую особую карту, которую сыграет противник, прежде чем сработает ее способность.
143301_fluff;Осторожно... Еще один шаг - и от вас останется дымящаяся лужа.
143301_name;Огненная ловушка
143301_tooltip;<keyword=ambush>Засада</keyword>: нанесите {Damage} ед. урона следующему отряду, который сыграет противник. \n<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: переверните рубашкой вниз и нанесите {Damage2} ед. урона отряду.
152101_fluff;Вместо того чтобы скорбеть над павшими, лучше выпьем в память о них!
152101_name;Хьялмар ан Крайт
152101_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: <keyword=banish>удалите</keyword> отряд из вашего сброса и нанесите вражескому отряду урон, равный значению силы удаленного отряда.
152103_fluff;Только невежды преуменьшают значение мифов.
152103_name;Мышовур
152103_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: сыграйте карту алхимии из вашей колоды.
152104_fluff;Когда придет время, Камби запоет и разбудит Хеймдалля.
152104_name;Камби
152104_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=discard>сбросьте</keyword> крайнюю правую карту из вашей руки, затем заставьте противника сделать то же самое.
152105_fluff;Скеллиге нужен сильный король. А там будь что будет.
152105_name;Бирна Бран
152105_tooltip;<keyword=deploy>Размещение</keyword>: возьмите карты ({MaxTargets}), затем <keyword=discard>сбросьте</keyword> столько же карт.
152106_fluff;ЫААААААААААААХ!!!!
152106_name;Лугос Безумный
152106_tooltip;<keyword=deploy>Размещение</keyword>: нанесите вражескому отряду вдвое больший урон, чем число поврежденных врагов.
152107_fluff;На самом деле ее зовут Астрид Литтнейд Асгейрфиннбьорнсдоттир, но это уже ни в какие рамки не лезет.
152107_name;Коралл
152107_tooltip;<keyword=order>Приказ</keyword>: <keyword=discard>сбросьте</keyword> карту, затем возьмите карту. \n<keyword=charge>Заряды</keyword>: {Charges}.\nНаносите по {Damage} ед. урона вражескому отряду каждый раз, когда <keyword=discard>сбрасывают</keyword> особую карту.
152109_fluff;От одного его имени любой нильф штаны промочит.
152109_name;Морской Вепрь
152109_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите по {Damage} ед. урона всем поврежденным вражеским отрядам.
152201_fluff;У меня уже зубы от скуки чешутся.
152201_name;Лугос Синий
152201_tooltip;Наносите по {Damage} ед. урона случайному вражескому отряду каждый раз, когда этот отряд получает урон.
152202_fluff;У троллей нет оружия. Оно им ни к чему.
152202_name;Атака чемпиона
152202_tooltip;Нанесите {Damage} ед. урона отряду. \n<keyword=bloodthirst>Жажда крови</keyword> {Bloodthirst}: уничтожьте отряд.
152203_fluff;Если в гончем листе написано "живым или мертвым", многие охотники тебя просто убьют... только не я. Если я тебя поймаю, тебя повесят.
152203_name;Джанго Фретт
152203_tooltip;<keyword=bloodthirst>Жажда крови</keyword> {Bloodthirst}: <keyword=lock>заблокируйте</keyword> вражеский отряд.
152204_fluff;Я собрал совет ярлов по твоему требованию. Изложи свое дело.
152204_name;Донар ан Хиндар
152204_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду.\n<keyword=bloodthirst>Жажда крови</keyword> {Bloodthirst}: нанесите {Damage2} ед. урона вражескому отряду.
152205_fluff;Послушай сагу о геройских деяниях воинов клана ан Крайт.
152205_name;Драйг Бон-Ду
152205_tooltip;<keyword=deploy>Размещение</keyword>: усильте всех дружественных воинов на {Boost} ед.
152206_fluff;Архидруид, мастер алхимии, и вместе с тем - самый вредный дед на Островах.
152206_name;Гремист
152206_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: сыграйте бронзовую карту алхимии из вашего сброса.
152207_fluff;Фареры - это скалы, поросшие соснами, а нам большего и не надо.
152207_name;Хольгер Чернорукий
152207_tooltip;Каждый раз, когда вы играете корабль, усиливайте его на {Boost} ед.\nКаждый раз, когда вы играете пирата, наносите по {Damage} ед. урона случайному вражескому отряду.
152208_fluff;Некоторые зовут ее "Железной Девой".
152208_name;Ютта ан Димун
152208_tooltip;<keyword=deploy>Размещение</keyword>: если Ютта ан Димун является сильнейшим отрядом, нанесите этой карте {Damage} ед. урона.
152209_fluff;Самый скверный человек на Скеллиге.
152209_name;Моркварг
152209_tooltip;<keyword=summon>Призывайте</keyword> этот отряд в рукопашный ряд и добавляйте ему <keyword=doomed>обреченность</keyword> каждый раз, когда он перемещается в сброс.
152210_fluff;Ручной?! Эй, парень, мы на Скеллиге приручаем медведей, но это не делает их ручными...
152210_name;Дикий медведь
152210_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=deploy>Размещение</keyword>: увеличьте число <keyword=charge>зарядов</keyword> на {Charges2} за каждую копию Дикого медведя в сбросе.\n<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона отряду.\n<keyword=charge>Заряды</keyword>: {Charges}.
152211_fluff;Пади на колени и моли Модрон Фрейю о милости.
152211_name;Обряд Сигрдрифы
152211_tooltip;<keyword=summon>Призовите</keyword> воина из вашего сброса в дружественный ряд.
152213_fluff;Император тоже считал его временщиком. Сперва.
152213_name;Сванриге Тиршах
152213_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=bloodthirst>жажда крови</keyword> {Bloodthirst}: усильте эту карту на {Boost} ед.
152214_fluff;Хаааа! За мной, кто смел!
152214_name;Удальрик ан Броквар
152214_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона отряду.\n<keyword=charge>Заряды</keyword>: {Charges}.\n<keyword=bloodthirst>Жажда крови</keyword> {Bloodthirst}: добавьте <keyword=zeal>рвение</keyword>.
152301_fluff;Из песен скальдов следует, что охваченные боевой яростью берсерки на первый взгляд ничем не отличались от обычного медведя.
152301_name;Разъяренный берсерк
152301_tooltip;postponed
152302_fluff;Доедай давай, не то придет берсерк и сожрет тебя целиком.
152302_name;Берсерк-мародер
152302_tooltip;postponed
152303_fluff;Я принесу клану ан Крайт славу, а мое имя будут славить в песнях!
152303_name;Ан Крайт: воин
152303_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду. Если играете этот отряд из сброса, тогда нанесите {Damage2} ед. урона.
152304_fluff;Охотимся, а то как же. Только зверье у нас на Спикерооге дрянь...
152304_name;Броквар: охотник
152304_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона отряду.\n<keyword=charge>Заряды</keyword>: {Charges}.\nУвеличивайте число <keyword=charge>зарядов</keyword> на {Charges2} каждый раз, когда <keyword=discard>сбрасываете</keyword> карту.
152305_fluff;В их глазах я вижу страх. Они боятся... За мной! За клан Димун!
152305_name;Димун: пират
152305_tooltip;<keyword=deploy>Размещение</keyword>: переместите верхнюю карту из вашей колоды в ваш сброс.
152306_fluff;Подтянись, выше знамя!
152306_name;Димун: капитан
152306_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=bloodthirst>жажда крови</keyword> {Bloodthirst}: нанесите {Damage} ед. урона вражескому отряду.
152307_fluff;Королеву охраняют самые выносливые и самые отчаянные девушки-щитоносцы, какие только есть на Скеллиге.
152307_name;Друммонд: стража королевы
152307_tooltip;<keyword=order>Приказ</keyword>: если этот отряд получает урон, <keyword=spawn>создайте</keyword> его изначальную копию и <keyword=summon>призовите</keyword> ее на позицию справа.
152308_fluff;Деяния воинов клана Хэймэй останутся в веках.
152308_name;Хэймэй: скальд
152308_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=discard>сбросьте</keyword> карту, затем возьмите карту.
152309_fluff;Уйти от них? По водам Скеллиге? Удачи.
152309_name;Димун: легкий драккар
152309_tooltip;<keyword=order>Приказ</keyword>: нанесите по {Damage} ед. урона этой карте и вражескому отряду. \n<keyword=cooldown>Ходов до восстановления</keyword>: {Cooldown}.
152310_fluff;Модрон Фрейя, Великая Мать, богиня любви, красоты и урожая.
152310_name;Благословение Фрейи
152310_tooltip;Сыграйте бронзовый отряд из вашего сброса.
152311_fluff;Запомни мои слова: хороший щит может спасти тебе жизнь.
152311_name;Ан Крайт: оружейник
152311_tooltip;<keyword=order>Приказ</keyword>: усильте дружественный отряд на {Boost} ед.\n<keyword=charge>Заряды</keyword>: {Charges}.\nУвеличивайте число <keyword=charge>зарядов</keyword> на {Charges2} каждый раз, когда играете воина.
152312_fluff;Меч - оружие женщин. Сделай себе топор.
152312_name;Тиршах: топорник
152312_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: уничтожьте вражеский отряд, чье значение силы не превышает половину значения его изначальной силы.
152313_fluff;Для друзей у нас есть сердце, а для врагов - топор. Помни об этом.
152313_name;Тиршах: поединщик
152313_tooltip;<keyword=summon>Призовите</keyword> этот отряд из вашего сброса в рукопашный ряд, когда он будет <keyword=discard>сброшен</keyword>.
152314_fluff;Говорят, что когда драккары уходят в набег, сердце Хеймдалля наполняется радостью.
152314_name;Ан Крайт: драккар
152314_tooltip;Каждый раз, когда ваш противник играет отряд, наносите ему по {Damage} ед. урона.
152315_fluff;Ты попадешь в движущуюся цель с двухсот шагов? И я тоже. В шторм.
152315_name;Броквар: лучник
152315_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: нанесите вражескому отряду урон, равный числу поврежденных отрядов на его стороне.
152316_fluff;Человек или дерево - все едино для топора островитянина.
152316_name;Размашистый удар
152316_tooltip;Нанесите {Damage} ед. урона отряду. \n<keyword=bloodthirst>Жажда крови</keyword> {Bloodthirst}: нанесите {Damage2} ед. урона отряду.
152317_fluff;Наклепаем как-нибудь.
152317_name;Ан Крайт: кузнец
152317_tooltip;<keyword=deploy>Размещение</keyword>: усильте дружественный отряд на {Boost} ед. Если это воин, тогда усильте его на {Boost2} ед.
152318_fluff;Они разобьются о наши щиты, как волны о берег.
152318_name;Друммонд: щитоносец
152318_tooltip;В следующий раз, когда этот отряд получит урон, <keyword=summon>призовите</keyword> его копию из вашей колоды в этот ряд.
152402_fluff;Когда придет Час Белого Холода, Хеймдалль призовет нас на битву.
152402_name;Хеймдалль
152402_tooltip;Каждый раз, когда дружественный воин наносит урон вражескому отряду, усиливайте эту карту на значение нанесенного урона.
152403_fluff;"Ну для финвала-то он большеват. Это кит-полосатик." "Полосатик? С такой короткой мордой?"
152403_name;Горячка
152403_tooltip;Случайным образом распределите {Damage} ед. урона между всеми отрядами в ряду противника.
152405_fluff;Первый час медведь спит. Второй час медведь храпит. Третий час... спасайся, кто может!
152405_name;Старый медведь
152405_tooltip;Нет способности.
152406_fluff;Агхр-р-р!
152406_name;Разъяренный медведь
152406_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона дружественному отряду слева. Если такого отряда нет, тогда нанесите {Damage} ед. урона этой карте.
153201_fluff;Сраные чародеи обломали нам всю малину... К чему мучиться часами у операционного стола, если такая вот надушенная дамочка может решить дело одним движением руки?
153201_name;Восстановление
153201_tooltip;<keyword=heal>Исцелите</keyword> все отряды в ряду.
153301_fluff;Страшное было зрелище... Кровища повсюду: бестия беднягу в клочья разорвала.
153301_name;На куски
153301_tooltip;Нанесите по {Damage} ед. урона всем отрядам в ряду.
162101_fluff;Жду желающих меня убить.
162101_name;Лето из Гулеты
162101_tooltip;<keyword=deploy>Размещение</keyword>: уберите все замены у лидера противника.
162102_fluff;Погодите, я вас научу заниматься разведкой!
162102_name;Мэнно Коегоорн
162102_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: сыграйте карту тактики из вашей колоды.
162103_fluff;Нет такой проблемы, которую нельзя было бы решить заказным убийством.
162103_name;Ваттье де Ридо
162103_tooltip;<keyword=order>Приказ</keyword>, <keyword=melee>рукопашный ряд</keyword>: <keyword=seize>захватите</keyword> <keyword=lock>заблокированный</keyword> вражеский отряд.
162104_fluff;Разыскивается за убийство, дезертирство, воровство и подделку документов...
162104_name;Кагыр аэп Кеаллах
162104_tooltip;<keyword=melee>Рукопашный ряд</keyword>: усиливайте эту карту на то же значение каждый раз, когда усиливают вражеский отряд.
162105_fluff;Все мы пешки на его шахматной доске. В игре, правил которой не знаем.
162105_name;Вильгефорц
