122314_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Odbierz wrogowi wszystkie <keyword=charge>ładunki</keyword>, następnie zadaj mu obrażenia równe liczbie odebranych ładunków.
122315_fluff;Czujesz to? Ziemia drży, gdy "Gruba Berta" wystrzeliwuje pocisk.
122315_name;Wzmocniony Trebusz
122315_tooltip;<keyword=ranged>Daleki zasięg</keyword>: Na koniec każdej tury zadaj losowemu wrogowi w rzędzie dalekiego zasięgu {Damage} pkt obrażeń.
122316_fluff;Marsz, marsz, Temeria, nasz dzielny narodzie. Odpoczniemy po swej pracy w ojczystej zagrodzie.
122316_name;Temerski Piechur
122316_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń za każdą wzmocnioną jednostkę w tym rzędzie.
122317_fluff;Dla Redanii wszystko! Znaczy, o ile żołd na czas dostanę.
122317_name;Redańska Elita
122317_tooltip;postponed
122318_fluff;Nigdy nie chybiam dwa razy z rzędu.
122318_name;Mistrz oblężeń
122318_tooltip;Za każdym razem, gdy w rzędzie tej jednostki umieszczana jest Maszyna, daj jej <keyword=zeal>zapał</keyword>.
122401_fluff;Mogiła jest rozkopana... Znaczy, poroniec wyszedł na żer.
122401_name;Poroniec
122401_tooltip;Na koniec każdej tury zadaj najsilniejszemu wrogowi {Damage} pkt obrażeń.\n<keyword=order>Rozkaz</keyword>: Przemień w Kłobuka.
122402_fluff;Nadaję ci imię Dea i uznaję za córkę.
122402_name;Kłobuk
122402_tooltip;Na koniec każdej tury wzmocnij najsłabszego sojusznika o {Boost}.\n<keyword=order>Rozkaz</keyword>: Przemień w Porońca.
122403_fluff;Czarodzieje w Nilfgaardzie nie cieszą się szczególnym poważaniem - gdy jeden z nich rozczaruje Cesarza, na jego miejsce czeka już dziesięciu innych.
122403_name;Nowicjusz z Vicovaro
122403_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Dobierz kartę, następnie przenieś kartę z ręki na szczyt swojej talii.
123201_fluff;Trąbić do odwrotu! Przegrupować się, musimy czekać na posiłki!
123201_name;Posiłki
123201_tooltip;<keyword=spawn>Stwórz</keyword> egzemplarz brązowej jednostki sojuszniczej i <keyword=summon>wezwij</keyword> go do tego rzędu.
123301_fluff;Nie pieniądze, lecz chęć szczera zrobi z ciebie bohatera!
123301_name;Temerski aspirant
123301_tooltip;<keyword=spawn>Stwórz</keyword>
131101_fluff;Król Gonu śmieje się, kłapią przegniłe zęby nad zardzewiałym kołnierzem zbroi.
131101_name;Eredin Bréacc Glas
131101_tooltip;<keyword=order>Rozkaz</keyword>: Ulepsz jednostkę o {Boost} i daj jej <keyword=immune>odporność</keyword>.
131102_fluff;Obrazy służą przekazywaniu emocji, nie słów.
131102_name;Ge'els
131102_tooltip;<keyword=ranged>Daleki zasięg</keyword>: Za każdym razem, gdy zagrywasz jednostkę z <keyword=deathwish>zemstą</keyword>, aktywuj jej umiejętność <keyword=deathwish>zemsty</keyword>.
132101_fluff;Generał nie pogodził się z przegraną. Zginął, ale walczy dalej.
132101_name;Draug
132101_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Przekształć wszystkich ludzkich sojuszników w Kaedweńskie Upiory, nie zmieniając ich siły.
132102_fluff;Chwalił się, że jego zbroi nie przebije żadna broń. Miał rację - ale i tak nie przeżył.
132102_name;Krwawa miazga
132102_tooltip;Zadaj wrogowi obrażenia równe sile swojego najsilniejszego sojusznika.
132103_fluff;W tym lesie się nie poluje. Nigdy. Choćby wieś umierała z głodu.
132103_name;Duch Lasu
132103_tooltip;<keyword=order>Rozkaz</keyword>: Wzmocnij jednostkę w swojej ręce o {Boost}.
132104_fluff;Złote dziecko, które wyrosło na zbrodniarza.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=spawn>Stwórz</keyword> egzemplarz jednostki ze swojej ręki o sile {Power} i <keyword=summon>wezwij</keyword> go do tego rzędu.
132105_fluff;Nie zwykłem żartować.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Rozkaz</keyword>: Daj sojuszniczej jednostce <keyword=immune>odporność</keyword>.
132106_fluff;Niektórych rzeczy lepiej nie nazywać ich prawdziwym imieniem…
132106_name;Klucznik
132106_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zagraj Artefakt ze swojego cmentarza.
132107_fluff;„Ten pień tam, z lewej... On się rusza!” „To nie pień. To macka”.
132107_name;Kejran
132107_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: <keyword=consume>Pochłoń</keyword> sojusznika.\n<keyword=charge>Ładunki</keyword>: {Charges}.
132108_fluff;Po co walczyć? Jest tyle lepszych sposobów na spożytkowanie energii…
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Zemsta</keyword>: <keyword=seize>Przechwyć</keyword> wroga o sile {Power} lub mniejszej.
132201_fluff;To... To się rusza!
132201_name;Olbrzymi krabopająk
132201_tooltip;<keyword=spawn>Stwórz</keyword> Krabopająki ({MaxTargets}) i <keyword=summon>wezwij</keyword> je do tego rzędu, następnie wzmocnij wszystkie inne Insektoidy w tym rzędzie o {Boost}.
132202_fluff;Uważaj... Leziesz po trupach. Smacznych trupach.... Hi, hi.
132202_name;Żalnica
132202_tooltip;<keyword=order>Rozkaz</keyword>: <keyword=banish>Wygnaj</keyword> wszystkie jednostki ze swojego cmentarza, następnie wzmocnij tę jednostkę o {Boost} za każdą wygnaną.
132203_fluff;Wiele paskudnych stworów widziałem w swoim życiu, ale żaden z nich nie dorównuje brzydotą babie wodnej.
132203_name;Wodnica
132203_tooltip;<keyword=thrive>Pokrzepienie</keyword>.\n<keyword=deploy>Rozmieszczenie</keyword>: Aktywuj umiejętność <keyword=deathwish>zemsty</keyword> brązowego sojusznika.
132204_fluff;Skąd ta nazwa? Poczekaj, aż ją zobaczysz.
132204_name;Przeraza: Uśpiona
132204_tooltip;Obudź Przerazę, gdy zniszczeniu ulegnie {Counter} sojuszników.
132205_fluff;Wyjątkowy okaz biesa znaleziony na Ard Skellig, wyjątkowo wybredny jeśli idzie o pokarm.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij wszystkie sojusznicze Bestie o {Boost}.
132206_fluff;Hi hi hi hi hi hi hi!
132206_name;Szepciucha
132206_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\nZwiększ te obrażenia o {Damage2} za każdym razem, gdy zagrasz Kuchtę albo Prządkę.
132207_fluff;Wiem, co mówię. W tej zupie pływają oczy! Nie oka!
132207_name;Kuchta
132207_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=consume>Pochłoń</keyword> jednostki sojusznicze ({MaxTargets}).\nZwiększ liczbę celów o {Maxtargets2} za każdym razem, gdy zagrasz Szepciuchę albo Prządkę.
132208_fluff;Czuję twój ból, widzę twój strach.
132208_name;Prządka
132208_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij sojusznika o {Boost}.\nZwiększ to wzmocnienie o {Boost2} za każdym razem, gdy zagrasz Szepciuchę lub Kuchtę.
132209_fluff;Myślelim, zeżre rycerza i odleci, ale gdzie tam! Siadła pono na drodze, psia jej mać, i siedzi, syczy, zębiskami łyska...
132209_name;Mantikora Cesarska
132209_tooltip;<keyword=deathwish>Zemsta</keyword>: Zniszcz najsłabszego wroga.
132210_fluff;No, teraz to się zrobi gorąco.
132210_name;Ifrit Kolos
132210_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Zadaj wszystkim jednostkom w przeciwnym rzędzie {Damage} pkt obrażeń.\n<keyword=cooldown>Odnowienie</keyword>: {Cooldown}.
132211_fluff;Uważajcie panowie, pod tym mostem żyją nekkery.
132211_name;Nekker Wojownik
132211_tooltip;<keyword=thrive>Pokrzepienie</keyword>.
132212_fluff;Uciekłem w życiu jeden raz. Przed lodowym gigantem. I nawet się tego nie wstydzę.
132212_name;Lodowy Gigant
132212_tooltip;Brak umiejętności.
132213_fluff;Jak walczyć z żywiołakiem ziemi, pytacie? Nie walczyć, uciekać ile sił w nogach.
132213_name;Przedwieczny D'ao
132213_tooltip;Brak umiejętności.
132214_fluff;Każdy wojownik Dzikiego Gonu przechodzi przez ścisłą selekcję, ale do orszaku Eredina dołączają tylko najbrutalniejsze i najbardziej zaciekłe elfy Aen Elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zniszcz wrogi Artefakt. Jeśli kontrolujesz najsilniejszą jednostkę, zadaj sąsiadującym z tym Artefaktem jednostkom {Damage} pkt obrażeń.
132215_fluff;Życzenia twe zawsze spełni z ochotą, da ci brylanty i srebro, i złoto.
132215_name;Gaunter O'Dimm
132215_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Daj wrogiej jednostce <keyword=doomed>fatum</keyword>.\n<keyword=order>Rozkaz</keyword>: Zniszcz wroga z <keyword=doomed>fatum</keyword>.
132216_fluff;Duży. Zły. Paskudny. W kanałach siedzi.
132216_name;Królewicz Ropuch
132216_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: <keyword=consume>Pochłoń</keyword> jednostkę o sile {Power} lub mniejszej.
132217_fluff;Zwykłe harpie żywią się padliną. A Celaeno – snami.
132217_name;Harpia Celaeno
132217_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=consume>Pochłoń</keyword> sojuszniczą jednostkę.
132218_fluff;"Nie przeszkadzać".
132218_name;Stary Grot: Sen
132218_tooltip;Brak umiejętności.
132220_fluff;Melitele, Matko, uchroń nas ode złego, nade wszystko zaś od szponów katakana.
132220_name;Nekurat
132220_tooltip;postponed
132301_fluff;Jak widzisz światło we mgle, zawracaj. Natychmiast.
132301_name;Mglak
132301_tooltip;<keyword=deathwish>Zemsta</keyword>: <keyword=summon>Wezwij</keyword> egzemplarz tej jednostki ze swojej talii do losowego rzędu sojuszniczego.
132302_fluff;Ludzie posiadają wiele głęboko zakorzenionych lęków. Lęk przed mgłą jest uzasadniony...
132302_name;Starożytny Mglak
132302_tooltip;<keyword=deathwish>Zemsta</keyword>: <keyword=summon>Wezwij</keyword> tę jednostkę z cmentarza do tego samego rzędu, wzmocnij ją o {Boost} i daj jej <keyword=doomed>fatum</keyword>.
132303_fluff;To było coś, co żyło tylko po to, by zabijać.
132303_name;Wiwerna
132303_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.
132304_fluff;Pół krab, pół pająk. Słowem, sukinsyn.
132304_name;Krabopająk truteń
132304_tooltip;<keyword=doomed>Fatum</keyword>.
132305_fluff;Małe, szybkie i wredne.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Pokrzepienie</keyword>.\n<keyword=deploy>Rozmieszczenie</keyword>: <keyword=spawn>Stwórz</keyword> egzemplarz bazowy tej jednostki i <keyword=summon>wezwij</keyword> go do tego rzędu.
132306_fluff;Chodzą ghule koło drogi, zeżrą ręce, zeżrą nogi.
132306_name;Ghul
132306_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: <keyword=consume>Pochłoń</keyword> jednostkę ze swojego cmentarza.
132307_fluff;Gryfy lubią pomęczyć. Jeść żywcem po kawałku.
132307_name;Gryf
132307_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zniszcz sojuszniczą jednostkę w tym rzędzie. Jeśli nie ma takich jednostek, zniszcz tę kartę.
132308_fluff;Siedzieli na koniach nieruchomo, jakby niedbale. Widział ich broń - krótkie dzidy o szerokim ostrzu. Miecze z dziwacznie wykutą gardą. Berdysze. Zębate gizarmy.
132308_name;Vran Wojownik
132308_tooltip;Za każdym razem, gdy inna jednostka ulegnie zniszczeniu podczas twojej tury, zadaj {Damage} pkt obrażeń losowemu wrogowi.
132309_fluff;Nadchodzi zima.
132309_name;Wojownik Gonu
132309_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj jednostce {Damage} pkt obrażeń za każdą jednostkę Dzikiego Gonu w tym rzędzie.
132310_fluff;W sunącej po niebie wstędze zjawiają się niewyraźne, koszmarne sylwetki jeźdźców. Chwieją się bawole rogi i wystrzępione pióropusze na hełmach, spod hełmów bieleją trupie maski.
132310_name;Jeździec Gonu
132310_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Jeśli kontrolujesz najsilniejszą jednostkę, <keyword=summon>wezwij</keyword> egzemplarz Jeźdźca Gonu ze swojej talii do tego rzędu.
132312_fluff;Przerażeni mieszkańcy Hengfors schowali się za murami… I na niewiele im się to zdało.
132312_name;Atak z powietrza
132312_tooltip;Każdy gracz niszczy swoją najsłabszą jednostkę.
132313_fluff;Ekimma to taki jakby nietoperz... tyle że wielkości człowieka.
132313_name;Ekimma
132313_tooltip;postponed
132314_fluff;Chociaż wiedźmak wielce chciwy a na złoto łasy, nie dać onemu za utopca więcej jak srebrny grosz albo półtorak.
132314_name;Utopiec
132314_tooltip;<keyword=thrive>Pokrzepienie</keyword>.\n<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń i przenieś go do drugiego rzędu.
132315_fluff;Schowajcie te błyskotki, pani. Bo jeszcze harpie się zlecą.
132315_name;Harpia
132315_tooltip;<keyword=doomed>Fatum</keyword>.
132316_fluff;Omlet z jaj harpii to prawdziwy rarytas. Ale, jak waszmość może sobie wyobrazić, harpie nie dzielą się nimi zbyt ochoczo.
132316_name;Jajo harpii
132316_tooltip;<keyword=deathwish>Zemsta</keyword>: <keyword=spawn>Stwórz</keyword> Harpię i <keyword=summon>wezwij</keyword> ją do losowego rzędu sojuszniczego.
132402_fluff;Walecznych jedna tylko śmierć spotyka. Wołać będzie: mordować! I spuści psy wojny.
132402_name;Ogar Dzikiego Gonu
132402_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń. Jeśli kontrolujesz najsilniejszą jednostkę, zamiast tego zadaj {Damage2} pkt obrażeń.
132403_fluff;"Spokojnie… wiem jak oswoić wilka" - ostatnie słowa łowcy Dunbara.
132403_name;Wataha
132403_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.
132404_fluff;Pewien czarodziej uważał, że są urocze - jego los dał początek powiedzeniu, aby nie igrać z ogniem…
132404_name;Wściekły Ifrit
132404_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.
132405_fluff;Łatwo je pomylić z kamieniami, co jest przyczyną wielu przykrych w skutkach pomyłek ze strony Trolli.
132405_name;Opętany d'ao
132405_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zniszcz wrogi Artefakt.
132406_fluff;Żadna brama go nie powstrzyma, przeciśnie się przez każdą szczelinę…
132406_name;Bezkost
132406_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Aktywuj umiejętność <keyword=deathwish>zemsty</keyword> brązowego sojusznika.
132407_fluff;Najpotężniejsi nilfgaardzcy czarodzieje opanowali sztukę tworzenia golemów. Czasem nawet udaje się zaprząc je do walki po stronie cesarstwa...
132407_name;Cesarski Golem
132407_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=reveal>Ujawnij</keyword> jednostkę ze szczytu talii przeciwnika i zadaj tej karcie obrażenia równe sile ujawnionej, następnie wtasuj ją z powrotem.
132408_fluff;No i się doigrałeś...
132408_name;Stary Grot
132408_tooltip;Brak umiejętności.
132409_fluff;Głupiec nasłuchał się bajań, napchał do uszu wosku i nie słyszał ostrzeżeń. Wpakował okręt prosto na skały.
132409_name;Odrażająca Uczta
132409_tooltip;Zadaj wrogowi {Damage} pkt obrażeń i wzmocnij sojusznika o {Boost}.
133301_fluff;Trwalsza niż zwykła tarcza i zdecydowanie bardziej stylowa.
133301_name;Tarcza z łusek
133301_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Wzmocnij jednostkę o {Boost}.\n<keyword=cooldown>Odnowienie</keyword>: {Cooldown}.
133302_fluff;Ależ się tu paskudy urządziły… bez wiedźmina nie lza tu żyć.
133302_name;Gniazdo krabopająków
133302_tooltip;<keyword=spawn>Stwórz</keyword> Krabopająki ({Counter}) o sile 1 i <keyword=summon>wezwij</keyword> je do sojuszniczego rzędu.
142101_fluff;Odziedziczyłam po ojcu zdolność polimorfii, choć potrafię przemieniać się jedynie w jedną postać.
142101_name;Saesenthessis
142101_tooltip;<keyword=immune>Odporność</keyword>.\n<keyword=order>Rozkaz</keyword>: Odbierz tej jednostce <keyword=immune>odporność</keyword> na okres do końca tej tury.
142102_fluff;Zalazł ludziom za skórę jak mało kto, wielka jest cena za jego głowę.
142102_name;Isengrim Faoiltiarna
142102_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij wszystkie inne sojusznicze Elfy o {Boost}.\nZa każdym razem, gdy zagrywasz Elfa, wzmocnij tę jednostkę o {Boost2}.
142103_fluff;Cholernie celny jak na faceta z jednym okiem.
142103_name;Iorweth
142103_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Cofnij sojuszniczą Pułapkę do ręki, następnie zagraj Pułapkę.
142104_fluff;Jestem głupia, prosta dziewucha ze wsi. Ale z łuku strzelam jak nikt.
142104_name;Milva
142104_tooltip;<keyword=immune>Odporność</keyword>.\nWzmocnij tę kartę o {Boost} za każdym razem, gdy zagrywasz jednostkę Scoia'tael.
142105_fluff;Picie w pojedynkę jest jak sranie w towarzystwie.
142105_name;Zoltan Chivay
142105_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zniszcz jednostkę o sile równej liczbie sojuszniczych Krasnoludów lub mniejszej.
142106_fluff;Brokilon krwawi… nawet ja nie jestem w stanie go uzdrowić.
142106_name;Aglaïs
142106_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Na koniec tury podwój wszystkie wzmocnienia wpływające na tę jednostkę.
142107_fluff;Słynie z tego, że przepowiada zagładę świata. Niezbyt lubiana w towarzystwie.
142107_name;Ithlinne Aegli
142107_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij jednostkę Scoia'tael w swojej ręce o {Boost}.
142108_fluff;Pora spojrzeć śmierci w twarz.
142108_name;Schirrú
142108_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Zniszcz wszystkie inne jednostki o takiej samej sile jak Schirrú.
142201_fluff;Wiem, jak wykonywać rozkazy, obejdę się bez pouczeń.
142201_name;Dennis Cranmer
142201_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Wzmocnij sąsiadujące jednostki o {Boost2}.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Wzmocnij wszystkie inne jednostki w tym rzędzie o {Boost}.
142202_fluff;Ida Emean aep Sivney. Jak zwykle tajemnicza.
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zniszcz Artefakt.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Wzmocnij jednostkę o {Boost}.
142203_fluff;Znam ludzi na wylot – jesteście równie skomplikowani jak konstrukcja cepa.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń za każdego sojuszniczego Elfa.
142204_fluff;Chętnie pchnęłabym cię z bliska, patrząc w oczy. Ale śmierdzisz, człowieku.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zadaj {Damage} pkt obrażeń wrogom przy krawędziach rzędu.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zadaj {Damage2} pkt obrażeń wszystkim wrogom w rzędzie.
142205_fluff;"Moje trzy najgorsze wspomnienia? Zaraza Catriony, pożar Vengerbergu i szarża dragonów Vrihedd."
142205_name;Dragoni Vrihedd
142205_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Przenieś wrogą jednostkę do drugiego rzędu przeciwnika.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Przenieś sojuszniczą jednostkę do swojego drugiego rzędu.
142206_fluff;Bloede dh'oine!
142206_name;Ciaran
142206_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=lock>Zablokuj</keyword> jednostkę i przenieś ją do drugiego rzędu.
142207_fluff;Ze śpiewem na ustach! Ale gromko, żeby tamci ze strachu se pludry obsrali!
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij sojusznika o {Boost} za każdego sojuszniczego Krasnoluda.
142208_fluff;Córka pani Eithné odziedziczyła po niej nieziemską urodę oraz dziką nienawiść do wszystkiego, co ludzkie.
142208_name;Morenn
142208_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: <keyword=lock>Zablokuj</keyword> jednostkę.
142209_fluff;Mona…? Nie… nie. Jestem Braenn, córka Brokilonu.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Jeśli kontrolujesz Driady w liczbie co najmniej {Counter} zyskaj <keyword=zeal>zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.
142210_fluff;Nienawidzę was, dh'oine. Wszyscy jesteście tacy sami.
142210_name;Malena
142210_tooltip;<keyword=order>Rozkaz</keyword>: Przenieś jednostkę do drugiego rzędu po jej stronie.\n<keyword=cooldown>Odnowienie</keyword>: {Cooldown}.
142211_fluff;Lepiej umrzeć stojąc niż żyć na kolanach.
142211_name;Aelirenn
142211_tooltip;Jeśli na koniec tury kontrolujesz Elfich sojuszników w liczbie {MaxTargets} lub większej, <keyword=summon>wezwij</keyword> tę jednostkę ze swojej talii do rzędu bliskiego starcia.
142212_fluff;Ja byłem w pierwszej linii! Tam, gdzie było gorąco!
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi obrażenia równe sile tej jednostki.
142213_fluff;O smoku Ocviście z Kwarcowej Góry słyszałeś? Wiedz, że właśnie Yarpen Zigrin i jego krasnoludy załatwiły Ocvista.
142213_name;Yarpen Zigrin
142213_tooltip;Na koniec każdej tury wzmocnij tę jednostkę o {Boost}, jeśli na polu bitwy nie ma sojuszniczych jednostek.
142214_fluff;Miłość usprawiedliwia każde szaleństwo.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wszystkim rannym jednostkom {Damage} pkt obrażeń i wzmocnij wszystkie wzmocnione jednostki o {Boost}.
142301_fluff;Opatrzę was, opatrzę. Ale za odpowiednią opłatą.
142301_name;Havekarski medyk
142301_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Wzmocnij sojuszniczą jednostkę o {Boost}.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: <keyword=heal>Uzdrów</keyword> sojuszniczą jednostkę z {Boost2} pkt obrażeń.
142302_fluff;Jak przetłumaczyć słowo Vrihedd? Nie wiem. Ale oznacza kłopoty.
142302_name;Brygada Vrihedd
142302_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj losowemu wrogowi {Damage} pkt obrażeń.\nZa każdym razem, kiedy Brygada Vrihedd zostanie przeniesiona do drugiego rzędu, powtórz jej umiejętność <keyword=deploy>rozmieszczenia</keyword>.
142303_fluff;Nienawiść płonie jaśniej niż ogień, tnie głębiej niż jakiekolwiek ostrze.
142303_name;Oficer Vrihedd
142303_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Wzmocnij sojusznika o {Boost}.
142304_fluff;Nosy mają jak psy gończe. Oczy jak sokoły. A serca z lodu.
142304_name;Elfi Traper
142304_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj losowemu wrogowi w każdym rzędzie {Damage} pkt obrażeń.
142305_fluff;Całe życie robiłem kilofem, to i z mieczem sobie poradzę.
142305_name;Krasnolud Harcownik
142305_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń. Jeśli przeżył, wzmocnij tę jednostkę o {Boost}.
142306_fluff;Walka z krasnoludami z Mahakamu... To jakby żużel żuć.
142306_name;Obrońcy Mahakamu
142306_tooltip;Na koniec każdej tury wzmocnij tę jednostkę o {Boost}, jeśli jest wzmocniona.
142307_fluff;Skończ już tańcować, długouchu zasrany, bo trafić nie mogę!
142307_name;Saperzy Vrihedd
142307_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Jeśli masz w ręce Elfa, zniszcz wrogi Artefakt.
142308_fluff;Plwam na idee Scoia'tael, ale groszem nie pogardzę.
142308_name;Zaczepka
142308_tooltip;Jeśli na polu bitwy znajduje się sojuszniczy Elf, zniszcz losową jednostkę wroga.
142309_fluff;Temerczycy, redańczycy, wszystko jedno. Wszyscy muszą… umrzeć.
142309_name;Awangarda Vrihedd
142309_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij tę jednostkę o {Boost} za każdego Elfa w twojej ręce.
142310_fluff;Jeszcze krok, dh'oine, a wpakuję ci strzałę między oczy.
142310_name;Elfi Łucznik
142310_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zadaj {MaxTargets} jednostkom {Damage2} pkt obrażeń.
142311_fluff;Grunt to łączyć przyjemne z pożytecznym - lać po ryjach i dostawać za to pełną sakiewkę.
142311_name;Krasnolud Najemnik
142311_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.\nDaj tej jednostce <keyword=charge>ładunki</keyword> ({Charges2}) za każdym razem, gdy zagrywasz Krasnoluda.
142312_fluff;Elf, krasnolud, co za różnica - pieniądz nie śmierdzi.
142312_name;Havekarskie wsparcie
142312_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij sojusznika o {Boost}. Jeśli kontrolujesz Artefakt, zamiast tego wzmocnij sojusznika o {Boost2}.
142313_fluff;Chcecie mi powiedzieć, że ta elfica tańczyła na polu bitwy? Czyście rozum postradali, setniku?!
142313_name;Elfi Tancerz Ostrzy
142313_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Jeśli ta jednostka jest już wzmocniona, zadaj wrogowi {Damage} pkt obrażeń.
142314_fluff;Możesz się ukryć, ale uciec nie zdążysz.
142314_name;Strzelec Wyborowy
142314_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń za każdy rząd oddzielający go od tej jednostki.
