1_name_lt;氷霜
142205_fluff;俺が人生で経験した恐怖を挙げろって？ カトリオナの疫病、ヴェンガーバーグの虐殺、あとはヴリヘッド旅団の竜騎兵だな
142205_name;ヴリヘッド旅団の竜騎兵
142205_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体を敵陣他列に移動させる。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍ユニット1体を自陣他列に移動させる。
142206_fluff;自由という道を彩るのは、インクの黒ではなく血の赤である
142206_name;シアラン・エプ・エスニレン
142206_tooltip;<keyword=deploy>配備</keyword>：ユニット1体に<keyword=lock>封印</keyword>を与え、他列に移動させる。
142207_fluff;俺たちの蜂蜜酒がくせえって？ 任しとけ、鼻をへしおりゃ解決だ！
142207_name;バークレー・エルス
142207_tooltip;<keyword=deploy>配備</keyword>：自軍「ドワーフ」ユニット1体につき、自軍ユニット1体に{Boost}ブーストを与える。
142208_fluff;イースネの娘は、母親の類まれなる美貌だけでなく、人間に対する憎悪も受け継いだ
142208_name;モレン
142208_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：ユニット1体に<keyword=lock>封印</keyword>を与える。
142209_fluff;モナ…？ そんな名前じゃない。私はブリーン。故郷はブロキロンよ
142209_name;ブリーン
142209_tooltip;<keyword=deploy>配備</keyword>：自陣に「ドリアード」ユニットが{Counter}体以上ある場合、<keyword=zeal>勇躍</keyword>を得る。\n<keyword=order>命令</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）
142210_fluff;デュオインめ、貴様たちは皆同じだ
142210_name;マレーナ
142210_tooltip;<keyword=order>命令</keyword>：ユニット1体を同陣他列に移動させる。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
142211_fluff;膝をついて生きるくらいなら、戦って死のう
142211_name;エリレン
142211_tooltip;ターン終了時に自陣に「エルフ」ユニットが{MaxTargets}体以上ある場合、このユニットは自軍デッキから近接列に<keyword=summon>召喚</keyword>される。
142212_fluff;俺は前線にいた！ 一番戦いが激しいところにな！
142212_name;シェルドン・スカッグス
142212_tooltip;<keyword=deploy>配備</keyword>：自身の戦力値に等しいダメージを敵軍ユニット1体に与える。
142213_fluff;オクヴィストってドラゴンを聞いたことあるか？ ほら、クォーツ山の。ヤーペン・ジグリンの一団がそいつを倒したらしいぞ
142213_name;ヤーペン・ジグリン
142213_tooltip;毎ターン終了時、戦場に自軍ユニットがない場合、{Boost}ブーストを得る。
142214_fluff;愛はあらゆる狂気を正当化してしまうものだ
142214_name;エレヤス
142214_tooltip;<keyword=deploy>配備</keyword>：ダメージを負っている全てのユニットに{Damage}ずつダメージを与え、ブーストを得ている全てのユニットに{Boost}ずつブーストを与える。
142301_fluff;ええ、手当てをしてあげましょう。値は張るけどね
142301_name;ハヴカーの癒し手
142301_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：自軍ユニット1体に{Boost}ブーストを与える。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍ユニット1体を{Boost2}<keyword=heal>回復</keyword>させる。
142302_fluff;「ヴリヘッド？ どういう意味だ？」 『さあな』
142302_name;ヴリヘッド旅団
142302_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体を無作為に選んで{Damage}ダメージを与える。\n《ヴリヘッド旅団》が他列に移動するたび、この<keyword=deploy>配備</keyword>アビリティを繰り返す。
142303_fluff;憎悪はいかなる炎よりも熱く燃え、いかなる刃よりも深い傷を残す
142303_name;ヴリヘッド旅団の将校
142303_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍ユニット1体に{Boost}ブーストを与える。
142304_fluff;猟犬のように追跡し、鹿のように走り、冷血な悪魔のように対象を殺す
142304_name;ドル・ブラサンナの爆弾使い
142304_tooltip;<keyword=deploy>配備</keyword>：各列にある敵軍ユニット1体を無作為に選んで{Damage}ずつダメージを与える。
142305_fluff;ずっとつるはしを握って生きてきたんだ。斧だって問題ないさ
142305_name;ドワーフの散兵
142305_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。それが生き延びた場合、{Boost}ブーストを得る。
142306_fluff;俺たちは戦うために生まれて来たんだ、怯むんじゃねえ！
142306_name;マハカムの守備隊
142306_tooltip;毎ターン終了時、ブーストを得ている場合、さらに{Boost}ブーストを得る。
142307_fluff;どんな噂を耳にしてきたのか知らんが、エルフが人間の頭を戦利品として持ち帰ることはない。シラミが多すぎるからな
142307_name;ヴリヘッド旅団の工作兵
142307_tooltip;<keyword=deploy>配備</keyword>：自軍手札に「エルフ」ユニットがある場合、敵軍アーティファクト1個を破壊する。
142308_fluff;スコイア＝テルの理想になど興味はない。金のために戦うだけだ
142308_name;待ち伏せ
142308_tooltip;戦場に自軍「エルフ」ユニットがある場合、敵軍ユニット1体を無作為に選んで破壊する。
142309_fluff;テメリアだろうが、レダニアだろうが、出身地は問わん。全員殺すだけだ
142309_name;ヴリヘッド旅団の先鋒
142309_tooltip;<keyword=deploy>配備</keyword>：自軍手札にある「エルフ」ユニット1体につき、{Boost}ブーストを得る。
142310_fluff;ドゥオインよ、後一歩動いて見ろ。眉間を矢が飾ることになるぞ
142310_name;ドル・ブラサンナの射手
142310_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：ユニット{MaxTargets}体に{Damage2}ずつダメージを与える。
142311_fluff;いけすかねえ奴の頭を潰して金をもらえるんだぜ、天職だろ
142311_name;ドワーフの傭兵
142311_tooltip;<keyword=order>命令</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\nあなたが「ドワーフ」ユニットをプレイするたび、{Charges2}<keyword=charge>チャージ</keyword>を得る。
142312_fluff;金を持ってる限り、エルフだろうが、ドワーフだろうが差別はしない
142312_name;ハヴカーの支援
142312_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost}ブーストを与える。自陣にアーティファクトがある場合、代わりに{Boost2}ブーストを与える。
142313_fluff;戦場を女エルフが踊りながら駆け抜けていっただと？ 夢でも見たのかね、分隊長
142313_name;エルフの舞闘士
142313_tooltip;<keyword=deploy>配備</keyword>：既にブーストを得ている場合、敵軍ユニット1体に{Damage}ダメージを与える。
142314_fluff;奴らから身を隠すことはできるかもしれん。だが一度見つかったら、逃げても無駄だ
142314_name;ドル・ブラサンナの弓使い
142314_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に、このユニットとの間にある列差1つにつき、{Damage}ダメージを与える。
142315_fluff;金払いのいい奴か、それが無理なら金をむしれる奴にしか味方するつもりはない
142315_name;ハヴカーの密売人
142315_tooltip;<keyword=melee>近接</keyword>：毎ターン終了時、自軍手札にあるユニット1体を無作為に選んで{Boost}ブーストを与える。
142316_fluff;報せを受けて駆け付けた頃には、既に手遅れだった…
142316_name;青色山脈の精鋭
142316_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える（但しその列に他のユニットがない場合に限る）。
142317_fluff;マハカムの平穏を破った者への罰は一つしかない。脳天への鉄槌さ
142317_name;マハカムの守衛
142317_tooltip;<keyword=deploy>配備</keyword>：他列にある自陣「ドワーフ」ユニット数に等しいブーストを得る。
142401_fluff;大都市での種族差別や異種族の排斥に疲れ果てた非人間族の多くが、スコイア＝テルに参加する
142401_name;スコイア＝テルの新顔
142401_tooltip;<keyword=deploy>配備</keyword>：自身の同名カード1枚を<keyword=spawn>生成</keyword>して自陣他列に<keyword=summon>召喚</keyword>する。
143201_fluff;大地から恵みを奪い取ることなかれ。自然を愛せ、然れば大地は花を咲かせ、果実をなし、自ら施しを与えん
143201_name;毒蛇の罠
143201_tooltip;<keyword=ambush>伏兵</keyword>：対戦相手が次にプレイするスペシャルカードを、そのアビリティが実行される前に破壊する。
143301_fluff;気をつけろ…！ あと一歩踏み出してたら、今頃灰になってたぞ
143301_name;火炎の罠
143301_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=ambush>伏兵</keyword>：対戦相手が次にプレイするユニットに{Damage}ダメージを与える。\n<keyword=order>命令</keyword>：表向きになり、ユニット1体に{Damage2}ダメージを与える。
152101_fluff;倒れた者たちを悼むより、あいつらの思い出に乾杯しよう！
152101_name;ヤルマール・アン・クライト
152101_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：自軍墓地にあるユニット1体を<keyword=banish>消滅</keyword>させ、その戦力値に等しいダメージを敵軍ユニット1体に与える。
152103_fluff;神話の価値を認めないのは、愚か者だけだ
152103_name;エルミオン
152103_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍デッキにある「錬金術」カード1枚をプレイする。
152104_fluff;時来ては、カンビが鳴きて、ヘムダールを醒まさん
152104_name;カンビ
152104_tooltip;<keyword=deploy>配備</keyword>：自軍手札の右端にあるカードを<keyword=discard>破棄</keyword>し、対戦相手にも同様の処理を行わせる。
152105_fluff;スケリッジには強い王が必要です。手段は問いません
152105_name;ビルナ・ブラン
152105_tooltip;<keyword=deploy>配備</keyword>：カード{MaxTargets}枚を引いた後、カード{MaxTargets}枚を<keyword=discard>破棄</keyword>する。
152106_fluff;うおおおおおおお！！
152106_name;マッドマン・ルゴス
152106_tooltip;<keyword=deploy>配備</keyword>：ダメージを負っている敵軍ユニット数の2倍に等しいダメージを敵軍ユニット1体に与える。
152107_fluff;彼女はアストリッド・リットネイド・アスギアフィンビョルンスドッティアという名前だが、本名を記すには記入欄が足らないことがほとんどだ
152107_name;コーラル
152107_tooltip;<keyword=order>命令</keyword>：カード1枚を<keyword=discard>破棄</keyword>した後、カード1枚を引く。（<keyword=charge>チャージ</keyword>：{Charges}）\nスペシャルカードが<keyword=discard>破棄</keyword>されるたび、敵軍ユニット1体に{Damage}ダメージを与える。
152109_fluff;ニルフガード人にこの名を聞かせると、下穿きにじんわりと染みができるという…
152109_name;海イノシシ号
152109_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：ダメージを負っている全ての敵軍ユニットに{Damage}ずつダメージを与える。
152201_fluff;退屈で吐きそうだぜ
152201_name;ブルーボーイ・ルゴス
152201_tooltip;このユニットはダメージを負うたび、敵軍ユニット1体を無作為に選んで{Damage}ダメージを与える。
152202_fluff;接近戦において、トロールは武器を使わない。理由は言わなくてもわかるよな？
152202_name;王者の猛攻
152202_tooltip;ユニット1体に{Damage}ダメージを与える。\n <keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：代わりに破壊する。
152203_fluff;手配書に“生死を問わず”と書かれていたら、普通は殺すよな。俺はそんな無粋なことはしない。お前を吊るし、死ぬまで足をくすぐってやる
152203_name;デンジェ・フレット
152203_tooltip;<keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：敵軍ユニット1体に<keyword=lock>封印</keyword>を与える。
152204_fluff;族長を全員ここに集めた。申し開きをするがいい
152204_name;ドナール・アン・ヒンダー
152204_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。\n <keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：代わりに{Damage2}ダメージを与える。
152205_fluff;アン・クライト一族の英雄的な逸話を聞かせてやろう
152205_name;ドレイグ・ボン＝ドウ
152205_tooltip;<keyword=deploy>配備</keyword>：全ての自軍「戦士」ユニットに{Boost}ずつブーストを与える。
152206_fluff;錬金術を究めた大ドルイド。諸島で最も気難しいご老人でもある
152206_name;グレミスト
152206_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍墓地にあるブロンズ「錬金術」カード1枚をプレイする。
152207_fluff;奴の一物が永遠に役に立たなくなることを祈って、皇帝に乾杯！
152207_name;オルガー・ブラックハンド
152207_tooltip;あなたが「船」ユニットをプレイするたび、それに{Boost}ブーストを与える。\nあなたが「海賊」ユニットをプレイするたび、敵軍ユニット1体を無作為に選んで{Damage}ダメージを与える。
152208_fluff;人々は彼女を“鉄の乙女”と呼ぶ
152208_name;ジュッタ・アン・ディムン
152208_tooltip;<keyword=deploy>配備</keyword>：《ジュッタ・アン・ディムン》が最高戦力値ユニットである場合、{Damage}ダメージを負う。
152209_fluff;スケリッジ史上、最も卑劣な男
152209_name;モークヴァーグ
152209_tooltip;このユニットは墓地に移動すると、近接列に<keyword=summon>召喚</keyword>され、<keyword=doomed>破滅</keyword>を得る。
152210_fluff;「手懐ける？」 やめときな、小僧。スケリッジ人は熊を訓練することはあっても、手懐けることはねえ
152210_name;獰猛な熊
152210_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=deploy>配備</keyword>：墓地にある《獰猛な熊》1体につき、{Charges2}<keyword=charge>チャージ</keyword>を得る。\n<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）
152211_fluff;ひざまづき、モッドロン・フラヤ様に許しを乞うのです
152211_name;シグルドリファの儀式
152211_tooltip;自軍墓地にある「戦士」ユニット1体を何れかの自陣列に<keyword=summon>召喚</keyword>する。
152213_fluff;皇帝ですら、最初は彼が運だけで王になったと思い込んでいた。最初はな
152213_name;スヴァンリッジ・テルショック
152213_tooltip;<keyword=deploy>配備</keyword>｜<keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：{Boost}ブーストを得る。
152214_fluff;神々が生贄を求めている
152214_name;ウダルリック・アン・ブロクヴァル
152214_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\n<keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：<keyword=zeal>勇躍</keyword>を得る。
152301_fluff;吟遊詩人が謡うバラッドによると、戦いの最中に姿を変えた狂戦士は、熊と見分けがつかないという
152301_name;激高の狂戦士
152301_tooltip;postponed
152302_fluff;スープを残したら、怖い人がやってきてお前を食っちまうよ
152302_name;狂戦士の賊徒
152302_tooltip;postponed
152303_fluff;貴様が死んで海の藻屑となった頃、俺はバラッドで謳われる英雄になってるだろうよ
152303_name;アン・クライトの戦士
152303_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。墓地からプレイされた場合、代わりに{Damage2}ダメージを与える。
152304_fluff;俺たちだって狩りをする。問題は、スピカローグにはあまり獲物がいないことだ…
152304_name;ブロクヴァルの狩人
152304_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\nあなたがカードを<keyword=discard>破棄</keyword>するたび、{Charges2}<keyword=charge>チャージ</keyword>を得る。
152305_fluff;奴らの目に恐怖が見えるぞ。俺と… ディムン一族への恐怖がな！
152305_name;ディムンの海賊
152305_tooltip;<keyword=deploy>配備</keyword>：自軍デッキの一番上にあるカード1枚を自軍墓地に移動させる。
152306_fluff;お前ら、旗をあげろ！
152306_name;ディムンの海賊長
152306_tooltip;<keyword=deploy>配備</keyword>｜<keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：敵軍ユニット1体に{Damage}ダメージを与える。
152307_fluff;スケリッジが誇る勇猛な盾乙女たちは、命にかえても女王を護る
152307_name;ドラムンドの女王近衛兵
152307_tooltip;<keyword=order>命令</keyword>：このユニットはダメージを負うと、自身の同名カード1枚を<keyword=spawn>生成</keyword>して右隣に<keyword=summon>召喚</keyword>する。
152308_fluff;ヘイマイ一族の伝説は、歴史に刻まれることだろう
152308_name;ヘイマイの吟遊詩人
152308_tooltip;<keyword=deploy>配備</keyword>：カード1枚を<keyword=discard>破棄</keyword>した後、カード1枚を引く。
152309_fluff;スケリッジ人から逃げる？ スケリッジの海で？ やってみな
152309_name;ディムンの軽量ロングシップ
152309_tooltip;<keyword=order>命令</keyword>：自身と敵軍ユニット1体に{Damage}ずつダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
152310_fluff;モッドロン・フラヤ、大地母神にして、愛、美、博愛を司りし女神
152310_name;フラヤの祝福
152310_tooltip;自軍墓地にあるブロンズユニット1体をプレイする。
152311_fluff;良い盾が一枚あれば、死なずにすむんだ。覚えておけ
152311_name;アン・クライトの鍛冶職人
152311_tooltip;<keyword=order>命令</keyword>：自軍ユニット1体に{Boost}ブーストを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\nあなたが「戦士」ユニットをプレイするたび、{Charges2}<keyword=charge>チャージ</keyword>を得る。
152312_fluff;剣は女が使うもんだ。斧を持て
152312_name;テルショックの斧兵
152312_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：戦力値がベース戦力値の半分以下である敵軍ユニット1体を破壊する。
152313_fluff;俺たちは友には思いやりを、敵には斧を見せる。覚えておけ
152313_name;テルショックの散兵
152313_tooltip;このユニットは<keyword=discard>破棄</keyword>されると、自軍墓地から近接列に<keyword=summon>召喚</keyword>される。
152314_fluff;ロングシップで略奪に出る時はいつも、ヘムダールが心を躍らせているのだという
152314_name;アン・クライトのロングシップ
152314_tooltip;対戦相手がユニットをプレイするたび、それに{Damage}ダメージを与える。
152315_fluff;200歩先の動く的を射抜ける？ 俺もだ。嵐の中でな
152315_name;ブロクヴァルの射手
152315_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：ダメージを負っている敵軍ユニット数に等しいダメージを敵軍ユニット1体に与える。
152316_fluff;人間だろうが木だろうが、スケリッジの斧は同じように扱う
152316_name;腸抜きの斬撃
152316_tooltip;ユニット1体に{Damage}ダメージを与える。\n <keyword=bloodthirst>狂騒</keyword>（{Bloodthirst}）：代わりに{Damage2}ダメージを与える。
152317_fluff;ぶっ叩かれても安心しろ
152317_name;アン・クライトの鎧職人
152317_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost}ブーストを与える。それが「戦士」ユニットの場合、代わりに{Boost2}ブーストを与える。
152318_fluff;岸壁に砕ける波のように、敵は我らの盾の前で砕け散るだろう
152318_name;ドラムンドの盾乙女
152318_tooltip;次にこのユニットがダメージを負うと、自軍デッキにある自身の同名カード1枚を配置列に<keyword=summon>召喚</keyword>する。
152402_fluff;〈白き霜〉の時が来れば、ヘムダールが戦いの声を上げる
152402_name;ヘムダール
152402_tooltip;自軍「戦士」ユニットが敵軍ユニットにダメージを与えるたび、ダメージ量に等しいブーストを得る。
152403_fluff;「ザトウクジラにしちゃでかすぎる。ありゃナガスクジラだな」『あんなに口が短いナガスクジラがいるかってんだ。草が頭に回っちまったようだな！』
152403_name;精神錯乱
152403_tooltip;何れかの敵陣列にある全てのユニットに{Damage}ダメージを無作為に分け与える。
152405_fluff;今日は熊狩りだ。がんばって大きな獲物を… ありゃでかすぎる！ 逃げろ！
152405_name;老いた熊
152405_tooltip;アビリティを有していない。
152406_fluff;グオオオオオ！！！
152406_name;怒れる熊
152406_tooltip;<keyword=deploy>配備</keyword>：左隣の自軍ユニットに{Damage}ダメージを与える。左隣に自軍ユニットがない場合、代わりに自身が{Damage}ダメージを負う。
153201_fluff;女魔術師のせいで商売あがったりだよ。あいつらなら手を一振りするだけですむのに、わざわざ何時間も手術台に居たがる奴なんていないだろ？
153201_name;蘇生
153201_tooltip;何れかの列にある全てのユニットを<keyword=heal>回復</keyword>させる。
153301_fluff;怪物が獲物を八つ裂きにし、辺り一面に飛び散った血を舐め回す光景というものは、何よりも忌わしいものだ
153301_name;切り裂き
153301_tooltip;何れかの列にある全てのユニットに{Damage}ずつダメージを与える。
162101_fluff;ウィッチャーが寝床で死ぬことはない
162101_name;ガレットのレソ
162101_tooltip;<keyword=deploy>配備</keyword>：敵軍リーダーの引き直し可能数を0にする。
162102_fluff;私は一個旅団よりも小規模な偵察隊に重きを置く
162102_name;メノ・クーホルン
162102_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍デッキにある「戦術」カード1枚をプレイする。
162103_fluff;熟慮された暗殺が解決できない問題などない
162103_name;ヴァティエール・ド・リドー
162103_tooltip;<keyword=order>命令</keyword>｜<keyword=melee>近接</keyword>：<keyword=lock>封印</keyword>を持つ敵軍ユニット1体を<keyword=seize>強奪</keyword>する。
162104_fluff;彼の目が翼飾りの兜の下で光ったと思うと、刃から火花がほとばしった
162104_name;カヒル・ディフリン
162104_tooltip;<keyword=melee>近接</keyword>：敵軍ユニットがブーストを得るたび、同量のブーストを得る。
162105_fluff;我々は彼のチェス盤の駒に過ぎない。ルールを知らないゲームを遊ばされているのだ
162105_name;ヴィルジフォルツ
162105_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体を破壊した後、対戦相手はデッキの一番上にあるユニットを無作為に選んだ敵陣列に<keyword=summon>召喚</keyword>する。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍ユニット1体を破壊した後、自軍デッキの一番上にあるユニットを無作為に選んだ自陣列に<keyword=summon>召喚</keyword>する。
162106_fluff;私は未来の女帝の顔に傷を残した。最も誇らしい功績だよ
162106_name;ステファン・スケルン
162106_tooltip;<keyword=order>命令</keyword>：あなたがこのターン中にプレイした「戦術」カードの同名カード1枚を<keyword=spawn>生成</keyword>してプレイする。
162107_fluff;ティボルの愛国心は伝説的だ。かつて皇帝が近くを通った時、まるででんぐり返しをせんばかりに頭を下げたという
162107_name;ティボル・エッゲブラフト
162107_tooltip;<keyword=deploy>配備</keyword>：対戦相手はデッキの一番上にあるユニット1体を、無作為に選んだ敵陣列に<keyword=summon>召喚</keyword>する。
162108_fluff;星占い、水占い、野菜占い、ホクロ占い、内臓占い、動物占い… まだまだあるぞ
162108_name;ザーシシウス
162108_tooltip;<keyword=deploy>配備</keyword>：自軍デッキにあるカード1枚を無作為に選んで<keyword=reveal>公開</keyword>する。それがユニットだった場合、その戦力値に等しいブーストを得たうえで、無作為な場所に戻す。それがアーティファクト又はスペシャルカードだった場合、プレイする。
162201_fluff;火球をご所望ですと？ お任せくださいませ。陛下の御心のままに
162201_name;アルブリヒ
162201_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍デッキにある任意のカードを一番上に移動させる。それがユニットの場合、{Boost}ブーストを与える。
162202_fluff;ニルフガードの魔術師にも選択肢はある。服従と絞首台のどちらかよ
162202_name;アシーレ・ヴァル・アナヒッド
162202_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍墓地にあるカード1枚を敵軍デッキの無作為な場所に戻す。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍墓地にあるカード1枚を自軍デッキの無作為な場所に戻す。
162203_fluff;シンシアの魔術は危険だ。手綱を握る者が必要となる
162203_name;シンシア
162203_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍デッキの一番上に《ガーディアン》1体を<keyword=spawn>生成</keyword>する。
162204_fluff;よく見ろ、“閣下”の手じゃない。農民の手だ。農民同士、腹を割って話している
162204_name;ピーター・ザール・グィンリーヴ
162204_tooltip;<keyword=deploy>配備</keyword>：ユニット1体をベース戦力値に戻す。
162205_fluff;魔法はこの世の頂点たる力。国境や人種を超越するの
162205_name;フリンギラ・ヴィゴ
162205_tooltip;<keyword=order>命令</keyword>：敵軍デッキにあるスペシャルカード1枚を無作為に選んで<keyword=reveal>公開</keyword>した後、その同名カード1枚を<keyword=spawn>生成</keyword>してプレイする。
162206_fluff;女には手を出すな！ 俺たちは殺し屋であっても、野蛮人じゃねえ
162206_name;スワース
162206_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。\nあなたが<keyword=reveal>公開</keyword>したカード1枚につき、このユニットのダメージ量を{Damage2}増やす。
162207_fluff;炎を使う魔術師は派手に生き、派手に死ぬ
162207_name;ヴァンへマー
162207_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：<keyword=lock>封印</keyword>を持つ敵軍ユニット1体を破壊する。
162208_fluff;レソの計画に従っていれば、問題はない
162208_name;オーケス
162208_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に<keyword=lock>封印</keyword>を与える。《セリット》が自軍手札にある場合、さらに敵軍手札、敵軍デッキ、敵陣にあるそのユニットの同名カード全てに<keyword=lock>封印</keyword>を与える。
162209_fluff;やるべきことをやるだけだ。自分の存在を恥じたことはない
162209_name;セリット
162209_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。《オーケス》が自軍手札にある場合、代わりに{Damage2}ダメージを与える。
162210_fluff;男ってのは常に魅力的でないと。神秘的で上品な雰囲気をかもし出すのが一番よ
162210_name;カンタレラ
162210_tooltip;【<keyword=spying>密偵</keyword>】\n<keyword=deploy>配備</keyword>：敵軍デッキの一番上にあるカード1枚をプレイする。
162211_fluff;ヴァーデン方面軍を率いたド・ヴェット公爵を言い表す言葉としては、“無能”ですら生ぬるい
162211_name;ヨアキム・ド・ヴェット
162211_tooltip;【<keyword=spying>密偵</keyword>】\n<keyword=deploy>配備</keyword>：自軍デッキの一番上にある<keyword=spying>密偵</keyword>を持たないユニット1体をプレイした後、それに{Boost}ブーストを与える。
162212_fluff;「ここにおったか…」皇帝は心中で呟いた。「偽りの姫にして、偽りのシントラ女王。ヤラ河口の偽りの統治者にして、帝国の後継者よ」
162212_name;シリの影武者
162212_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体を他列に移動させる。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：敵軍アーティファクト1個を破壊する。
162213_fluff;「殿下…」だしぬけに家宰が口を開いた。その瞬間まで、彼はその場に居た全ての者に認識すらされていなかった。「恐れながら、我が愚息、カヒルは…」
162213_name;シラク・ディフリン
162213_tooltip;<keyword=deploy>配備</keyword>：戦場にある全てのユニットから全ての状態を取り除く。
162301_fluff;ブラビアント士官学校ではたくさんのことを学んだ。じゃがいもの洗い方とかな
162301_name;ディアラン旅団の歩兵
162301_tooltip;あなたがこのユニットを<keyword=reveal>公開</keyword>すると、このユニットは自軍デッキから無作為に選んだ自陣列に<keyword=summon>召喚</keyword>される。
162302_fluff;包囲した街に疫病を広める行為を人道的と呼ぶかどうかの判断は、後世の歴史家に任せりゃいい。今は勝つことだけを考えろ
162302_name;死体投射機
162302_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：《牛の死骸》1体を<keyword=spawn>生成</keyword>する。
162303_fluff;北方の光景は平々凡々としている
162303_name;観測手
162303_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍デッキにあるユニット1体を無作為に選んで<keyword=reveal>公開</keyword>し、その戦力値に等しいブーストを得る。
162304_fluff;仮に蘇生できなかったとしても、状態の変化くらいは観察できるだろう…
162304_name;治療実験
162304_tooltip;敵軍墓地にあるブロンズユニット1体をプレイする。
162305_fluff;膝を狙ってる。いつもな
162305_name;デイスウェン師団の弩弓兵
162305_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与えた後、両軍デッキにあるユニット1体ずつを無作為に選んで<keyword=reveal>公開</keyword>する。自軍ユニットのほうが戦力値が高い場合、<keyword=deploy>配備</keyword>アビリティを繰り返す。
162306_fluff;丸々太った蠍型の怪物を想像されがちな名前をしているが、その正体は、精巧に造られた大量破壊兵器だ…
162306_name;ファイアースコーピオン
