1_name_lt;刺骨冰霜
132105_tooltip;<keyword=order>軍令</keyword>：賦予 1 張我軍單位牌<keyword=immune>免疫</keyword>。
132106_fluff;大千世界，無奇不有，遠超古聖今賢之想像。
132106_name;看門人
132106_tooltip;<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：從我方墓地打出 1 張「文物」牌。
132107_fluff;對付巨章魚怪？簡單。找出你最好的劍，賣掉，去雇個狩魔獵人。
132107_name;巨章魚怪
132107_tooltip;<keyword=zeal>熱忱</keyword>。\n<keyword=order>軍令</keyword>：<keyword=consume>吞噬</keyword> 1 張我軍。\n<keyword=charge>裝填</keyword>：{Charges} 次。
132108_fluff;打什麼仗嘛！明明有更多好辦法消耗過剩的精力……
132108_name;米露娜
132108_tooltip;<keyword=deathwish>求死</keyword>：<keyword=seize>奪取</keyword> 1 張戰力為 {Power} 點以下的敵軍。
132201_fluff;看起來像螃蟹和蜘蛛的混種……只是體型碩大無比。
132201_name;巨型蟹蜘蛛
132201_tooltip;<keyword=spawn>生成</keyword> {MaxTargets} 張「蟹蜘蛛雄蛛」並<keyword=summon>召喚</keyword>至此列，再提升此列所有「類蟲生物」{Boost} 點戰力。
132202_fluff;大多墓穴女巫都以墓穴的腐爛遺體為生。但是有些女巫會溜進小屋，綁架孩童、殺害長者，總之不是什麼好鄰居。
132202_name;莫恩塔特
132202_tooltip;<keyword=order>軍令</keyword>：<keyword=banish>驅逐</keyword>我方墓地所有單位牌，而每驅逐 1 張就提升自身 {Boost} 點戰力。
132203_fluff;醜東西我也看了不少，海鱔、七鰓鰻、水滴魚……但這麼醜的還真沒看過！
132203_name;阿巴亞
132203_tooltip;<keyword=thrive>茁壯</keyword>。\n<keyword=deploy>部署</keyword>：發動 1 張「銅色」我軍的<keyword=deathwish>求死</keyword>能力。
132204_fluff;「我到底做了什麼？」法師被自己創造出來的東西嚇得大叫起來。
132204_name;畏懼者：蟄伏
132204_tooltip;當 {Counter} 張我軍單位牌被摧毀，便喚醒「畏懼者」。
132205_fluff;生在大史凱利格島的異種惡魔，通常有點挑食。
132205_name;莫伍德
132205_tooltip;<keyword=deploy>部署</keyword>：提升所有「野獸」我軍 {Boost} 點戰力。
132206_fluff;我將是你最美……與最後的體驗。
132206_name;呢喃婆
132206_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。\n每當我方打出「煮婆」或「織婆」，此傷害值便提高 {Damage2} 點。
132207_fluff;小子，我們會把你剁碎。用你熬出來的湯頭應該不差。
132207_name;煮婆
132207_tooltip;<keyword=deploy>部署</keyword>：<keyword=consume>吞噬</keyword> {MaxTargets} 張我軍單位牌。\n每當我方打出「呢喃婆」或「織婆」，吞噬的目標卡牌就增加 {Maxtargets2} 張。
132208_fluff;我能感受到你的痛苦和恐懼。
132208_name;織婆
132208_tooltip;<keyword=deploy>部署</keyword>：提升 1 張我軍 {Boost} 點戰力。\n每當我方打出「呢喃婆」或「煮婆」，此提升值就提高 {Boost2} 點。
132209_fluff;世上最古老也最致命的怪物。以往這種時候，我都萬分期待。現在這惡獸只是擋路。牠溫熱的血肉可以助我熬過這寒冰地獄。
132209_name;帝國飛獅怪
132209_tooltip;<keyword=deathwish>求死</keyword>：摧毀最小的敵軍。
132210_fluff;受不了這熱浪？那你沒救了。
132210_name;巨型火精靈
132210_tooltip;<keyword=zeal>熱忱</keyword>。\n<keyword=order>軍令</keyword>：對相對列上所有單位牌造成 {Damage} 點傷害。\n<keyword=cooldown>冷卻</keyword>：{Cooldown} 回合。
132211_fluff;各位小心，這座橋下有孽鬼出沒。
132211_name;孽鬼戰士
132211_tooltip;<keyword=thrive>茁壯</keyword>。
132212_fluff;我這輩子只當過一次逃兵，就是碰上寒冰巨人那次。我一點也不覺得丟臉。
132212_name;寒冰巨人
132212_tooltip;無特殊能力。
132213_fluff;怎麼跟土元素精靈打？別想了，跑吧，能跑多快就跑多快。
132213_name;遠古土精靈
132213_tooltip;無特殊能力。
132214_fluff;每個狂獵戰士都要經過嚴格篩選，而只有最殘暴、最兇狠的艾恩．艾爾族才能加入艾瑞汀的騎兵隊。
132214_name;尼絲里拉
132214_tooltip;<keyword=deploy>部署</keyword>：摧毀 1 張敵軍「文物」。若我方控制最大的單位牌，則對相鄰該文物的單位牌造成 {Damage} 點傷害。
132215_fluff;他會一字不差地實現你的願望，但往往問題就在於此。
132215_name;剛特・歐迪姆
132215_tooltip;<keyword=deploy>部署</keyword>：賦予 1 張敵軍單位牌<keyword=doomed>氣數已盡</keyword>。\n<keyword=order>軍令</keyword>：摧毀 1 張<keyword=doomed>氣數已盡</keyword>的敵軍。
132216_fluff;又大又壞又醜，住在下水道裡。
132216_name;蟾蜍王子
132216_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：<keyword=consume>吞噬</keyword> 1 張戰力為 {Power} 點以下的單位牌。
132217_fluff;一般的人面妖鳥以腐肉為食，賽爾伊諾人面妖鳥……則以夢境為食。
132217_name;賽爾伊諾人面妖鳥
132217_tooltip;<keyword=deploy>部署</keyword>：<keyword=consume>吞噬</keyword> 1 張我軍單位牌。
132218_fluff;別來吵我。
132218_name;老矛頭：瞌睡
132218_tooltip;無特殊能力。
132220_fluff;天球交會後，這些以鮮血為食的怪物便來到了我們的世界。
132220_name;血妖
132220_tooltip;postponed
132301_fluff;濃霧悄然彌漫時，小霧妖便會出沒，來享用牠們的受害者。
132301_name;小霧妖
132301_tooltip;<keyword=deathwish>求死</keyword>：從我方牌組<keyword=summon>召喚</keyword> 1 張此單位牌的同名牌至隨機我方列。
132302_fluff;人類心中潛藏著許多原始的恐懼。對迷霧的恐懼更是其來有自……
132302_name;遠古小霧妖
132302_tooltip;<keyword=deathwish>求死</keyword>：從墓地<keyword=summon>召喚</keyword>此單位牌至同列，提升此牌 {Boost} 點戰力，並賦予其<keyword=doomed>氣數已盡</keyword>。
132303_fluff;想像一下長翅膀的蛇和夢魘的混種——翼手龍比這還更可怕。
132303_name;翼手龍
132303_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。
132304_fluff;醜陋的外表就是在警告你——滾遠點。
132304_name;蟹蜘蛛雄蛛
132304_tooltip;<keyword=doomed>氣數已盡</keyword>。
132305_fluff;如果忽略牠們會殺人的殘酷事實，這些小傢伙其實挺可愛的。
132305_name;孽鬼
132305_tooltip;<keyword=thrive>茁壯</keyword>。\n<keyword=deploy>部署</keyword>：<keyword=spawn>生成</keyword> 1 張此單位牌的基礎同名牌並<keyword=summon>召喚</keyword>至此列。
132306_fluff;如果食屍鬼也是生命的一環……那這還真是惡性循環。
132306_name;食屍鬼
132306_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：<keyword=consume>吞噬</keyword>我方墓地中 1 張單位牌。
132307_fluff;獅鷲獸喜歡玩弄自己的獵物，將其一點一點地活生生啄食吞咽。
132307_name;獅鷲獸
132307_tooltip;keyword=deploy>部署</keyword>：摧毀此列 1 張我軍單位牌。若此列上沒有單位牌，則摧毀自身。
132308_fluff;他們靜靜地騎在馬上，看起來很放鬆，但全副武裝：寬頭短矛、劍柄獨特的劍、戰斧以及鋸齒長斧。
132308_name;蜥蜴人戰士
132308_tooltip;只要 1 張單位牌在我方回合內被摧毀，便隨機對 1 張敵軍造成 {Damage} 點傷害。
132309_fluff;白霜將至。
132309_name;狂獵戰士
132309_tooltip;<keyword=deploy>部署</keyword>：只要此列上有 1 張「狂獵」單位牌，就對 1 張單位牌造成 {Damage} 點傷害。
132310_fluff;首先映入眼簾的是頭盔上的牛角，接著是牛角中間的突起，最後是盔沿下骷髏般的臉。
132310_name;狂獵騎士
132310_tooltip;<keyword=deploy>部署</keyword>：若我方控制最大的單位牌，則從我方牌組<keyword=summon>召喚</keyword> 1 張「狂獵騎士」的同名牌至此列。
132312_fluff;亨霍思的居民擔心性命受到威脅，便建起了厚厚的城牆。這些城牆也真的帶來不少好處……
132312_name;獵捕俯衝
132312_tooltip;雙方各自摧毀自身最小的單位牌。
132313_fluff;誰想得到巨型蝙蝠也會喜歡俗豔的珠寶？
132313_name;血魔
132313_tooltip;postponed
132314_fluff;儘管狩魔獵人想多賺些金幣，但殺水鬼這工作只值一枚銀幣，或者三個銅板——不能再多了。
132314_name;水鬼
132314_tooltip;<keyword=thrive>茁壯</keyword>。\n<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害並移至另一列。
132315_fluff;人面妖鳥有很多種，每種都有竊盜癖。
132315_name;人面妖鳥
132315_tooltip;<keyword=doomed>氣數已盡</keyword>。
132316_fluff;人面妖鳥歐姆蛋可是極品美食啊，先生。不過牠們的蛋可不好拿，那些妖鳥並不會乖乖地奉上牠們的蛋。
132316_name;人面妖鳥蛋
132316_tooltip;<keyword=deathwish>求死</keyword>：<keyword=spawn>生成</keyword> 1 張「人面妖鳥」並<keyword=summon>召喚</keyword>至隨機我方列。
132402_fluff;下令出動，放狗開戰。
132402_name;狂獵之犬
132402_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。若我方控制最大的單位牌，則改為造成 {Damage2} 點傷害。
132403_fluff;「放心，我知道怎麼馴狼……」——獵人鄧巴的遺言。
132403_name;狼群
132403_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。
132404_fluff;曾經有個法師覺得牠們可愛，而他的命運催生了一句俗語：「不要玩火自焚。」
132404_name;狂怒火精靈
132404_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。
132405_fluff;很容易被誤認成岩石，許多巨魔已痛徹心扉地領悟到這一點。
132405_name;狂暴土精靈
132405_tooltip;<keyword=deploy>部署</keyword>：摧毀 1 張「文物」敵軍。
132406_fluff;沒有任何牆或門可以擋住他們。他們只需要一個小小的裂縫即可……
132406_name;無骨妖
132406_tooltip;<keyword=deploy>部署</keyword>：發動 1 張「銅色」我軍的<keyword=deathwish>求死</keyword>能力。
132407_fluff;尼弗迦德最強大的法師精通魔像創造之術，甚至還曾在某些場合讓他們為帝國奮戰……
132407_name;帝國魔像
132407_tooltip;<keyword=deploy>部署</keyword>：<keyword=reveal>揭示</keyword>對方牌組最上方的單位牌，並以該牌戰力值對自身造成傷害，再將該牌放回洗牌。
132408_fluff;唉呀，你麻煩大了……
132408_name;老矛頭
132408_tooltip;無特殊能力。
132409_fluff;有個迷信的蠢貨用蠟堵住耳朵，結果連警告也沒聽到。最後他的船直接撞上了礁石。
132409_name;糟透的盛宴
132409_tooltip;對 1 張敵軍造成 {Damage} 點傷害，並提升 1 張我軍 {Boost} 點戰力。
133301_fluff;比一般的盾牌還堅固，造型也時髦許多。
133301_name;翼手龍鱗盾牌
133301_tooltip;<keyword=zeal>熱忱</keyword>。\n<keyword=order>軍令</keyword>：提升 1 張單位牌 {Boost} 點戰力。\n<keyword=cooldown>冷卻</keyword>：{Cooldown} 回合。
133302_fluff;該死，怪物太多了……得找個狩魔獵人，不然大家都不用活了。
133302_name;蟹蜘蛛巢穴
133302_tooltip;<keyword=spawn>生成</keyword> {Counter} 張 1 點戰力的「蟹蜘蛛雄蛛」並<keyword=summon>召喚</keyword>至我方列。
142101_fluff;我遺傳到父親的變形能力，不過我目前只有一種變身型態。
142101_name;薩琪亞薩司
142101_tooltip;<keyword=immune>免疫</keyword>。\n<keyword=order>軍令</keyword>：僅於本回合內移除此單位牌的<keyword=immune>免疫</keyword>狀態。
142102_fluff;他們一看到我的疤就知道：這下死定了。
142102_name;伊森格林．法歐提亞納
142102_tooltip;<keyword=deploy>部署</keyword>：提升所有其他「精靈」我軍 {Boost} 點戰力。\n每當我方打出 1 張「精靈」，便提升自身 {Boost2} 點戰力。
142103_fluff;國王或乞丐差在哪？人類少一個算一個。
142103_name;伊歐菲斯
142103_tooltip;<keyword=deploy>部署</keyword>：將 1 張「陷阱」我軍收回我方手牌，再打出 1 張「陷阱」。
142104_fluff;每次拉弓射箭，我就想起父親。他……應該會為我感到驕傲吧。
142104_name;米爾瓦
142104_tooltip;<keyword=immune>免疫</keyword>。\n每當我方打出 1 張「松鼠黨」單位牌，便提升自身 {Boost} 點戰力。
142105_fluff;單獨喝酒的滋味，就好比兩人一起蹲茅房。
142105_name;卓爾坦．齊瓦
142105_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：摧毀 1 張戰力不大於我軍「矮人」總數的單位牌。
142106_fluff;布洛克萊昂在淌血……可是連我也無能為力。
142106_name;阿格萊絲
142106_tooltip;<keyword=deploy>部署</keyword>：回合結束時，將自身獲得的戰力提升值加倍。
142107_fluff;因不斷預言世界末日而聞名遐邇。但在派對上就掃興了。
142107_name;伊絲琳妮．艾格麗
142107_tooltip;<keyword=deploy>部署</keyword>：提升 1 張我方手牌的「松鼠黨」單位牌 {Boost} 點戰力。
142108_fluff;與死亡面對面的時候到了。
142108_name;施魯
142108_tooltip;<keyword=zeal>熱忱</keyword>。\n<keyword=order>軍令</keyword>：摧毀所有其他戰力與「施魯」相同的單位牌。
142201_fluff;我知道如何執行命令，去找別人說教吧。
142201_name;丹尼斯．克藍莫
142201_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：提升相鄰單位牌 {Boost2} 點戰力。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：提升此列所有其他單位牌 {Boost} 點戰力。
142202_fluff;我是名賢者。我的力量源於擁有知識，而非傳播知識。
142202_name;艾達．艾敏．西弗尼
142202_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：摧毀 1 張「文物」。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：提升 1 張單位牌 {Boost} 點戰力。
142203_fluff;我們是匯成風暴的雨滴。
142203_name;亞伊文
142203_tooltip;<keyword=deploy>部署</keyword>：只要有 1 張我軍「精靈」，就對 1 張敵軍造成 {Damage} 點傷害。
142204_fluff;我很樂意一個箭步殺了你，然後直視你的雙眼……但你臭死了，人類。
142204_name;托魯維爾
142204_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：對單列兩端的敵軍造成 {Damage} 點傷害。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：對單列全體敵軍造成 {Damage2} 點傷害。
142205_fluff;我見過的最可怕的場景？卡特利歐納瘟疫、范格堡被夷為平地，還有維里赫德旅騎兵的衝鋒。
142205_name;維里赫德旅騎兵
142205_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：將 1 張敵軍單位牌移動至對方另一列。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：將 1 張我軍單位牌移動至我方另一列。
142206_fluff;通往自由的路由鮮血鋪就，而非墨水寫成。
142206_name;席朗．依斯尼藍
142206_tooltip;<keyword=deploy>部署</keyword>：<keyword=lock>封印</keyword> 1 張單位牌並將該牌移動至另一列。
142207_fluff;嫌我們的蜂蜜酒聞起來有臭酸味？簡單，把你鼻子打斷就好！
142207_name;巴克萊．艾爾斯
142207_tooltip;<keyword=deploy>部署</keyword>：只要有 1 張「矮人」我軍，便提升 1 張我軍 {Boost} 點戰力。
142208_fluff;埃絲涅女士的女兒繼承了她無與倫比的美貌，以及對人類的極端仇視。
142208_name;莫麗恩
142208_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：對 1 張敵軍造成 {Damage} 點傷害。 \n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：<keyword=lock>封印</keyword> 1 張單位牌。
142209_fluff;莫娜？不，我是布蕾恩，布洛克萊昂的女兒。
142209_name;布蕾恩
142209_tooltip;<keyword=deploy>部署</keyword>：若我方控制 {Counter} 張以上「樹精」，便獲得<keyword=zeal>熱忱</keyword>。\n<keyword=order>軍令</keyword>：對 1 張敵軍造成 {Damage} 點傷害。\n<keyword=charge>裝填</keyword> {Charges} 次。
142210_fluff;我恨你們，人類。你們全都一個樣。
142210_name;瑪麗娜
142210_tooltip;<keyword=order>軍令</keyword>：將 1 張單位牌移動至同側另一列。\n<keyword=cooldown>冷卻</keyword>：{Cooldown} 回合。
142211_fluff;苟活不如好死。
142211_name;艾立倫
142211_tooltip;若回合結束時我方掌控 {MaxTargets} 張以上的「精靈」我軍，便從我方牌組<keyword=summon>召喚</keyword>此單位牌至「近戰列」。
142212_fluff;我當時就在前線！而且是在廝殺最激烈的地方！
142212_name;雪爾登．史卡格
142212_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成等同此單位牌戰力的傷害。
142213_fluff;聽過巨龍奧克維斯特嗎？石英山那隻？亞爾潘．齊格林與他的矮人同伴們把牠解決了。
142213_name;亞爾潘．齊格林
142213_tooltip;每回合結束時，若場上沒有任何我軍單位牌，便提升自身 {Boost} 點戰力。
142214_fluff;只要出於愛，瘋狂就是合理的。
142214_name;艾雷亞斯
142214_tooltip;<keyword=deploy>部署</keyword>：對所有負傷的單位牌造成 {Damage} 點傷害，並提升所有獲得提升的單位牌 {Boost} 點戰力。
142301_fluff;幫你包紮，沒問題，有錢好說話。
142301_name;私梟治療者
142301_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：提升 1 張我軍單位牌 {Boost} 點戰力。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：<keyword=heal>治療</keyword> 1 張我軍單位牌 {Boost2} 點戰力。
142302_fluff;「維里赫德？那是什麼意思？」「麻煩。」
142302_name;維里赫德旅
142302_tooltip;<keyword=deploy>部署</keyword>：隨機對 1 張敵軍造成 {Damage} 點傷害。\n每當「維里赫德旅」移動至另一列，便重複發動其<keyword=deploy>部署</keyword>能力。
142303_fluff;仇恨之火比地獄烈焰更猛烈，比任何利刃都更刻骨銘心。
142303_name;維里赫德旅軍官
142303_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：對 1 張敵軍造成 {Damage} 點傷害。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：提升 1 張我軍 {Boost} 點戰力。
142304_fluff;他們的追蹤本領就像獵犬，雙腿矯健如鹿，殘忍更勝惡魔。
142304_name;多爾布雷坦納砲彈手
142304_tooltip;<keyword=deploy>部署</keyword>：隨機對每列 1 張敵軍造成 {Damage} 點傷害。
142305_fluff;我跟十字鎬打了一輩子交道，戰斧又有什麼難的。
142305_name;矮人好鬥份子
142305_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。若該牌未被摧毀，則提升自身 {Boost} 點戰力。
142306_fluff;聽好了，我們是天生的戰士——直砍膝蓋絕不留情！
142306_name;瑪哈坎後衛
142306_tooltip;每回合結束時，若此單位牌獲得提升，便提升自身 {Boost} 點戰力。
142307_fluff;不管流言怎麼說，精靈才不會剝人類的頭皮。因為蝨子太多了。
142307_name;維里赫德旅工兵
142307_tooltip;<keyword=deploy>部署</keyword>：若我方手牌中有 1 張「精靈」，便摧毀 1 張敵軍「文物」。
142308_fluff;我瞧不起松鼠黨的理念，但不討厭他們的錢。
142308_name;打劫
142308_tooltip;若場上有「精靈」我軍，便隨機摧毀 1 張敵軍單位牌。
142309_fluff;管他泰莫利亞人還是瑞達尼亞人，死了最好。
142309_name;維里赫德旅先鋒
142309_tooltip;<keyword=deploy>部署</keyword>：只要我方手牌有 1 張「精靈」，便提升自身 {Boost} 點戰力。
142310_fluff;你再走一步看看，人類。你眉心上插根箭絕對會好看很多。
142310_name;多爾布雷坦納弓箭手
142310_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：對 1 張敵軍造成 {Damage} 點傷害。\n<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：對 {MaxTargets} 張單位牌造成 {Damage2} 點傷害。
142311_fluff;工作就該既有趣又賺錢，比如拿人頭換金子。
142311_name;矮人傭兵
142311_tooltip;<keyword=order>軍令</keyword>：對 1 張敵軍造成 {Damage} 點傷害。\n<keyword=charge>裝填</keyword>：{Charges} 次。\n每當我方打出 1 張「矮人」就獲得<keyword=charge>裝填</keyword> {Charges2} 次。
142312_fluff;矮人和精靈在我眼裡都一樣，給錢就行。
142312_name;私梟後援
142312_tooltip;<keyword=deploy>部署</keyword>：提升 1 張我軍 {Boost} 點戰力。若我方控制 1 張「文物」，則改為提升 {Boost2} 點戰力。
142313_fluff;你說那個女精靈在大家打得不可開交時跳起舞來了？你瘋了嗎，下士？
142313_name;精靈戰舞者
142313_tooltip;<keyword=deploy>部署</keyword>：若此單位牌已獲得提升，則對 1 張敵軍造成 {Damage} 點傷害。
142314_fluff;也許你能躲過他們，但如果被發現了，就別浪費時間逃跑了。
142314_name;多爾布雷坦納射手
142314_tooltip;<keyword=deploy>部署</keyword>：與此單位牌相隔 1 列，就對 1 張敵軍造成 {Damage} 點傷害。
142315_fluff;誰付的錢多我就為誰賣命，不然就挑個最好搶的去搶。
142315_name;私梟走私者
142315_tooltip;<keyword=melee>近戰</keyword>：每回合結束時，隨機提升我方手牌中 1 張單位牌 {Boost} 點戰力。
142316_fluff;等聽到他們的動靜，想跑也來不及了……
142316_name;藍山精銳
142316_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：若該敵軍是列上唯一的單位牌，則對其造成 {Damage} 點傷害。
142317_fluff;破壞瑪哈坎和平的人只有一種下場：被一錘敲碎腦殼。
142317_name;瑪哈坎守衛
142317_tooltip;<keyword=deploy>部署</keyword>：以另一列上的「矮人」我軍數量來提升自身戰力。
142401_fluff;許多非人種族在城市裡飽受歧視和排斥，於是決定加入松鼠黨。
142401_name;松鼠黨新兵
142401_tooltip;<keyword=deploy>部署</keyword>：<keyword=spawn>生成</keyword>並<keyword=summon>召喚</keyword> 1 張此單位牌的基礎同名牌至我方另一列。
143201_fluff;你們貪得無厭地榨乾大地，野蠻強橫地攫取它的財富。但在這裡，它百花盛開，結實累累，慷慨大方。因為它愛我們，正如我們愛它。
143201_name;蛇類陷阱
143201_tooltip;<keyword=ambush>伏擊</keyword>：在對方打出下一張「特殊」牌但該牌尚未發動任何能力前先摧毀該牌。
143301_fluff;小心……！再往前一步你就要被燒成焦炭了。
143301_name;焚燒陷阱
143301_tooltip;<keyword=ambush>伏擊</keyword>：對對方打出的下一張單位牌造成 {Damage} 點傷害。\n<keyword=zeal>熱忱</keyword>。\n<keyword=order>軍令</keyword>：翻面並對 1 張單位牌造成 {Damage2} 點傷害。
152101_fluff;別為亡者哭泣，敬他們一杯吧！
152101_name;哈爾瑪．奎特
152101_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：<keyword=banish>驅逐</keyword>我方墓地 1 張單位牌，並對 1 張敵軍造成等同該牌戰力值的傷害。
152103_fluff;無知者才會輕視神話。
152103_name;爾米亞
152103_tooltip;<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：從我方牌組打出 1 張「鍊金術」牌。
152104_fluff;終焉來臨時，金公雞坎畢便會叫醒沉睡的漢姆多爾。
152104_name;坎畢
152104_tooltip;<keyword=deploy>部署</keyword>：<keyword=discard>丟棄</keyword>我方最右端的手牌，再強迫對方照做。
152105_fluff;史凱利傑需要一位強大的國王，無論付出何等代價。
152105_name;碧兒娜・布蘭
152105_tooltip;<keyword=deploy>部署</keyword>：抽取 {MaxTargets} 張卡牌，再<keyword=discard>丟棄</keyword> {MaxTargets} 張卡牌。
152106_fluff;哇哇哇哇哇哇啊！！！！！
152106_name;瘋子盧戈
152106_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成傷害，而傷害值等同負傷敵軍總數的兩倍。
152107_fluff;她的真名是艾絲翠特．麗塔尼德．艾斯傑芬比約斯道提爾，這名字不管怎麼念都會打結。
152107_name;克蘿
152107_tooltip;<keyword=order>軍令</keyword>：<keyword=discard>丟棄</keyword> 1 張卡牌，再抽取 1 張卡牌。\n<keyword=charge>裝填</keyword>：{Charges} 次。\n每當 1 張「特殊」牌被<keyword=discard>丟棄</keyword>，就對 1 張敵軍造成 {Damage} 點傷害。
152109_fluff;就算只是對尼弗迦德人提到這個名字，他們褲子就會有一陣暖流……
152109_name;海上野豬
152109_tooltip;<keyword=deploy>部署</keyword>、<keyword=melee>近戰</keyword>：對所有負傷敵軍造成 {Damage} 點傷害。
152201_fluff;我無聊得快吐了。
152201_name;阿藍盧戈
152201_tooltip;每當此單位牌負傷，便隨機對 1 張敵軍單位牌造成 {Damage} 點傷害。
152202_fluff;巨魔進行近戰攻擊時從不使用武器。他們何必呢？
152202_name;冠軍衝刺
152202_tooltip;對 1 張單位牌造成 {Damage} 點傷害。\n<keyword=bloodthirst>嗜血</keyword> {Bloodthirst} 張：改為摧毀 1 張單位牌。
152203_fluff;如果通緝令上寫著「不論死活」，絕大多數賞金獵人會直接殺人了事。但我不會。如果被我抓到，我會把人吊起來搔癢，讓你笑到斷氣。
152203_name;鄧格．費特
152203_tooltip;<keyword=bloodthirst>嗜血</keyword> {Bloodthirst} 張：<keyword=lock>封印</keyword> 1 張敵軍單位牌。
152204_fluff;我已齊集眾位領主，有話快說。
152204_name;多納・辛達
152204_tooltip;<keyword=deploy>部署</keyword>：對 1 張敵軍造成 {Damage} 點傷害。\n<keyword=bloodthirst>嗜血</keyword> {Bloodthirst} 張：改為對 1 張敵軍造成 {Damage2} 點傷害。
152205_fluff;豎起耳朵，來聽聽奎特家族的英雄事蹟吧！
152205_name;杜雷格邦迪
152205_tooltip;<keyword=deploy>部署</keyword>：提升所有「戰士」我軍 {Boost} 點戰力。
152206_fluff;精通鍊金術的大德魯伊，也是全群島脾氣最差的糟老頭。
152206_name;格雷米斯特
152206_tooltip;<keyword=deploy>部署</keyword>、<keyword=ranged>遠程</keyword>：從我方墓地打出 1 張「銅色」「鍊金術」。
152207_fluff;敬尼弗迦德大帝，祝他不得好死！
152207_name;霍格・黑手
152207_tooltip;每當我方打出 1 張「船」，就提升該牌 {Boost} 點戰力。\n每當我方打出 1 張「海寇」，就隨機對 1 張敵軍造成 {Damage} 點傷害。
152208_fluff;有人稱她「鐵娘子」。
152208_name;茱塔・迪門
152208_tooltip;<keyword=deploy>部署</keyword>：若「茱塔・迪門」是最大的單位牌，則對自身造成 {Damage} 點傷害。
152209_fluff;史凱利傑有史以來最大的惡人。
152209_name;莫克瓦格
152209_tooltip;當此單位牌移動至墓地，便<keyword=summon>召喚</keyword>該牌至「近戰列」並賦予<keyword=doomed>氣數已盡</keyword>。
152210_fluff;「馴服」？哈，小子，史凱利傑人也許能訓練牠們，但那可不叫馴服……
152210_name;惡熊
152210_tooltip;<keyword=zeal>熱忱</keyword>。\n<keyword=deploy>部署</keyword>：只要墓地中有 1 張「惡熊」，便獲得<keyword=charge>裝填</keyword> {Charges2} 次。\n<keyword=order>軍令</keyword>：對 1 張單位牌造成 {Damage} 點傷害。\n<keyword=charge>裝填</keyword>：{Charges} 次。
152211_fluff;跪下，乞求聖母弗蕾雅的寬恕吧。
152211_name;西格德莉法的儀式
152211_tooltip;從我方墓地<keyword=summon>召喚</keyword> 1 張「戰士」至我方列。
152213_fluff;大帝一開始也認為自己登上皇位是出於偶然。
152213_name;斯凡瑞吉．圖爾希曲
152213_tooltip;<keyword=deploy>部署</keyword>、<keyword=bloodthirst>嗜血</keyword> {Bloodthirst} 張：提升自身 {Boost} 點戰力。
152214_fluff;諸神已經發話，必須獻上祭品。
152214_name;烏達瑞克．布洛克伐
152214_tooltip;<keyword=order>軍令</keyword>：對 1 張單位牌造成 {Damage} 點傷害。\n<keyword=charge>裝填</keyword>：{Charges} 次。\n<keyword=bloodthirst>嗜血</keyword> {Bloodthirst} 張：獲得<keyword=zeal>熱忱</keyword>。
152301_fluff;詩人的歌謠傳唱著，激戰中變身的狂戰士跟野熊沒兩樣。
