1_name_lt;Escarcha heladora
142108_name;Schirrú
142108_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: destruye a todas las otras unidades con el mismo poder que Schirrú.
142201_fluff;Sé cumplir órdenes, así que lárgate con tus consejos a otra parte.
142201_name;Dennis Cranmer
142201_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: potencia a las unidades adyacentes en {Boost2}.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: potencia a todas las demás unidades de esta fila en {Boost}.
142202_fluff;Soy una sabia. Baso mi poder en adquirir conocimientos, no en compartirlos.
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: destruye un artefacto.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: potencia a una unidad en {Boost}.
142203_fluff;Somos las gotas de lluvia que juntas forman la violenta tempestad.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada elfo aliado.
142204_fluff;Te mataría con gusto en un combate cuerpo a cuerpo, pero apestas, humano.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a los enemigos situados en los extremos de una fila.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage2} de daño a todos los enemigos de una fila.
142205_fluff;¿Lo más terrible que he presenciado? La peste del Catriona, la destrucción de Vengerberg y el ataque de los dragones de Vrihedd.
142205_name;Dragón Vrihedd
142205_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: mueve a una unidad enemiga a su otra fila.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: mueve a una unidad aliada a tu otra fila.
142206_fluff;La libertad se firmará con sangre, no con tinta.
142206_name;Ciaran aep Easnillen
142206_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> una unidad y la mueve a la otra fila.
142207_fluff;¿Que nuestro hidromiel te huele a podrido? Eso se arregla fácil, ¡te romperé la nariz!
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost} por cada enano aliado.
142208_fluff;La hija de doña Eithné había heredado su sensacional belleza y su odio salvaje hacia todo lo humano.
142208_name;Morénn
142208_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=lock>bloquea</keyword> a una unidad.
142209_fluff;¿Mona…? No…, no. Me llamo Braenn. Soy una hija de Brokilon.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a {Counter} o más dríades, obtiene <keyword=zeal>fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=charge>Cargas</keyword>: {Charges}.
142210_fluff;Os odio, dh'oine. Sois todos iguales.
142210_name;Malena
142210_tooltip;<keyword=order>Orden</keyword>: mueve a una unidad a la otra fila de su lado.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
142211_fluff;Prefiero morir de pie que vivir de rodillas.
142211_name;Aelirenn
142211_tooltip;Si al final del turno controlas {MaxTargets} o más elfos aliados, <keyword=summon>invoca</keyword> a esta unidad de tu baraja a la fila de combate cuerpo a cuerpo.
142212_fluff;¡Yo estaba allí, en el frente, donde la lucha era más intensa!
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Despliegue</keyword>: inflige a un enemigo un daño igual al poder de esta unidad.
142213_fluff;¿Has oído hablar del dragón Ocvist? ¿De la montaña de Cuarzo? Bueno, pues Yarpen Zigrin y su banda se lo cargaron.
142213_name;Yarpen Zigrin
142213_tooltip;Cada turno, al final del turno, si no hay unidades aliadas en el campo de batalla, se potencia en {Boost}.
142214_fluff;El amor justifica la locura en cualquiera de sus formas.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a todas las unidades dañadas y potencia en {Boost} a todas las unidades potenciadas.
142301_fluff;Claro que te coseré. Pero no será gratis.
142301_name;Sanadora havekar
142301_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: potencia a una unidad aliada en {Boost}.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=heal>cura</keyword> a una unidad aliada en {Boost2}.
142302_fluff;«¿Vrihedd? ¿Qué significa eso?». «Problemas».
142302_name;Brigada Vrihedd
142302_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo aleatorio.\nCada vez que Brigada Vrihedd se mueve a la otra fila, repite su habilidad de <keyword=deploy>despliegue</keyword>.
142303_fluff;El odio arde más que el fuego y corta más profundo que cualquier espada.
142303_name;Oficial Vrihedd
142303_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: potencia a un aliado en {Boost}.
142304_fluff;Olfatean como sabuesos, corren como ciervos y matan como despiadados demonios.
142304_name;Dol Blathanna: Pícara
142304_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo aleatorio de cada fila.
142305_fluff;He trabajado siempre con un pico. Blandir un hacha no será ningún problema.
142305_name;Hostigador enano
142305_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si sobrevive, se potencia en {Boost}.
142306_fluff;Te aseguro que nacimos para luchar. ¡Siempre atacamos a las rodillas!
142306_name;Defensor de Mahakam
142306_tooltip;Cada turno, al final del turno, se potencia en {Boost} si esta unidad está potenciada.
142307_fluff;Al contrario de lo que se cuenta, los elfos no coleccionamos cabelleras humanas. Están llenas de piojos.
142307_name;Zapadores Vrihedd
142307_tooltip;<keyword=deploy>Despliegue</keyword>: si tienes un elfo en la mano, destruye un artefacto enemigo.
142308_fluff;Desprecio los ideales de los scoia'tael, pero no su dinero.
142308_name;Celada
142308_tooltip;Si hay un elfo aliado en el campo de batalla, destruye una unidad enemiga aleatoria.
142309_fluff;Temerios, redanianos, me dan igual. Mejor muertos.
142309_name;Vanguardia Vrihedd
142309_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia en {Boost} por cada elfo que haya en tu mano.
142310_fluff;Da un paso más, dh'oine. Tendrás mejor aspecto con una flecha entre los ojos.
142310_name;Dol Blathanna: Arco
142310_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage2} de daño a {MaxTargets} unidades.
142311_fluff;La clave está en mezclar el placer con los negocios, como machacar enemigos y que te paguen por ello.
142311_name;Mercenario enano
142311_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegas un enano.
142312_fluff;Elfos, enanos… Me es indiferente, con tal de que tengan dinero.
142312_name;Proveedor havekar
142312_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}. Si controlas un artefacto, lo potencia en {Boost2} en su lugar.
142313_fluff;¿Quieres decir que la elfa bailaba en mitad de la contienda? ¡¿Has perdido el juicio, cabo?!
142313_name;Danzarina de guerra
142313_tooltip;<keyword=deploy>Despliegue</keyword>: si esta unidad ya ha sido potenciada, inflige {Damage} de daño a un enemigo.
142314_fluff;Quizás logres esconderte de ellas, pero cuando te encuentren, no te molestes en intentar huir.
142314_name;Dol Blathanna: Saeta
142314_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada fila que lo separe de esta unidad.
142315_fluff;Lucho por quien pague mejor. O por quien se deje robar más fácilmente.
142315_name;Traficante havekar
142315_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada turno, al final del turno, potencia a una unidad aleatoria de tu mano en {Boost}.
142316_fluff;Para cuando los oímos llegar, ya era demasiado tarde…
142316_name;Saboteadores élficos
142316_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo si no hay otras unidades en su fila.
142317_fluff;Solo hay un castigo por perturbar la tranquilidad de Mahakam: un martillazo en la cabeza.
142317_name;Guardia de Mahakam
142317_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia por el número de enanos aliados que haya en la otra fila.
142401_fluff;Muchos no humanos, hartos del racismo y la xenofobia de las ciudades, deciden unirse a los scoia'tael.
142401_name;Neófito Scoia'tael
142401_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> e <keyword=summon>invoca</keyword> una copia base de esta unidad en la otra fila aliada.
143201_fluff;A vosotros la tierra os paga un sangriento tributo. A nosotros nos lo regalaba. Vosotros arrancáis a la tierra sus tesoros por la fuerza. Para nosotros, la tierra misma los criaba y florecía, porque nos amaba.
143201_name;Trampa de serpiente
143201_tooltip;<keyword=ambush>Emboscada</keyword>: destruye la siguiente carta especial que juegue tu rival antes de que active ninguna habilidad.
143301_fluff;¡Cuidado…! Un paso más y te convertirás en cristal fundido.
143301_name;Trampa incineradora
143301_tooltip;<keyword=ambush>Emboscada</keyword>: inflige {Damage} de daño a la siguiente unidad que juegue tu rival.\n<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: da la vuelta e inflige {Damage2} de daño a una unidad.
152101_fluff;¡En lugar de llorar a los caídos, brindemos por su memoria!
152101_name;Hjalmar an Craite
152101_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=banish>destierra</keyword> a una unidad de tu cementerio e inflige a un enemigo un daño igual a su poder.
152103_fluff;Solo los ignorantes desprecian la importancia de los mitos.
152103_name;Armiño
152103_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta de alquimia de tu baraja.
152104_fluff;Cuando llegue el momento, el gallo Kambi cacareará y despertará a Hemdall.
152104_name;Kambi
152104_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=discard>descarta</keyword> la carta más a la derecha de tu mano y luego obliga a tu rival a hacer lo mismo.
152105_fluff;Skellige debe tener un rey fuerte. Cueste lo que cueste.
152105_name;Birna Bran
152105_tooltip;<keyword=deploy>Despliegue</keyword>: saca {MaxTargets} cartas y luego <keyword=discard>descarta</keyword> {MaxTargets} cartas.
152106_fluff;¡AAAARGH!
152106_name;Lugos el Loco
152106_tooltip;<keyword=deploy>Despliegue</keyword>: inflige a un enemigo un daño igual al doble del número de enemigos dañados.
152107_fluff;Su verdadero nombre es Astrid Lyttneyd Ásgeirrfinnbjornsdottir, pero cualquiera lo escribe.
152107_name;Coral
152107_tooltip;<keyword=order>Orden</keyword>: <keyword=discard>descarta</keyword> una carta y luego saca una carta.\n<keyword=charge>Cargas</keyword>: {Charges}.\nCada vez que se <keyword=discard>descarte</keyword> una carta especial, inflige {Damage} de daño a un enemigo.
152109_fluff;Pronuncia este nombre junto a un nilfgaardiano y sentirá al instante un calor húmedo en la entrepierna…
152109_name;Jabalí de los Mares
152109_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a todos los enemigos dañados.
152201_fluff;Estoy a punto de vomitar de tanto aburrimiento.
152201_name;Lugos el Amoratado
152201_tooltip;Cada vez que esta unidad recibe daño, inflige {Damage} de daño a una unidad enemiga aleatoria.
152202_fluff;En las distancias cortas, los trols nunca usan armas. ¿Por qué iban a hacerlo?
152202_name;Carga de campeón
152202_tooltip;Inflige {Damage} de daño a una unidad.\n<keyword=bloodthirst>Sed de sangre</keyword> {Bloodthirst}: destruye a una unidad en su lugar.
152203_fluff;Cuando una orden de captura dice «vivo o muerto», la mayoría de los cazarrecompensas te mataría. Yo no. Si te atrapo, te colgarán, y te haré cosquillas en los pies mientras exhalas tu último aliento.
152203_name;Djenge Frett
152203_tooltip;<keyword=bloodthirst>Sed de sangre</keyword> {Bloodthirst}: <keyword=lock>bloquea</keyword> una unidad enemiga.
152204_fluff;He reunido a todos los jarls. Ahora exponed vuestros argumentos.
152204_name;Donar an Hindar
152204_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=bloodthirst>Sed de sangre</keyword> {Bloodthirst}: inflige {Damage2} de daño a un enemigo en su lugar.
152205_fluff;Escuchad el relato de las heroicas hazañas del clan An Craite.
152205_name;Draig Bon-Dhu
152205_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a todos los guerreros aliados en {Boost}.
152206_fluff;Archidruida, maestro de alquimia y el vejestorio más cascarrabias de las islas.
152206_name;Gremist
152206_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta de alquimia de bronce de tu cementerio.
152207_fluff;Brindemos por el emperador de Nilfgaard: ¡por que tenga una muerte espantosa!
152207_name;Holger Manonegra
152207_tooltip;Cada vez que juegas un Barco, lo potencia en {Boost}.\nCada vez que juegas un Pirata, inflige {Damage} de daño a un enemigo aleatorio.
152208_fluff;Algunos la llaman la «Doncella de Hierro».
152208_name;Jutta an Dimun
152208_tooltip;<keyword=deploy>Despliegue</keyword>: si Jutta an Dimun es la unidad superior, se inflige {Damage} de daño.
152209_fluff;El hombre más despreciable que Skellige haya conocido jamás.
152209_name;Morkvarg
152209_tooltip;Cuando esta unidad se mueve al cementerio, se <keyword=summon>invoca</keyword> a la fila de combate cuerpo a cuerpo y se convierte en <keyword=doomed>condenada</keyword>.
152210_fluff;¿«Domesticar«? Huy, chaval, en Skellige podemos entrenar osos, pero eso no significa que los domestiquemos…
152210_name;Oso salvaje
152210_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=deploy>Despliegue</keyword>: obtiene {Charges2} <keyword=charge>carga</keyword> por cada Oso salvaje que haya en el cementerio.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.
152211_fluff;Arrodíllate y suplica el perdón de Modron Freya.
152211_name;Rito de Sigrdrifa
152211_tooltip;<keyword=summon>Invoca</keyword> a un guerrero de tu cementerio a una fila aliada.
152213_fluff;El emperador también consideró que llegó a rey por accidente. Al principio.
152213_name;Svanrige Tuirseach
152213_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=bloodthirst>sed de sangre</keyword> {Bloodthirst}: se potencia en {Boost}.
152214_fluff;Los dioses se han pronunciado: exigen un sacrificio.
152214_name;Udalryk an Brokvar
152214_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.\n<keyword=bloodthirst>Sed de sangre</keyword> {Bloodthirst}: obtiene <keyword=zeal>fervor</keyword>.
152301_fluff;En sus baladas, los escaldos afirman que, en el fragor de la batalla, no se puede distinguir a un berserker transformado de un oso auténtico.
152301_name;Berserker rabioso
152301_tooltip;postponed
152302_fluff;Ahora acaba tu sopa o vendrá un berserker y terminarás en su boca.
152302_name;Berserker merodeador
152302_tooltip;postponed
152303_fluff;¡Los bardos de nuestro clan cantarán mis hazañas hasta mucho después de que hayas muerto y caído en el olvido!
152303_name;Guerrero An Craite
152303_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si se juega desde el cementerio, inflige {Damage2} de daño en su lugar.
152304_fluff;Claro que sabemos cazar. Lo que ocurre es que no hay mucha caza en Spikeroog...
152304_name;Cazador Brokvar
152304_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que <keyword=discard>descartas</keyword> una carta.
152305_fluff;Puedo ver el miedo en sus ojos. Me temen… ¡Temen al clan Dimun!
152305_name;Pirata Dimun
152305_tooltip;<keyword=deploy>Despliegue</keyword>: mueve la primera carta de tu baraja a tu cementerio.
152306_fluff;¡Tirad todos juntos, izad bien alta la bandera!
152306_name;Capitán pirata Dimun
152306_tooltip;<keyword=deploy>Despliegue</keyword>.\n<keyword=bloodthirst>Sed de sangre</keyword> {Bloodthirst}: inflige {Damage} de daño a un enemigo.
152307_fluff;La reina está protegida por las doncellas escuderas más fuertes y feroces que ha conocido Skellige.
152307_name;Guardia real Drummond
152307_tooltip;<keyword=order>Orden</keyword>: si esta unidad recibe daño, <keyword=spawn>genera</keyword> una copia base suya y la <keyword=summon>invoca</keyword> a la derecha.
152308_fluff;Las hazañas del clan Heymaey pasarán a la historia.
152308_name;Escaldo Heymaey
152308_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=discard>descarta</keyword> una carta y luego saca una carta.
152309_fluff;¿Escapar de ellos? ¿En las aguas de Skellige? Buena suerte.
152309_name;Drakkar ligero Dimun
152309_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a sí misma y a un enemigo.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
152310_fluff;Modron Freya, la Gran Madre, es la diosa del amor, la belleza y la abundancia.
152310_name;Bendición de Freya
152310_tooltip;Juega una unidad de bronce de tu cementerio.
152311_fluff;Recuerda mis palabras: un buen escudo puede salvarte la vida.
152311_name;Herrero An Craite
152311_tooltip;<keyword=order>Orden</keyword>: potencia a un aliado en {Boost}.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegas un guerrero.
152312_fluff;Las espadas son para las mujeres. Consigue un hacha.
152312_name;Hachero Tuirseach
152312_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: destruye a un enemigo con la mitad de su poder base o menos.
152313_fluff;A los amigos, el corazón. A los enemigos, el hacha. Recuérdalo.
152313_name;Hostigador Tuirseach
152313_tooltip;Cuando se <keyword=discard>descarta</keyword> esta unidad, se <keyword=summon>invoca</keyword> de tu cementerio a la fila de combate cuerpo a cuerpo.
152314_fluff;Dicen que el corazón de Hemdall se hincha cada vez que los barcoluengos zarpan para saquear.
152314_name;Drakkar An Craite
152314_tooltip;Cada vez que tu rival juega una unidad, le inflige {Damage} de daño.
152315_fluff;Así que puedes acertar a un blanco en movimiento a doscientos pasos. Yo también. En medio de una tormenta.
152315_name;Arquero Brokvar
152315_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige a un enemigo un daño igual al número de unidades dañadas en su lado.
152316_fluff;Ya sea hombre o árbol, un hacha de Skellige lo derriba de igual manera.
152316_name;Tajo destripador
152316_tooltip;Inflige {Damage} de daño a una unidad.\n<keyword=bloodthirst>Sed de sangre</keyword> {Bloodthirst}: inflige {Damage2} de daño a una unidad en su lugar.
152317_fluff;Te estás ganando una paliza.
152317_name;Armero An Craite
152317_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}. Si es un guerrero, lo potencia en {Boost2} en su lugar.
152318_fluff;Se harán pedazos contra nuestros escudos como las olas contra una costa pedregosa.
152318_name;Escudera Drummond
152318_tooltip;La próxima vez que esta unidad reciba daño, <keyword=summon>invoca</keyword> una copia suya de tu baraja a esta fila.
152402_fluff;Cuando llegue la hora del Frío Blanco, Hemdall hará sonar su cuerno para llamar a la batalla.
152402_name;Hemdall
152402_tooltip;Cada vez que un guerrero aliado inflige daño a un enemigo, se potencia con la cantidad de daño infligido.
152403_fluff;«Bah, demasiado grande para ser una jorobada. Es un rorcual». «¿Un rorcual? ¿Con un hocico tan corto? ¡Esas hierbas se te han subido a la cabeza!».
152403_name;Delirio
152403_tooltip;Reparte {Damage} de daño de forma aleatoria entre todas las unidades de una fila enemiga.
152405_fluff;¡Vamos a cazar un oso! Vamos a atrapar un... ¡ESA COSA ES ENORME ¡CORRED!
152405_name;Oso anciano
152405_tooltip;Ninguna habilidad.
152406_fluff;¡¡¡Grrrrrrr!!!
152406_name;Oso rabioso
152406_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un aliado situado a la izquierda. Si no hay ningún aliado allí, se inflige {Damage} de daño en su lugar.
153201_fluff;¡Esas dichosas hechiceras nos están robando protagonismo! ¿Por qué va la gente a escoger un procedimiento que dura varias horas cuando una mujerzuela perfumada puede solucionarlo con un gesto de la mano?
153201_name;Restaurar
153201_tooltip;<keyword=heal>Cura</keyword> a todas las unidades de una fila.
153301_fluff;La escena más horrorosa que hayas presenciado jamás… El pobre diablo yacía despedazado mientras la bestia se bebía su sangre a lengüetazos.
153301_name;Laceración
153301_tooltip;Inflige {Damage} de daño a todas las unidades de una fila.
162101_fluff;Los brujos nunca mueren en sus camas.
162101_name;Letho de Guleta
162101_tooltip;<keyword=deploy>Despliegue</keyword>: quita todos los cambios al líder enemigo.
162102_fluff;Prefiero una unidad de reconocimiento diligente a una brigada de caballería.
162102_name;Menno Coehoorn
162102_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta táctica de tu baraja.
162103_fluff;No hay problema que no pueda resolverse mediante un asesinato bien planeado.
162103_name;Vattier de Rideaux
162103_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=seize>toma</keyword> a una unidad enemiga <keyword=lock>bloqueada</keyword>.
162104_fluff;Sus ojos centelleaban bajo el casco alado. Las llamas de su hoja relucían en la noche.
162104_name;Cahir Dyffryn
162104_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada vez que un enemigo recibe una potenciación, se potencia con la misma cantidad.
162105_fluff;Somos todos peones en su tablero. Jugando a un juego cuyas reglas no conocemos.
162105_name;Vilgefortz
162105_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: destruye una unidad enemiga y luego tu rival <keyword=summon>invoca</keyword> la primera unidad de su baraja a una fila enemiga aleatoria.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye una unidad aliada y luego <keyword=summon>invoca</keyword> la primera unidad de tu baraja a una fila aliada aleatoria.
162106_fluff;Marqué el rostro de la futura emperatriz. Es mi mayor logro.
162106_name;Stefan Skellen
162106_tooltip;<keyword=order>Orden</keyword>: <keyword=spawn>genera</keyword> y juega una copia de una carta táctica que hayas jugado en este turno.
162107_fluff;El fervor de Tibor era legendario. Dicen que cuando el emperador pasaba, más que inclinarse daba una voltereta.
162107_name;Tibor Eggebracht
162107_tooltip;<keyword=deploy>Despliegue</keyword>: tu rival <keyword=summon>invoca</keyword> la primera unidad de su baraja a una fila enemiga aleatoria.
162108_fluff;Astrología, hidromancia, aruspicina, ceromancia. Ovomancia, espodomancia, metroscopia, aeromancia…
162108_name;Xarthisius
162108_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> una carta aleatoria de tu baraja. Si es una unidad, se potencia con su poder y vuelve a mezclarla. Si es un artefacto o una carta especial, juégala.
162201_fluff;¿Una bola de fuego? Claro, cómo no. Cualquier cosa que desee su majestad imperial.
162201_name;Albrich
162201_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: mueve cualquier carta de tu baraja al primer lugar. Si es una unidad, la potencia en {Boost}.
162202_fluff;Los magos nilfgaardianos sí que tienen elección: la sumisión o la horca.
162202_name;Assire var Anahid
162202_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: mezcla una carta del cementerio del rival en su baraja.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: mezcla una carta de tu cementerio en tu baraja.
162203_fluff;Cynthia puede ser letal. Hay que atarla en corto.
162203_name;Cynthia
162203_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=spawn>genera</keyword> Cancerbero y lo coloca en el primer lugar de la baraja de tu rival.
162204_fluff;Estas no son las manos de una «Excelencia», sino de un granjero. Así que hablemos de campesino a campesino.
162204_name;Peter Saar Gwynleve
162204_tooltip;<keyword=deploy>Despliegue</keyword>: restablece el poder base de una unidad.
162205_fluff;La magia es el bien supremo. Trasciende todas las fronteras y divisiones.
162205_name;Fringilla Vigo
162205_tooltip;<keyword=order>Orden</keyword>: <keyword=reveal>revela</keyword> una carta especial aleatoria de la baraja de tu rival y luego <keyword=spawn>genera</keyword> y juega una copia suya.
162206_fluff;¡Y no toquéis a la moza! Podemos ser muchas cosas, pero no somos salvajes.
162206_name;Sweers
162206_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.\nAumenta el daño de esta unidad en {Damage2} por cada carta que hayas <keyword=reveal>revelado</keyword>.
162207_fluff;Para ser un mago de fuego, no es tan... llamativo.
162207_name;Vanhemar
162207_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye una unidad enemiga <keyword=lock>bloqueada</keyword>.
162208_fluff;Letho tiene un plan… ¿Qué puede salir mal?
162208_name;Auckes
162208_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> a una unidad enemiga.\nSi Serrit está en tu mano, <keyword=lock>bloquea</keyword> a todas las copias de esa unidad en la mano del rival, su baraja y su lado del campo de batalla.
162209_fluff;Hacemos lo que tenemos que hacer. No me avergüenzo de ello.
162209_name;Serrit
162209_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si Auckes está en tu mano, inflige {Damage2} de daño a esa unidad en su lugar.
162210_fluff;Los hombres necesitan que los seduzcan constantemente. La mística y la sofisticación funcionan muy bien.
162210_name;Cantarella
162210_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: juega la primera carta de la baraja de tu rival.
162211_fluff;El duque de Wett lideró el Grupo Operativo de Verden de una manera para la que el término «incompetente»sería harto generoso.
162211_name;Joachim de Wett
162211_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: juega la primera unidad que no sea <keyword=spying>espía</keyword> de tu baraja y luego la potencia en {Boost}.
162212_fluff;«Ahí viene el interés del imperio», pensó. «La falsa princesa, la falsa reina de Cintra. La falsa soberana\nde la desembocadura del río Yarre, tan importante para el imperio».
162212_name;Falsa Ciri
162212_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: mueve a un enemigo a la otra fila.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye un artefacto enemigo.
162213_fluff;«Su Alteza Imperial…», gimió el senescal, al que hasta entonces nadie había prestado atención. «Ruego merced, Cahir…, mi hijo…».
162213_name;Ceallach Dyffryn
162213_tooltip;<keyword=deploy>Despliegue</keyword>: elimina todos los estados de todas las unidades del campo de batalla.
162301_fluff;Aprendí mucho en la Academia Militar de Braibant. A eructar el himno, por ejemplo.
162301_name;Soldado de Daerlan
162301_tooltip;Cuando <keyword=reveal>revelas</keyword> esta unidad, se <keyword=summon>invoca</keyword> de tu baraja a una fila aliada aleatoria.
162302_fluff;Dejemos para los historiadores la cuestión de si propagar una plaga en una ciudad sitiada es ético. A nosotros tan solo nos importa su eficacia.
162302_name;Mangana lanzapestes
