1_name_lt;刺骨冰霜
132201_fluff;看起来像螃蟹和蜘蛛的杂交……只是体型硕大无比。
132201_name;蟹蜘蛛巨兽
132201_tooltip;<keyword=spawn>生成</keyword> {MaxTargets} 只“蟹蜘蛛雄蛛”，将其<keyword=summon>召唤</keyword>至同排，再使同排所有其他“类虫生物”获得 {Boost} 点增益。
132202_fluff;在威伦，没人愿意和她做邻居。
132202_name;莫恩塔特
132202_tooltip;<keyword=order>指令：</keyword><keyword=banish>放逐</keyword>己方墓场中全部单位。每放逐 1 个，自身便获得 {Boost} 点增益。
132203_fluff;“丑东西我见得多了，海鳝、七鳃鳗、水滴鱼……但还没见过这么丑的！”
132203_name;阿巴亚
132203_tooltip;<keyword=thrive>成长</keyword>。\n<keyword=deploy>部署：</keyword>触发 1 个铜色友军单位的<keyword=deathwish>遗愿</keyword>能力。
132204_fluff;“我到底做了什么？”法师被自己的创造物吓得大叫起来。
132204_name;畏惧者：休眠
132204_tooltip;在 {Counter} 个友军单位被摧毁后，唤醒“畏惧者”。
132205_fluff;一种只在大史凯利格出没的珍稀鹿首魔品种。对食物异乎寻常的挑剔。
132205_name;莫伍德
132205_tooltip;<keyword=deploy>部署：</keyword>使己方所有“野兽”单位获得 {Boost} 点增益。
132206_fluff;“我将是你最美……与最后的体验。”
132206_name;呢喃婆
132206_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n己方打出“煮婆”或“织婆”后，此伤害提高 {Damage2} 点。
132207_fluff;“切烂……剁碎……然后熬出……一锅好汤。”
132207_name;煮婆
132207_tooltip;<keyword=deploy>部署：</keyword><keyword=consume>吞噬</keyword> {MaxTargets} 个友军单位。\n己方打出“呢喃婆”或“织婆”后，吞噬目标数量增加 {MaxTargets2}。
132208_fluff;“我能感受到你的痛苦和恐惧。”
132208_name;织婆
132208_tooltip;<keyword=deploy>部署：</keyword>使 1 个友军单位获得 {Boost} 点增益。\n己方打出“呢喃婆”或“煮婆”后，此增益效果提高 {Boost2} 点。
132209_fluff;“世界上最古老且致命的怪物之一。倘若是过去，遇到一只定会让我兴奋无比。但如今它只是我前进路上的绊脚石，而它的肉和滚烫的鲜血能帮我熬过这冰天雪地。”
132209_name;帝国蝎尾狮
132209_tooltip;<keyword=deathwish>遗愿：</keyword>摧毁战力最低的敌军单位。
132210_fluff;受不了热浪？那就没生路了。
132210_name;伊夫利特巨像
132210_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>对对方同排所有单位造成 {Damage} 点伤害。\n<keyword=cooldown>冷却：</keyword>{Cooldown}。
132211_fluff;“各位小心，这座桥下有孽鬼出没。”
132211_name;孽鬼战士
132211_tooltip;<keyword=thrive>成长</keyword>。
132212_fluff;“我这辈子只当过一次逃兵，就是碰上寒冰巨人那次——我一点也没觉得丢人。”
132212_name;寒冰巨人
132212_tooltip;无特殊能力。
132213_fluff;怎么跟土元素打？別想了，跑吧，能跑多快跑多快。
132213_name;元初杜奥
132213_tooltip;无特殊能力。
132214_fluff;每个狂猎战士都要经过严格筛选，而只有最残暴、最凶狠的那些才能加入艾瑞汀的骑兵队。
132214_name;尼斯里拉
132214_tooltip;<keyword=deploy>部署：</keyword>摧毁 1 个敌军神器。若己方控制最强的单位，则对被摧毁神器相邻的单位造成 {Damage} 点伤害。
132215_fluff;他会一字不差地实现你的愿望，但往往问题就在于此。
132215_name;刚特·欧迪姆
132215_tooltip;<keyword=deploy>部署：使 1 个敌军单位获得</keyword><keyword=doomed>佚亡</keyword>。\n<keyword=order>指令：</keyword>摧毁 1 个<keyword=doomed>佚亡</keyword>敌军单位。
132216_fluff;又大又坏又丑，住在下水道里。
132216_name;蟾蜍王子
132216_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword><keyword=consume>吞噬</keyword> 1 个战力不高于 {Power} 点的单位。
132217_fluff;一般的鹰身女妖以腐肉为食，赛尔伊诺鹰身女妖……则以梦境为食。
132217_name;赛尔伊诺鹰身女妖
132217_tooltip;<keyword=deploy>部署：</keyword><keyword=consume>吞噬</keyword> 1 个友军单位。
132218_fluff;“別吵！”
132218_name;老矛头：昏睡
132218_tooltip;无特殊能力。
132220_fluff;天球交汇后，这些以鲜血为食的怪物便来到了我们的世界。
132220_name;吸血夜魔
132220_tooltip;待定文字
132301_fluff;浓雾悄然弥漫时，小雾妖便会出没，来享用它们的受害者。
132301_name;小雾妖
132301_tooltip;<keyword=deathwish>遗愿：</keyword>从己方牌组<keyword=summon>召唤</keyword> 1 张此单位的同名牌至己方随机一排。
132302_fluff;人类心中潜藏着许多原始的恐惧。对迷雾的恐惧更是根深蒂固……
132302_name;远古小雾妖
132302_tooltip;<keyword=deathwish>遗愿：</keyword>从墓场<keyword=summon>召唤</keyword> 自身至原战场排，获得 {Boost} 点增益和<keyword=doomed>佚亡</keyword>。
132303_fluff;想象一下在最可怕的噩梦中出现的长翅膀的蛇——翼手龙比这更可怕。
132303_name;翼手龙
132303_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。
132304_fluff;丑陋的外表即是警告，叫你“离远点”。
132304_name;蟹蜘蛛雄蛛
132304_tooltip;<keyword=doomed>佚亡</keyword>。
132305_fluff;如果忽略它们会攻击人类的残酷事实，这些小家伙其实挺可爱的。
132305_name;孽鬼
132305_tooltip;<keyword=thrive>成长</keyword>。\n<keyword=deploy>部署：</keyword><keyword=spawn>生成</keyword> 1 张自身的同名牌，并将其<keyword=summon>召唤</keyword>至同排。
132306_fluff;当人类面临自己无法理解之物时，常说“世界不应该是这样”；通常这只是因为他们的无知，可是有时人们这么说并没有错。
132306_name;食尸鬼
132306_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword><keyword=consume>吞噬</keyword>己方墓场的 1 个单位。
132307_fluff;狮鹫喜欢玩弄自己的猎物，将其一点一点地活生生啄食吞咽。
132307_name;狮鹫
132307_tooltip;<keyword=deploy>部署：</keyword>摧毁此排的 1 个友军单位。若此排没有其他单位，则摧毁自身。
132308_fluff;他们静静地骑在马上，看起来很放松，但全副武装：宽头短矛、剑柄独特的剑、战斧以及锯齿长斧。
132308_name;蜥蜴人战士
132308_tooltip;每有 1 个单位在己方回合被摧毁，便对 1 个随机敌人造成 {Damage} 点伤害。
132309_fluff;白霜将至。
132309_name;狂猎战士
132309_tooltip;<keyword=deploy>部署：</keyword>同排每有 1 个“狂猎”单位，便对 1 个单位造成 {Damage} 点伤害。
132310_fluff;首先映入眼帘的是头盔旁的两只水牛角，接着是牛角间的头冠，最后是面甲下白骨般的脸。
132310_name;狂猎骑士
132310_tooltip;<keyword=deploy>部署：</keyword>若己方控制最强的单位，则从己方牌组<keyword=summon>召唤</keyword> 1 张“狂猎骑士”的同名牌至同排。
132312_fluff;为了保命，亨霍斯的居民们畏缩在厚重的城墙后面。这看上去是个万全之策……
132312_name;捕食俯冲
132312_tooltip;双方摧毁各自战力最低的单位。
132313_fluff;谁能想到巨型蝙蝠也会喜欢俗艳的珠宝？
132313_name;蝙魔
132313_tooltip;待定文字
132314_fluff;尽管猎魔人想多赚些金币，但杀水鬼这活儿只值一枚银币，或者三个铜板——不能再多了。
132314_name;水鬼
132314_tooltip;<keyword=thrive>成长</keyword>.\n<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害，并将其移至所在半场另一排。
132315_fluff;鹰身女妖有很多种，每种都有窃盗癖。
132315_name;鹰身女妖
132315_tooltip;<keyword=doomed>佚亡</keyword>。
132316_fluff;“鹰身女妖蛋卷，真是美味佳肴啊，好先生。但它也非常昂贵，您可能料得到，这些可怜的鸟儿并不愿跟自己的蛋分离。”
132316_name;鹰身女妖蛋
132316_tooltip;<keyword=deathwish>遗愿：</keyword> <keyword=spawn>生成</keyword> 1 只“鹰身女妖”，并将其<keyword=summon>召唤</keyword>至己方随机一排。
132402_fluff;下令出动，放狗开战。
132402_name;狂猎之犬
132402_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。若己方控制最强的单位，则改为造成 {Damage2} 点伤害。
132403_fluff;“放心，我知道怎么驯狼……”——猎人邓巴的遗言。
132403_name;狼群
132403_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。
132404_fluff;曾经有个法师觉得它们可爱，而他的命运催生了一句俗语：“不要玩火自焚。”
132404_name;狂怒的伊夫利特
132404_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。
132405_fluff;它很容易被误认作岩石，许多糊涂巨魔已痛彻心扉地领悟到这一点。
132405_name;狂躁的杜奥
132405_tooltip;<keyword=deploy>部署：</keyword>摧毁 1 个敌军神器。
132406_fluff;没有城门或高墙能挡住他们。只要有一道小裂缝，就足够了……
132406_name;无骨者
132406_tooltip;<keyword=deploy>部署：</keyword>触发 1 个铜色友军单位的<keyword=deathwish>遗愿</keyword>能力。
132407_fluff;尼弗迦德最强大的法师们终于成功掌握了制造魔像的方法。更棒的是，他们已经“偶尔”能让这些魔像为帝国而战了……
132407_name;帝国魔像
132407_tooltip;<keyword=deploy>部署：</keyword><keyword=reveal>揭示</keyword>对方牌组顶端的 1 张单位牌，随后自身受到其战力的伤害，再将它洗回牌组。
132408_fluff;哦，你现在可有大麻烦了……
132408_name;老矛头
132408_tooltip;无特殊能力。
132409_fluff;有个迷信的家伙用蜡堵住耳朵，结果什么也听不到，包括警告——他的船直接撞上了礁石。
132409_name;可怖盛宴
132409_tooltip;对 1 个敌军单位造成 {Damage} 点伤害，使 1 个友军单位获得 {Boost} 点增益。
133301_fluff;比一般的盾牌要坚固，而且更时髦。
133301_name;翼手龙鳞甲盾牌
133301_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>使 1 个单位获得 {Boost} 点增益。\n<keyword=cooldown>冷却：</keyword>{Cooldown} 。
133302_fluff;“该死，这些怪物泛滥成灾……我们得找个猎魔人，不然大家都活不成。”
133302_name;蟹蜘蛛巢穴
133302_tooltip;<keyword=spawn>生成</keyword> {Counter} 个战力为 1 点的“蟹蜘蛛雄蛛”，并<keyword=summon>召唤</keyword>至己方单排。
142101_fluff;“我继承了父亲的变身能力……好吧，尽管我只有一种变化形态。”
142101_name;萨琪亚萨司
142101_tooltip;<keyword=immune>免疫</keyword>。\n<keyword=order>指令：在回合结束前</keyword>移除自身的<keyword=immune>免疫</keyword>状态。
142102_fluff;“他们一见我的疤就知道：这下死定了。”
142102_name;伊森格林
142102_tooltip;<keyword=deploy>部署：</keyword>使所有其他“精灵”友军单位获得 {Boost} 点增益。\n己方每打出 1 个“精灵”单位，自身便获得 {Boost2} 点增益。
142103_fluff;“国王还是乞丐于我并无差别，人类少一个算一个。”
142103_name;伊欧菲斯
142103_tooltip;<keyword=deploy>部署：</keyword>将 1 张友军“陷阱”牌返回手牌，再打出 1 张“陷阱”牌。
142104_fluff;“每次拉弓射箭，我总想起父亲。他……应该会为我骄傲吧。”
142104_name;米尔瓦
142104_tooltip;<keyword=immune>免疫</keyword>。\n己方每打出 1 个“松鼠党”单位，自身便获得 {Boost} 点增益。
142105_fluff;“一人单独喝酒的滋味，就好比俩人一起蹲坑。”
142105_name;卓尔坦·齐瓦
142105_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>摧毁 1 个单位，其战力不高于场上友军“矮人”单位的数量。
142106_fluff;“布洛克莱昂在滴血……可就连我也无能为力。”
142106_name;艾格莱丝
142106_tooltip;<keyword=deploy>部署：</keyword>回合结束时，将自身带有的的增益翻倍。
142107_fluff;她因不断预言世界末日而闻名遐迩——那些可不是什么好玩言论。
142107_name;伊斯琳妮
142107_tooltip;<keyword=deploy>部署：</keyword>使己方手牌中 1 个“松鼠党”单位获得 {Boost} 点增益。
142108_fluff;直面死神的时候到了。
142108_name;希鲁
142108_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>摧毁与“希鲁”战力相同的所有其他单位。
142201_fluff;“我知道如何执行命令，冲别人去说教吧。”
142201_name;丹尼斯·克莱默
142201_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>使相邻单位获得 {Boost2} 点增益。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>使同排所有其他单位获得 {Boost} 点增益。
142202_fluff;“我是名贤者。我的力量源于占有知识，而非传播知识。”
142202_name;艾达·艾敏
142202_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>摧毁 1 个神器。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>使 1 个单位获得 {Boost} 点增益。
142203_fluff;“我们是汇成风暴的雨滴。”
142203_name;亚伊文
142203_tooltip;<keyword=deploy>部署：</keyword>每有 1 个友军“精灵”单位，便对 1 个敌军单位造成 {Damage} 点伤害。
142204_fluff;“我很乐意站在你面前，直视你的双眼然后干掉你……但你臭死了，人类。”
142204_name;托露薇尔
142204_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>对单排两端的敌军单位造成 {Damage} 点伤害。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>对单排上的所有敌军单位造成 {Damage2} 点伤害。
142205_fluff;“我见过的最可怕的场景？卡特利欧纳瘟疫、范格堡被夷为平地，还有维里赫德旅骑兵的冲锋。”
142205_name;维里赫德旅骑兵
142205_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>将 1 个敌军单位移至其半场的另一排。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>将 1 个友军单位移至其半场的另一排。
142206_fluff;通往自由的路由鲜血铺就，而非墨水写成。
142206_name;席朗·依斯尼兰
142206_tooltip;<keyword=deploy>部署：</keyword><keyword=lock>锁定</keyword> 1 个单位，并将其移至所在半场的另一排。
142207_fluff;“嫌我们的蜂蜜酒味道不好？好办，堵住你的鼻子就行了！”
142207_name;巴克莱·艾尔斯
142207_tooltip;<keyword=deploy>部署：</keyword>每有 1 个友军“矮人”，便使 1 个友军单位获得 {Boost} 点增益。
142208_fluff;艾思娜女士的女儿继承了她无与伦比的美貌，也同样极端仇视与人类有关的一切。
142208_name;莫丽恩
142208_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword><keyword=lock>锁定</keyword> 1 个单位。
142209_fluff;“莫娜？不，不。我是布蕾恩。布洛克莱昂的女儿。”
142209_name;布蕾恩
142209_tooltip;<keyword=deploy>部署：</keyword>若己方控制 {Counter} 个或更多“树精”，则获得<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>对 1 名敌军单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。
142210_fluff;“我恨你们，人类。你们全都一个样。”
142210_name;玛丽娜
142210_tooltip;<keyword=order>指令：</keyword>将 1 个单位移至所在半场的另一排。\n<keyword=cooldown>冷却：</keyword>{Cooldown}。
142211_fluff;苟活不如好死。
142211_name;爱黎瑞恩
142211_tooltip;若回合结束时，己方控制 {MaxTargets} 个或更多“精灵”友军单位，则从己方牌组<keyword=summon>召唤</keyword>自身至近战排。
142212_fluff;“我可是在战况最激烈的前线！”
142212_name;谢尔顿·斯卡格斯
142212_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成等同于自身战力的伤害。
142213_fluff;听说过巨龙奥克维斯塔吗？石英山那只？亚尔潘·齐格林与他的矮人同伴们把它解决了。
142213_name;亚尔潘·齐格林
142213_tooltip;每回合结束时，若战场上没有其他友军单位，则自身获得 {Boost} 点增益。
142214_fluff;只要出于爱，失去沉稳也是合理的。
142214_name;艾雷亚斯
142214_tooltip;<keyword=deploy>部署：</keyword>对所有受伤的单位造成 {Damage} 点伤害，使所有受到增益的单位获得 {Boost} 点增益。
142301_fluff;“帮你包扎，没问题——只要你有钱。”
142301_name;私枭治疗者
142301_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>使 1 个友军单位获得 {Boost} 点增益。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword><keyword=heal>治愈</keyword> 1 个友军单位 {Boost2} 点战力。
142302_fluff;“维里赫德旅？那是什么？”“麻烦。”
142302_name;维里赫德旅
142302_tooltip;<keyword=deploy>部署：</keyword>对 1 个随机敌军单位造成 {Damage} 点伤害。\n每当“维里赫德旅”移至所在半场的另一排，则再次触发该<keyword=deploy>部署</keyword>能力。
142303_fluff;“仇恨之火比地狱烈焰更猛烈，比任何伤口都更刻骨铭心。”
142303_name;维里赫德旅军官
142303_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>使 1 个友军单位获得 {Boost} 点增益。
142304_fluff;他们的追踪本领犹如猎犬，双腿健似矫鹿，残忍更胜恶魔。
142304_name;多尔·布雷坦纳爆破手
142304_tooltip;<keyword=deploy>部署：</keyword>对每排的 1 个随机敌军单位造成 {Damage} 点伤害。
142305_fluff;“我跟十字镐打了一辈子交道，动动斧头算什么问题？”
142305_name;矮人好斗分子
142305_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。若它存活，则使自身获得 {Boost} 点增益。
142306_fluff;“听好了，我们是天生的战士——拳拳到肉，绝不留情！”
142306_name;玛哈坎捍卫者
142306_tooltip;每回合结束时，若自身带有增益，则获得 {Boost} 点增益。
142307_fluff;“不管流言怎么说，精灵才不会碰人类的头皮。因为虱子太多了。”
142307_name;维里赫德旅工兵
142307_tooltip;<keyword=deploy>部署：</keyword>若己方手牌中有“精灵”单位，则摧毁 1 个敌军神器。
142308_fluff;“我瞧不起松鼠党，但不讨厌他们的钱。”
142308_name;伏击
142308_tooltip;若战场上有友军“精灵”单位，则摧毁 1 个敌军随机单位。
142309_fluff;“管他泰莫利亚人还是瑞达尼亚人，杀无赦。”
142309_name;维里赫德旅先锋
142309_tooltip;<keyword=deploy>部署：</keyword>己方手牌中每有 1 个“精灵”单位，自身便获得 {Boost} 点增益。
142310_fluff;“再走一步试试，人类。你眉宇间插根箭肯定好看得多。”
142310_name;多尔·布雷坦纳弓箭手
142310_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>对 {MaxTargets} 个单位造成 {Damage2} 点伤害。
142311_fluff;“工作就该既有趣又赚钱——比如拿悬赏换金子。”
142311_name;矮人佣兵
142311_tooltip;<keyword=order>指令：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。\n己方每打出 1 张“矮人”牌，便获得<keyword=charge>充能</keyword> +{Charges2}。
142312_fluff;“矮人和精灵在我眼里都一样，给钱就行。”
142312_name;私枭后援者
142312_tooltip;<keyword=deploy>部署：</keyword>使 1 个友军单位获得 {Boost} 点增益。若己方控制神器，则改为增益 {Boost2} 点。
142313_fluff;“你说那个女精灵在大家打得不可开交时跳起舞来了？你疯了吗，下士？！”
142313_name;精灵战舞者
142313_tooltip;<keyword=deploy>部署：</keyword>若自身已受增益，则对 1 个敌军单位造成 {Damage} 点伤害。
142314_fluff;也许你能躲过他们，但要被发现了，就别浪费时间逃跑了。
142314_name;多尔·布雷坦纳射手
142314_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害，数值等同于该单位与自身之间的战场排数量。
142315_fluff;“谁付的钱多我就给谁卖命，不然就挑个最容易抢的去抢。”
142315_name;私枭走私者
142315_tooltip;<keyword=melee>近战：</keyword>每回合结束时，使手牌中 1 张随机单位牌获得 {Boost} 点增益。
142316_fluff;听到他们奔袭的动静时，想跑已来不及了……
142316_name;蓝山精锐
142316_tooltip;<keyword=deploy>部署，</keyword><keyword=melee>近战：</keyword>若 1 个敌军单位的所在排没有其他单位，则对其造成 {Damage} 点伤害。
142317_fluff;破坏玛哈坎的和平只有一种下场：一记重锤。
142317_name;玛哈坎守卫
142317_tooltip;<keyword=deploy>部署：</keyword>获得等同于己方另一排所有“矮人”友军单位数量的增益。
142401_fluff;许多非人种族在城市里饱受歧视和排斥，于是决定加入松鼠党。
142401_name;松鼠党新兵
142401_tooltip;<keyword=deploy>部署：</keyword><keyword=spawn>生成</keyword> 1 张自身原始同名牌，将其<keyword=summon>召唤</keyword>至己方另一排。
143201_fluff;“你们贪得无厌地榨干大地，野蛮强横地攫取它的财富。但在我们这儿，它生机勃勃，春华秋实，慷慨大方。因为它爱我们，正如我们爱它。”
143201_name;毒蛇陷阱
143201_tooltip;<keyword=ambush>伏击：</keyword>在对方打出的下一张“特殊”牌触发任何能力之前，摧毁它。
143301_fluff;“小心……！再走一步，你就要被化为青烟了。”
143301_name;焚烧陷阱
143301_tooltip;<keyword=ambush>伏击：</keyword>对对方打出的下一个单位造成 {Damage} 点伤害。\n<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>正面朝上翻开，对 1 个单位造成 {Damage2} 点伤害。
152101_fluff;“別为死者哭泣，敬他们一杯吧！”
152101_name;哈尔玛·奎特
152101_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword><keyword=banish>放逐</keyword>己方墓场 1 个单位，并对 1 名敌军单位造成被放逐单位战力的伤害。
152103_fluff;无知者才会轻视神话。
152103_name;莫斯萨克
152103_tooltip;<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>从己方牌组打出 1 张“炼金”牌。
152104_fluff;终焉之刻来临时，金公鸡坎比便会叫醒沉睡的汉姆多尔。
152104_name;坎比
152104_tooltip;<keyword=deploy>部署：</keyword><keyword=discard>丢弃</keyword>己方手牌最右侧的卡牌，并迫使对方也这样做。
152105_fluff;“史凯利格需要一位强大的国王，无论付出何等代价。”
152105_name;碧尔娜·布兰
152105_tooltip;<keyword=deploy>部署：</keyword>抽 {MaxTargets} 张牌，随后<keyword=discard>丢弃</keyword> {MaxTargets} 张牌。
152106_fluff;“哇哇哇哇哇哇啊！！！！！”
152106_name;“疯子”卢戈
152106_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成两倍于已受伤敌军单位数量的伤害。
152107_fluff;她的真名是艾丝翠特·丽塔尼德·艾斯杰芬比约斯道提尔，这名字不管怎么念都拗口极了。
152107_name;珊瑚
152107_tooltip;<keyword=order>指令：</keyword><keyword=discard>丢弃</keyword> 1 张牌，随后抽 1 张牌。\n<keyword=charge>充能：</keyword>{Charges}。\n每有 1 张“特殊”牌被丢弃，便对 1 个敌军单位造成 {Damage} 点伤害。
152109_fluff;只消对尼弗迦德人提起这个名字，他们就会吓得尿裤子……
152109_name;海上野猪
152109_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>对所有受伤的敌军单位造成 {Damage} 点伤害。
152201_fluff;“我无聊得快吐了。”
152201_name;“阿蓝”卢戈
152201_tooltip;每当受到伤害时，对 1 个随机敌军单位造成 {Damage} 点伤害。
152202_fluff;巨魔近身搏斗时从不用武器，因为没这个必要。
152202_name;冠军的冲锋
152202_tooltip;对 1 名单位造成 {Damage} 点伤害。\n<keyword=bloodthirst>嗜血：</keyword>{Bloodthirst}，改为摧毁 1 个单位。
152203_fluff;“如果通缉令上写着‘无论死活’，绝大多数赏金猎人会直接快刀斩乱麻。但我不会。如果被我抓到，我会把人吊起来挠痒，让他笑到岔气。”
152203_name;邓戈·费特
152203_tooltip;<keyword=bloodthirst>嗜血：</keyword>{Bloodthirst}，<keyword=lock>锁定</keyword> 1 个敌军单位。
152204_fluff;“我已齐集众位族长，有话快说。”
152204_name;多纳·印达
152204_tooltip;<keyword=deploy>部署：</keyword>对 1 名敌军单位造成 {Damage} 点伤害。\n<keyword=bloodthirst>嗜血：</keyword>{Bloodthirst}，改为对 1 个敌军单位造成 {Damage2} 点伤害。
152205_fluff;“竖起耳朵，来听上一听奎特家族的英雄事迹吧！”
152205_name;德莱格·波·德乌
152205_tooltip;<keyword=deploy>部署：</keyword>使所有友军“战士”单位获得 {Boost} 点增益。
152206_fluff;精通炼金术的大德鲁伊，也是群岛脾气最差的老家伙。
152206_name;格雷密斯特
152206_tooltip;<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>从己方墓场打出 1 张铜色“炼金”牌。
152207_fluff;“敬尼弗迦德皇帝，祝他不得善终！”
152207_name;“黑手”霍格
152207_tooltip;己方每打出 1 张“船只”牌，便获得 {Boost} 点增益。\n己方每打出 1 张“海盗”牌，便对 1 个随机敌军单位造成 {Damage} 点伤害。
152208_fluff;有人称她“铁娘子”。
152208_name;茱塔·迪门
152208_tooltip;<keyword=deploy>部署：</keyword>若“茱塔‧迪门”为战力最高的单位，则自身受到 {Damage} 点伤害。
152209_fluff;史凯利格有史以来最大的恶人。
152209_name;莫克瓦格
152209_tooltip;移动至墓场时，<keyword=summon>召唤</keyword>至近战排，并获得<keyword=doomed>佚亡</keyword>。
152210_fluff;“‘驯服’？哈，小子，史凯利格人也许能训练它们，但那跟驯服完全不同……”
152210_name;恶熊
152210_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=deploy>部署：</keyword>墓场每有 1 张“恶熊”，便获得<keyword=charge>充能</keyword> +{Charges2}。\n<keyword=order>指令：</keyword>对 1 个单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。
152211_fluff;“跪在我身边，向圣母低头。”
152211_name;茜格德莉法的仪式
152211_tooltip;从己方墓场<keyword=summon>召唤</keyword> 1 张“战士”牌至己方单排。
152213_fluff;皇帝最开始也认为自己登上皇位是出于偶然。
152213_name;斯凡瑞吉·图尔赛克
152213_tooltip;<keyword=deploy>部署</keyword>，<keyword=bloodthirst>嗜血：</keyword>{Bloodthirst}，获得 {Boost} 点增益。
152214_fluff;“诸神已经发话，必须献上祭品。”
152214_name;乌达瑞克
152214_tooltip;<keyword=order>指令：</keyword>对 1 个单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。\n<keyword=bloodthirst>嗜血：</keyword>{Bloodthirst}，获得<keyword=zeal>狂热</keyword>。
152301_fluff;在诗人的歌谣里，鏖战中变身的狂战士跟野熊没两样。
152301_name;暴怒的狂战士
152301_tooltip;待定文字
152302_fluff;“把汤乖乖喝完，不然狂战士就会过来，把你给掳走。”
152302_name;狂战士掠夺者
152302_tooltip;待定文字
152303_fluff;“我们的吟游诗人会世代传颂我的功绩，而你死了就会被世人遗忘！”
152303_name;奎特家族战士
152303_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。若从墓场打出，则伤害改为 {Damage2} 点。
152304_fluff;“别怀疑我们的狩猎本领，只恨史派克鲁格的猎物太少……”
152304_name;布洛克瓦尔家族猎人
152304_tooltip;<keyword=order>指令：</keyword>对 1 个单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。\n己方每<keyword=discard>丢弃</keyword> 1 张牌，便获得<keyword=charge>充能</keyword> +{Charges2}。
152305_fluff;“我能看到他们眼中的恐惧。他们害怕我……害怕迪门家族！”
152305_name;迪门家族海盗
152305_tooltip;<keyword=deploy>部署：</keyword>将己方牌组最顶端的牌移至己方墓场。
152306_fluff;“加把劲儿把旗升起来！”
152306_name;迪门家族海盗船长
152306_tooltip;<keyword=deploy>部署</keyword>。\n<keyword=bloodthirst>嗜血：</keyword>{Bloodthirst}，对 1 个敌军单位造成 {Damage} 点伤害。
152307_fluff;史凯利格的女王向来由最勇猛、最凶悍的持盾女卫保护。
152307_name;德拉蒙家族女王卫队
