1_name_lt;Frio Congelante
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói um artefato.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: reforça uma unidade em {Boost}.
142203_fluff;Somos as gotas de chuva que compõem uma tempestade feroz.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo por cada elfo aliado.
142204_fluff;Mataria você de perto com gosto, olhando nos olhos, mas você fede, humano.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a inimigos nas pontas de uma fileira.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: causa {Damage2} de dano a todos os inimigos em uma fileira.
142205_fluff;As coisas mais terríveis que eu já testemunhei? A praga Catriona, a queima de Vengerberg e o ataque dos Dragões Vrihedd.
142205_name;Dragão Vrihedd
142205_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: move uma unidade inimiga para sua outra fileira.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: move uma unidade aliada para sua outra fileira.
142206_fluff;O caminho à liberdade é traçado pelo sangue, não pela tinta.
142206_name;Ciaran aep Easnillen
142206_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=lock>bloqueia</keyword> uma unidade e a move para a outra fileira.
142207_fluff;O nosso hidromel tem cheiro podre? Fácil. É só eu quebrar o seu nariz!
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost} por cada anão aliado.
142208_fluff;A filha da senhorita Eithné herdou a sublime beleza dela junto de seu ódio selvagem por tudo o que é humano.
142208_name;Morenn
142208_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=lock>bloqueia</keyword> uma unidade.
142209_fluff;Mona...? Não, não. Eu sou Braenn. Uma filha de Brokilon.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Mobilização</keyword>: se você controla {Counter} ou mais dríades, ganha <keyword=zeal>zelo</keyword>.\n<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=charge>Carga</keyword>: {Charges}.
142210_fluff;Eu odeio você, dh'oine. São todos iguais.
142210_name;Malena
142210_tooltip;<keyword=order>Ordem</keyword>: move uma unidade para a outra fileira no lado dela.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
142211_fluff;Melhor morrer de pé que viver de joelhos.
142211_name;Aelirenn
142211_tooltip;Se, no fim do turno, você controlar {MaxTargets} ou mais elfos aliados, <keyword=summon>invoca</keyword> esta unidade do seu baralho para a fileira de combate corpo a corpo.
142212_fluff;Eu estava lá, no fronte, bem onde a batalha era mais intensa!
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Mobilização</keyword>: causa dano a um inimigo equivalente ao poder desta unidade.
142213_fluff;Já ouviu falar do dragão Ocvist? Do Monte Quartzo? Bom, foi Yarpen Zigrin e seu bando de anões que deram um fim a ele.
142213_name;Yarpen Zigrin
142213_tooltip;A cada turno, no fim do turno, se não há unidades aliadas no campo de batalha, reforça a si mesma em {Boost}.
142214_fluff;O amor justifica a loucura em quaisquer das suas formas.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a todas as unidades danificadas e reforça em {Boost} todas as unidades reforçadas.
142301_fluff;Claro que te ajudo com as feridas, mas isso vai custar.
142301_name;Curandeira Havekar
142301_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: reforça uma unidade aliada em {Boost}.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=heal>cura</keyword> uma unidade aliada em {Boost2}.
142302_fluff;"Vrihedd? O que quer dizer?" "Problemas."
142302_name;Brigada Vrihedd
142302_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo aleatório.\nSempre que Brigada Vrihedd for movida para a outra fileira, repete sua habilidade de <keyword=deploy>Mobilização</keyword>.
142303_fluff;O ódio queima mais forte que o fogo e corta mais fundo que qualquer espada.
142303_name;Oficial Vrihedd
142303_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a uma unidade inimiga.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: reforça um aliado em {Boost}.
142304_fluff;Eles seguem rastros como cães, correm como cervos e matam como desalmados.
142304_name;Dol Blathanna: Pícara
142304_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo aleatório em cada fileira.
142305_fluff;Trabalhei com picaretas a vida inteira. Machados de guerra não serão problema.
142305_name;Anão Escaramuçador
142305_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Se ele sobreviver, reforça a si mesma em {Boost}.
142306_fluff;Estou dizendo que nascemos para lutar. Atacamos diretamente nos joelhos!
142306_name;Defensor de Mahakam
142306_tooltip;A cada turno, no fim do turno, reforça a si mesma em {Boost} se esta unidade já foi reforçada.
142307_fluff;Seja lá o que tenham te dito, elfos não pegam o cabelo de humanos. Tem piolhos demais.
142307_name;Sapadores Vrihedd
142307_tooltip;<keyword=deploy>Mobilização</keyword>: se você tem um elfo na sua mão, destrói um artefato inimigo.
142308_fluff;Eu cuspo nos ideais dos Scoia'tael, mas não no dinheiro deles.
142308_name;Extorquir
142308_tooltip;Se há um elfo aliado no campo de batalha, destrói uma unidade inimiga aleatória.
142309_fluff;Temerianos, redanianos, todos iguais. São melhores quando mortos.
142309_name;Vanguarda Vrihedd
142309_tooltip;<keyword=deploy>Mobilização</keyword>: reforça a si mesmo em {Boost} para cada elfo na sua mão.
142310_fluff;Dê mais um passo, dh'oine. Você ficaria bem com uma flecha entre os olhos.
142310_name;Dol Blathanna: Arco
142310_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: causa {Damage2} de dano a {MaxTargets} unidades.
142311_fluff;A chave é mesclar o prazer e o trabalho, como quando se bate em inimigos e ganha-se dinheiro por isso.
142311_name;Anão Mercenário
142311_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que você usar um Anão.
142312_fluff;Elfo, anão, tanto faz. Desde que tenham dinheiro.
142312_name;Auxiliar Havekar
142312_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}. Se você controla um artefato, reforça-o em {Boost2} em vez disso.
142313_fluff;Quer dizer que a elfa dançou no meio do combate? Você ficou louco, soldado?!
142313_name;Elfa Dançarina de Guerra
142313_tooltip;<keyword=deploy>Mobilização</keyword>: se esta unidade está reforçada, causa {Damage} de dano a um inimigo.
142314_fluff;Você talvez consiga se esconder deles, mas, se for visto, nem pense em tentar correr.
142314_name;Dol Blathanna: Flecha
142314_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo por fileira entre ele e esta unidade.
142315_fluff;Luto por quem quer que pague mais, ou pelo mais fácil de roubar.
142315_name;Contrabando Havekar
142315_tooltip;<keyword=melee>Corpo a corpo</keyword>: a cada turno, no fim do turno, reforça uma unidade aleatória na sua mão em {Boost}.
142316_fluff;Quando finalmente ouvimos eles, já era tarde demais...
142316_name;Elite Élfica
142316_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo se não há outras unidades na sua fileira.
142317_fluff;Só há uma punição para quem perturba a paz em Mahakam: uma martelada na cabeça.
142317_name;Guarda de Mahakam
142317_tooltip;<keyword=deploy>Mobilização</keyword>: reforça a si mesma pelo número de aliados anões na outra fileira.
142401_fluff;Muitos não-humanos, cansados do racismo e da xenofobia que encontram nas cidades, decidiram se juntar aos Scoia'tael.
142401_name;Neófito Scoia'tael
142401_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=spawn>faz surgir</keyword> e <keyword=summon>invoca</keyword> uma cópia básica desta unidade para a outra fileira aliada.
143201_fluff;Você demanda pagamento em sangue da terra, arrancando riquezas dela pela força. A nós, ela dava frutos livremente e por isso nos amava e nós a ela.
143201_name;Armadilha de Serpente
143201_tooltip;<keyword=ambush>Emboscada</keyword>: destrói a próxima carta especial usada por seu oponente antes que qualquer habilidade seja ativada.
143301_fluff;Cuidado...! Mais um passo e você vai se transformar em vidro derretido.
143301_name;Armadilha com Fogo
143301_tooltip;<keyword=ambush>Emboscada</keyword>: causa {Damage} de dano à próxima unidade que seu oponente usar.\n<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: vira para cima e causa {Damage2} de dano a uma unidade.
152101_fluff;Em vez de lamentar aqueles que perdemos, vamos beber em homenagem a eles!
152101_name;Hjalmar an Craite
152101_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=banish>bane</keyword> uma unidade na sua pilha de descarte e causa dano a um inimigo equivalente ao poder dela.
152103_fluff;Apenas os ignorantes são incapazes de valorizar a importância dos mitos.
152103_name;Arminho
152103_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: usa uma carta de alquimia do seu baralho.
152104_fluff;Quando chegar a hora certa, ouviremos o canto do galo Kambi e presenciaremos o despertar de Hemdall.
152104_name;Kambi
152104_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=discard>descarta</keyword> a carta mais à direita na sua mão, depois obriga seu oponente a fazer o mesmo.
152105_fluff;Skellige precisa de um rei forte. Custe o que custar.
152105_name;Birna Bran
152105_tooltip;<keyword=deploy>Mobilização</keyword>: compra {MaxTargets} cartas, depois <keyword=discard>descarta</keyword> {MaxTargets} cartas.
152106_fluff;WAAAAAAAAAAGH!!!
152106_name;Lugos Maluco
152106_tooltip;<keyword=deploy>Mobilização</keyword>: causa dano a um inimigo equivalente a duas vezes o número de inimigos que sofreram dano.
152107_fluff;O nome verdadeiro dela é Astrid Lyttneyd Ásgeirrfinnbjornsdottir, mas nenhum formulário tinha espaço pra isso.
152107_name;Coral
152107_tooltip;<keyword=order>Ordem</keyword>: <keyword=discard>descarta</keyword> uma carta, depois compra uma carta.\n<keyword=charge>Carga</keyword>: {Charges}.\nSempre que uma carta especial é <keyword=discard>descartada</keyword>, causa {Damage} de dano a um inimigo.
152109_fluff;Basta mencionar esse nome para os nilfgaardianos que eles borram as ceroulas.
152109_name;Javardo dos Mares
152109_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a todos os inimigos danificados.
152201_fluff;Estou prestes a vomitar de tanto tédio.
152201_name;Lugos Todo Roxo
152201_tooltip;Sempre que esta unidade sofre dano, causa {Damage} de dano a uma unidade inimiga aleatória.
152202_fluff;A curta distância, trolls nunca usam armas. E por que usariam?
152202_name;Investida do Campeão
152202_tooltip;Causa {Damage} de dano a uma unidade. \n<keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: destrói uma unidade em vez disso.
152203_fluff;Quando uma ordem de prisão diz "vivo ou morto", a maioria dos caçadores de recompensa vai simplesmente te matar. Não eu. Se eu te pegar, você vai ser enforcado e eu vou te fazer cócegas enquanto isso.
152203_name;Djenge Frett
152203_tooltip;<keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: <keyword=lock>bloqueia</keyword> uma unidade inimiga.
152204_fluff;Já reuni todos os burgomestres. Diga o que tem a dizer.
152204_name;Donar an Hindar
152204_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: causa {Damage2} de dano a um inimigo em vez disso.
152205_fluff;Ouça agora as histórias dos feitos heroicos do clã an Craite.
152205_name;Draig Bon-Dhu
152205_tooltip;<keyword=deploy>Mobilização</keyword>: reforça todos os aliados Guerreiros em {Boost}.
152206_fluff;Um arquedruida, mestre em alquimia e o velho mais rabugento das ilhas.
152206_name;Gremist
152206_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: usa uma carta de Alquimia de bronze da sua pilha de descarte.
152207_fluff;Um brinde ao imperador de Nilfgaard... Que ele tenha uma morte horrível!
152207_name;Holger Mão-Negra
152207_tooltip;Sempre que você usar um Navio, reforce-o em {Boost}.\nSempre que você usar um Pirata, causa {Damage} de dano a um inimigo aleatório.
152208_fluff;Alguns a chamam de "Dama de Ferro".
152208_name;Jutta an Dimun
152208_tooltip;<keyword=deploy>Mobilização</keyword>: se Jutta an Dimun é a unidade mais alta, causa {Damage} de dano a si mesma.
152209_fluff;O homem mais vil que Skellige já conheceu.
152209_name;Morkvarg
152209_tooltip;Quando esta unidade vai para a pilha de descarte, ela é <keyword=summon>invocada</keyword> para a fileira corpo a corpo e ganha <keyword=doomed>Condenado</keyword>.
152210_fluff;"Domar"? Och, rapaz, Skelligers podem treinar ursos, mas isso não quer dizer que eles são domados...
152210_name;Urso Selvagem
152210_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=deploy>Mobilização</keyword>: ganha {Charges2} de <keyword=charge>carga</keyword> por cada Urso Selvagem na pilha de descarte.\n<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.
152211_fluff;Fique de joelhos e implore à Modron Freya por perdão.
152211_name;Rito de Sigrdrifa
152211_tooltip;<keyword=summon>Invoca</keyword> um guerreiro da sua pilha de descarte para uma fileira aliada.
152213_fluff;O imperador também achou que ele tivesse sido coroado por acidente. No princípio.
152213_name;Svanrige Tuirseach
152213_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: reforça a si mesma em {Boost}.
152214_fluff;Os deuses falaram: é necessário um sacrifício.
152214_name;Udalryk an Brokvar
152214_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.\n<keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: ganha <keyword=zeal>zelo</keyword>.
152301_fluff;As canções dos escaldos dizem que um berserker transformado no calor da batalha não pode ser distinguido de um urso de verdade.
152301_name;Berserker Indomável
152301_tooltip;postponed
152302_fluff;Agora termine de tomar sua sopa ou um berserker vai vir e te engolir inteiro.
152302_name;Saqueador Berserker
152302_tooltip;postponed
152303_fluff;Os bardos do nosso clã cantarão meus feitos muito depois de você estar morto e esquecido!
152303_name;An Craite: Guerreiro
152303_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Se for usada da pilha de descarte, causa {Damage2} de dano em vez disso.
152304_fluff;Pode crer, podemos caçar. Só que... não tem muito a se caçar em Spikeroog...
152304_name;Caçador Brokvar
152304_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que <keyword=discard>descartar</keyword> uma carta.
152305_fluff;Dá para ver o medo nos olhos deles. O medo de mim... o medo do clã Dimun!
152305_name;Dimun: Pirata
152305_tooltip;<keyword=deploy>Mobilização</keyword>: move a carta no topo do seu baralho para a sua pilha de descarte.
152306_fluff;Puxem juntos, icem as cores no alto!
152306_name;Dimun: Capitão pirata
152306_tooltip;<keyword=deploy>Mobilização</keyword>.\n<keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: causa {Damage} de dano a um inimigo.
152307_fluff;A rainha é vigiada pelas escudeiras mais fortes e valentes que Skellige já viu.
152307_name;Guarda Real Drummond
152307_tooltip;<keyword=order>Ordem</keyword>: se esta unidade sofre dano, <keyword=spawn>faz surgir</keyword> uma cópia básica dela e a <keyword=summon>invoca</keyword> à direita.
152308_fluff;Os feitos do clã Heymaey entrarão para a história.
152308_name;Heymaey: Escaldo
152308_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=discard>descarta</keyword> uma carta, depois compra uma carta.
152309_fluff;Escapar deles? Nas águas de Skellige? Boa sorte.
152309_name;Dimun: Dracar leve
152309_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a si mesma e a um inimigo.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
152310_fluff;Modron Freya, a Grande Mãe, é a deusa do amor, da beleza e da fartura.
152310_name;Bênção de Freya
152310_tooltip;Usa uma unidade de bronze da sua pilha de descarte.
152311_fluff;Lembre-se das minhas palavras, um bom escudo pode salvar sua vida.
152311_name;An Craite: Ferreiro
152311_tooltip;<keyword=order>Ordem</keyword>: reforça um aliado em {Boost}.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que você usa um guerreiro.
152312_fluff;Espadas são pra moçoilas. Vai arranjar um machado.
152312_name;Tuirseach: Machadeiro
152312_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói um inimigo com metade da sua base de poder ou menos.
152313_fluff;Aos amigos mostramos o coração. Aos inimigos o machado. Lembre-se.
152313_name;Tuirseach: Combatente
152313_tooltip;Quando esta unidade é <keyword=discard>descartada</keyword>, é <keyword=summon>invocada</keyword> da sua pilha de descarte para a fileira de combate corpo a corpo.
152314_fluff;O coração de Hemdall se enche de alegria sempre que os dracares partem para mais um ataque.
152314_name;An Craite: Dracar
152314_tooltip;Sempre que seu oponente usa uma unidade, causa {Damage} de dano a ela.
152315_fluff;Quer dizer que você consegue acertar um alvo em movimento a 150 metros de distância? Eu também, só que durante uma tempestade.
152315_name;Arqueiro Brokvar
152315_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: causa dano a um inimigo equivalente ao número de unidades danificadas no lado dele.
152316_fluff;Homem ou árvore, para um machado de Skellige dá na mesma.
152316_name;Golpe Estripador
152316_tooltip;Causa {Damage} de dano a uma unidade.\n<keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: causa {Damage2} de dano a uma unidade em vez disso.
152317_fluff;Você vai levar uma surra.
152317_name;An Craite: Armeiro
152317_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}. Se ele é um guerreiro, reforça-o em {Boost2} em vez disso.
152318_fluff;Eles serão destruídos ao colidir com os nossos escudos como ondas na praia escarpada.
152318_name;Escudeira dos Drummond
152318_tooltip;Na próxima vez em que esta unidade sofrer dano, <keyword=summon>invoca</keyword> uma cópia dela do seu baralho para esta fileira.
152402_fluff;Quando chegar a hora da geada branca, Hemdall bradará o seu chamado para a batalha.
152402_name;Hemdall
152402_tooltip;Sempre que um guerreiro aliado causa dano a um inimigo, reforça a si mesma com o dano causado.
152403_fluff;"Ahh, grande demais para uma corcunda. É uma baleia." "Uma baleia? Com um focinho pequeno desses? Essas ervas aí afetaram sua cabeça!"
152403_name;Delírio
152403_tooltip;Divide {Damage} de dano aleatoriamente entre todas as unidades em uma fileira inimiga.
152405_fluff;Nós vamos caçar ursos! Nós vamos pegar um... ESSA COISA É ENORME! CORRAM!
152405_name;Urso Ancião
152405_tooltip;Sem habilidade.
152406_fluff;Grauuur!
152406_name;Urso Feroz
152406_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um aliado à esquerda. Se não há um aliado, causa {Damage} de dano a si mesma.
153201_fluff;Aquelas feiticeiras amaldiçoadas estão roubando nosso brilho! Por que o povo escolheria um procedimento que leva várias horas quando uma garota cheirosa pode resolver seu problema com um aceno?
153201_name;Restaurar
153201_tooltip;<keyword=heal>Cura</keyword> todas as unidades em uma fileira.
153301_fluff;A visão mais horrível que você já viu... A pobre alma foi despedaçada enquanto a fera lambia o seu sangue no chão ao redor.
153301_name;Lacerar
153301_tooltip;Causa {Damage} de dano a todas as unidades em uma fileira.
162101_fluff;Os bruxos nunca morrem na cama.
162101_name;Letho de Gulet
162101_tooltip;<keyword=deploy>Mobilização</keyword>: remove todas as possibilidades de comprar novamente do líder inimigo.
162102_fluff;Prefiro uma unidade de reconhecimento dedicada a uma brigada.
162102_name;Menno Coehoorn
162102_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: usa uma carta de tática do seu baralho.
162103_fluff;Nunca houve problema que um assassinato bem planejado não resolvesse.
162103_name;Vattier de Rideaux
162103_tooltip;<keyword=order>Ordem</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=seize>toma</keyword> uma unidade inimiga <keyword=lock>bloqueada</keyword>.
162104_fluff;Seus olhos piscaram sob o elmo alado, e fogo brilhou na lâmina da sua espada.
162104_name;Cahir Dyffryn
162104_tooltip;<keyword=melee>Corpo a corpo</keyword>: sempre que um inimigo é reforçado, reforça a si mesma em um valor equivalente.
162105_fluff;Somos todos peões no tabuleiro dele. Em um jogo cujas regras não conhecemos.
162105_name;Vilgefortz
162105_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói uma unidade inimiga, depois seu oponente <keyword=summon>invoca</keyword> a unidade no topo do baralho dele para uma fileira inimiga aleatória.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: destrói uma unidade aliada, depois <keyword=summon>invoca</keyword> a unidade no topo do seu baralho para uma fileira aliada aleatória.
162106_fluff;Minha maior conquista é macular a face da futura imperatriz com a minha marca.
162106_name;Stefan Skellen
162106_tooltip;<keyword=order>Ordem</keyword>: <keyword=spawn>faz surgir</keyword> e usa uma cópia de uma carta de tática que você usou neste turno.
162107_fluff;O zelo de Tibor era lendário. Dizem que quando o imperador faleceu, ele não apenas se curvou, deu cambalhota.
162107_name;Tibor Eggebracht
162107_tooltip;<keyword=deploy>Mobilização</keyword>: seu oponente <keyword=summon>invoca</keyword> a unidade no topo do baralho dele para uma fileira inimiga aleatória.
162108_fluff;Astrologia, hidromancia, aruspício, ceromancia, ovomancia, espodomancia, metroscopia, broncoscopia...
162108_name;Xarthisius
162108_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=reveal>revela</keyword> uma carta aleatória do seu baralho. Se for uma unidade, reforça a si mesma com o poder dela e a embaralha de volta. Se for um artefato ou uma carta especial, usa a carta.
162201_fluff;Uma bola de fogo? É claro. Tudo que Vossa Majestade Imperial desejar.
162201_name;Albrich
162201_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: move qualquer carta do seu baralho para o topo. Se for uma unidade, reforça-a em {Boost}.
162202_fluff;Magos nilfgaardianos têm uma escolha: submissão servil ou a forca.
162202_name;Assire var Anahid
162202_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: embaralha uma carta da pilha de descarte do oponente no baralho dele.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: embaralha uma carta da sua pilha de descarte no seu baralho.
162203_fluff;Cynthia pode ser letal. Ela precisa de uma coleira forte.
162203_name;Cynthia
162203_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=spawn>faz surgir</keyword> o Guardião e o coloca no topo do baralho do oponente.
162204_fluff;Essas não são as mãos de uma "Excelência", e sim de um fazendeiro. Então falamos de camponês pra camponês.
162204_name;Peter Saar Gwynleve
162204_tooltip;<keyword=deploy>Mobilização</keyword>: restaura uma unidade para sua base de poder.
162205_fluff;A magia é o maior bem. Ela transcende todas as fronteiras e divisões.
162205_name;Fringilla Vigo
162205_tooltip;<keyword=order>Ordem</keyword>: <keyword=reveal>revela</keyword> uma carta especial aleatória do baralho do oponente, depois <keyword=spawn>faz surgir</keyword> e usa uma cópia dela.
162206_fluff;E tire as mãos da garota! Podemos ser tudo, menos selvagens.
162206_name;Sweers
162206_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo.\nAumenta o dano desta unidade em {Damage2} por cada carta que você <keyword=reveal>revelou</keyword>.
162207_fluff;Para um mago do fogo, ele não é muito... chama-tivo.
162207_name;Vanhemar
162207_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: destrói uma unidade inimiga <keyword=lock>bloqueada</keyword>.
162208_fluff;Letho tem um plano... o que pode dar errado?
162208_name;Auckes
162208_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=lock>bloqueia</keyword> uma unidade inimiga.\nSe Serrit está na sua mão, <keyword=lock>bloqueia</keyword> todas as cópias desta unidade na mão, no baralho ou no campo de batalha do oponente.
162209_fluff;Fazemos o que é preciso. Não tenho vergonha disso.
162209_name;Serrit
162209_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Se Auckes está na sua mão, causa {Damage2} de dano em vez disso.
162210_fluff;Homens precisam de sedução frequente. O misticismo e o refino dão conta do trabalho.
162210_name;Cantarella
162210_tooltip;<keyword=spying>Espionagem</keyword>.\n<keyword=deploy>Mobilização</keyword>: usa a carta no topo do baralho do seu oponente.
162211_fluff;Dizer que o duque de Wett liderou o Grupo de Verden de maneira "incompetente" seria um elogio.
162211_name;Joachim de Wett
162211_tooltip;<keyword=spying>Espionagem</keyword>.\n<keyword=deploy>Mobilização</keyword>: usa a unidade no topo do seu baralho, exceto <keyword=spying>espiã</keyword>, e a reforça em {Boost}.
162212_fluff;"Lá vem ela", ele pensou, "nosso interesse imperial". Falsa princesa, falsa rainha de Cintra. Falsa governante do Yarra, futuro sangue do império.
162212_name;Ciri Falsa
162212_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: move um inimigo para a outra fileira.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: destrói um artefato inimigo.
162213_fluff;"Vossa Alteza Imperial..." soltou o senescal, cuja presença até então havia sido ignorada. "Desculpe-me, mas Cahir... Meu filho..."
162213_name;Ceallach Dyffryn
162213_tooltip;<keyword=deploy>Mobilização</keyword>: remove os status de todas as unidades no campo de batalha.
162301_fluff;Aprendi muito na Academia Militar de Braibant: como lavar batatas, por exemplo.
162301_name;Soldado Daerlan
162301_tooltip;Ao <keyword=reveal>revelar</keyword> esta unidade, você <keyword=summon>invoca</keyword> uma cópia dela do seu baralho a uma fileira aliada aleatória.
162302_fluff;Se espalhar uma peste em uma cidade sitiada é ético ou não, deixo para os historiadores decidirem. O que eu sei é que é eficiente.
162302_name;Lançador de Podridão
162302_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=spawn>faz surgir</keyword> e usa uma Carcaça de Vaca.
162303_fluff;O norte não tem nada com o que ele pode nos surpreender.
162303_name;Observador
162303_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=reveal>revela</keyword> uma unidade aleatória do baralho do seu oponente e reforça a si mesma com o poder dela.
162304_fluff;Bom... Pelo menos eu não posso te deixar mais morto...
162304_name;Remédio Experimental
162304_tooltip;Usa uma unidade de bronze da pilha de descarte do oponente.
162305_fluff;Eu miro no joelho. Sempre.
162305_name;Besteiro de Deithwen
