1_name_lt;Gelo pungente
142202_fluff;Sono una Saggia. Il mio potere risiede nel possedere la conoscenza, non nel condividerla.
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un manufatto.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: potenzia di {Boost} un'unità.
142203_fluff;Siamo le gocce di pioggia che formano la tempesta.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico per ogni altro Elfo alleato.
142204_fluff;Preferirei ucciderti guardandoti negli occhi. Ma puzzi troppo, umano.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} i nemici alle estremità di una fila.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: danneggia di {Damage2} tutti i nemici di una fila.
142205_fluff;Le cose più orribili che ho visto? La peste Catriona, la distruzione di Vengerberg e la carica dei Dragoni di Vrihedd.
142205_name;Dragone Vrihedd
142205_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: sposta un'unità nemica sull'altra sua fila.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: sposta un'unità alleata sull'altra sua fila.
142206_fluff;Il cammino verso la libertà è tracciato col sangue, non con l'inchiostro.
142206_name;Ciaran aep Easnillen
142206_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=lock>blocca</keyword> un'unità e la sposta sull'altra sua fila.
142207_fluff;Dici che il nostro idromele puzza? Nessun problema: ora ti rompo il naso!
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato per ogni Nano alleato.
142208_fluff;La figlia di Lady Eithné ereditò la sublime bellezza della madre insieme al suo odio per tutto ciò che è umano.
142208_name;Morenn
142208_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=lock>blocca</keyword> un'unità.
142209_fluff;Mona...? No, no. Sono Braenn. Figlia di Brokilon.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Schieramento</keyword>: ottiene <keyword=zeal>Fervore</keyword> se controlli {Counter} o più Driadi.\n<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico.\n<keyword=charge>Cariche</keyword>: {Charges}.
142210_fluff;Ti odio, dh'oine. Per me siete tutti uguali.
142210_name;Malena
142210_tooltip;<keyword=order>Ordine</keyword>: sposta un'unità sull'altra fila della sua metà di campo.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
142211_fluff;Meglio morire a testa alta che vivere a capo chino.
142211_name;Aelirenn
142211_tooltip;Se alla fine del turno controlli {MaxTargets} o più Elfi alleati, <keyword=summon>richiama</keyword> questa unità dal tuo mazzo sulla fila del combattimento corpo a corpo.
142212_fluff;Ero là, al fronte! Dove infuriava la battaglia!
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia un nemico di un valore pari alla forza di questa unità.
142213_fluff;Mai sentito parlare del drago Ocvist? Della Montagna di Quarzo? Ebbene, a sconfiggerlo sono stati Yarpen Zigrin e la sua banda.
142213_name;Yarpen Zigrin
142213_tooltip;Alla fine di ogni turno, se in campo non sono presenti unità alleate, si potenzia di {Boost}.
142214_fluff;L'amore giustifica ogni forma di follia.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} tutte le unità danneggiate e potenzia di {Boost} tutte le unità potenziate.
142301_fluff;Certo che posso ricucirti, ma ti costerà.
142301_name;Curatrice Hav'caaren
142301_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: potenzia di {Boost} un'unità alleata.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=heal>cura</keyword> di {Boost2} un'unità alleata.
142302_fluff;"Vrihedd? Che significa?" "Guai."
142302_name;Brigata Vrihedd
142302_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico casuale.\nOgni volta che la Brigata Vrihedd viene spostata sull'altra fila, ripete l'abilità <keyword=deploy>Schieramento</keyword>.
142303_fluff;L'odio brucia più del fuoco e ferisce più della spada.
142303_name;Ufficiale Vrihedd
142303_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: potenzia di {Boost} un alleato.
142304_fluff;Cacciano come segugi, corrono come cervi e uccidono come demoni senza cuore.
142304_name;Dol Blathanna: bomba
142304_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico casuale su ogni fila.
142305_fluff;Uso il piccone da una vita: l'ascia da guerra non mi darà problemi.
142305_name;Guerriero nanico
142305_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico. Se sopravvive, questa unità si potenzia di {Boost}.
142306_fluff;Sai, siamo nati per la battaglia: li falciamo alle ginocchia!
142306_name;Difensore di Mahakam
142306_tooltip;Alla fine di ogni turno, si potenzia di {Boost} se questa unità è potenziata.
142307_fluff;Le voci che girano sono infondate: gli elfi non fanno lo scalpo alle loro vittime umane. Troppi pidocchi.
142307_name;Genieri Vrihedd
142307_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un manufatto nemico se hai un Elfo in mano.
142308_fluff;Io sputo sugli ideali degli Scoia'tael, ma non sui loro soldi.
142308_name;Agguato
142308_tooltip;Distrugge un'unità nemica casuale se in campo c'è un Elfo alleato.
142309_fluff;Temeriani, redaniani, fa lo stesso. Stanno meglio morti.
142309_name;Avanguardia Vrihedd
142309_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di {Boost} per ogni Elfo nella tua mano.
142310_fluff;Un altro passo, dh'oine, e ti pianto una freccia in mezzo agli occhi.
142310_name;Dol Blathanna: arco
142310_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: danneggia {MaxTargets} unità di {Damage2}.
142311_fluff;Il segreto della vita è unire l'utile al dilettevole... Come fare a pezzi i nemici ed essere pagati per questo.
142311_name;Mercenario nanico
142311_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico. \n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> ogni volta che metti in gioco un Nano.
142312_fluff;Elfi, nani, per me non fa differenza. Purché paghino.
142312_name;Aiutante Hav'caaren
142312_tooltip;<keyword=deploy>Schieramento</keyword>: se controlli un manufatto, si potenzia di {Boost2}, altrimenti potenzia un alleato di {Boost}.
142313_fluff;Vuoi farmi credere che l'elfa si è messa a danzare in mezzo alla battaglia? Sei impazzito, caporale?
142313_name;Elfa danzatrice di guerra
142313_tooltip;<keyword=deploy>Schieramento</keyword>: se questa unità è già potenziata, danneggia di {Damage} un nemico.
142314_fluff;Puoi provare a nasconderti, ma se ti vedono non ha senso fuggire.
142314_name;Dol Blathanna: saetta
142314_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico per ogni fila che lo separa da questa unità.
142315_fluff;Io combatto per il miglior offerente, o per chi è più facile da fregare.
142315_name;Affarista Hav'caaren
142315_tooltip;<keyword=melee>Prima fila</keyword>: alla fine di ogni turno, potenzia di {Boost} un'unità casuale nella tua mano.
142316_fluff;Quando li abbiamo sentiti, era ormai troppo tardi...
142316_name;Monti blu: élite
142316_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>:  danneggia di {Damage} un nemico se non ci sono altre unità sulla sua fila.
142317_fluff;C'è un solo modo per punire chi turba la pace a Mahakam: una bella martellata nei denti.
142317_name;Guardia di Mahakam
142317_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di un valore pari al numero di Nani alleati presenti sull'altra sua fila.
142401_fluff;Molti non-umani, stanchi del razzismo e della xenofobia delle città, decidono di unirsi agli Scoia'tael.
142401_name;Neofita Scoia'tael
142401_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=spawn>evoca</keyword> e <keyword=summon>richiama</keyword> una copia base di questa unità sull'altra fila alleata.
143201_fluff;Come osate depredare la madre Terra? Un tempo, i suoi frutti crescevano rigogliosi come dono per la nostra sacra devozione.
143201_name;Trappola di serpenti
143201_tooltip;<keyword=ambush>Imboscata</keyword>: distrugge la prossima carta Speciale giocata dall'avversario prima che se ne attivino le abilità.
143301_fluff;Prudenza! Un altro passo e ti scioglierai come neve al sole.
143301_name;Trappola incendiaria
143301_tooltip;<keyword=ambush>Imboscata</keyword>: danneggia di {Damage} la prossima unità messa in gioco dall'avversario. \n<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: scatta e danneggia di {Damage2} un'unità.
152101_fluff;Invece di piangere i caduti, beviamo alla loro memoria!
152101_name;Hjalmar an Craite
152101_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=banish>bandisce</keyword> un'unità nel tuo cimitero e danneggia un nemico di un valore pari alla relativa forza.
152103_fluff;Solo gli ignoranti sottovalutano l'importanza dei miti.
152103_name;Ermellino
152103_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: gioca una carta Alchimia dal tuo mazzo.
152104_fluff;Quando il giorno verrà, il gallo Kambi canterà per risvegliare Hemdall.
152104_name;Kambi
152104_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=discard>scarta</keyword> la carta all'estrema destra della tua mano, dopodiché il tuo avversario fa lo stesso.
152105_fluff;Skellige deve avere un re forte. A qualsiasi costo.
152105_name;Birna Bran
152105_tooltip;<keyword=deploy>Schieramento</keyword>: pesca {MaxTargets} carte, poi <keyword=discard>scarta</keyword> {MaxTargets} carte.
152106_fluff;AAAAARGH!
152106_name;Lugos il Pazzo
152106_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia un nemico di un valore pari al doppio dei nemici danneggiati.
152107_fluff;Il suo vero nome è Astrid Lyttneyd Ásgeirrfinnbjornsdottir, ma non c'è mai spazio sufficiente sui moduli.
152107_name;Coral
152107_tooltip;<keyword=order>Ordine</keyword>: <keyword=discard>scarta</keyword> una carta, poi pesca una carta. \n<keyword=charge>Cariche</keyword>: {Charges}.\nOgni volta che viene <keyword=discard>scartata</keyword> una carta Speciale, danneggia di {Damage} un nemico.
152109_fluff;Ne basta il nome e i nilfgaardiani se la fanno addosso...
152109_name;Cinghiale marino
152109_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} tutti i nemici danneggiati.
152201_fluff;Mi sento male dalla noia.
152201_name;Lugos il Blu
152201_tooltip;Ogni volta che questa unità subisce danni, danneggia di {Damage} un'unità nemica casuale.
152202_fluff;A distanza ravvicinata, i troll non usano armi. In effetti, perché dovrebbero?
152202_name;Carica del campione
152202_tooltip;Danneggia di {Damage} un'unità. \n<keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: distrugge un'unità.
152203_fluff;Quando la taglia dice "vivo o morto", i cacciatori di taglie di solito uccidono in fretta. Non nel mio caso. Se ti prendo, ti impicco e ti faccio il solletico sotto i piedi finché non muori.
152203_name;Djenge Frett
152203_tooltip;<keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: <keyword=lock>blocca</keyword> un'unità nemica.
152204_fluff;Ho radunato tutti gli jarl. Ora tocca a te.
152204_name;Donar an Hindar
152204_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico.\n<keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: danneggia di {Damage2} un nemico.
152205_fluff;Ora ascolterai le grandi gesta del clan an Craite.
152205_name;Draig Bon-Dhu
152205_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} tutti i Guerrieri alleati.
152206_fluff;Arcidruido, maestro di alchimia nonché il peggior brontolone delle Isole.
152206_name;Gremist
152206_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: gioca una carta Alchimia Bronzo dal tuo cimitero.
152207_fluff;Brindiamo all'Imperatore di Nilfgaard: che possa morire tra atroci sofferenze!
152207_name;Holger Manonera
152207_tooltip;Ogni volta che metti in gioco una Nave, la potenzia di {Boost}.\nOgni volta che metti in gioco un Pirata, danneggia di {Damage} un nemico casuale.
152208_fluff;Alcuni la chiamano "Vergine di ferro".
152208_name;Jutta an Dimun
152208_tooltip;<keyword=deploy>Schieramento</keyword>: si danneggia di {Damage} se Jutta an Dimun è l'unità più forte.
152209_fluff;L'uomo più vile di Skellige.
152209_name;Morkvarg
152209_tooltip;Quando questa unità finisce nel cimitero, viene <keyword=summon>richiamata</keyword> nella fila del combattimento corpo a corpo e ottiene l'attributo <keyword=doomed>Condannata</keyword>.
152210_fluff;Addomesticare? Senti, a Skellige si addestrano gli orsi, certo, ma non è la stessa cosa che addomesticarli...
152210_name;Orso selvaggio
152210_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=deploy>Schieramento</keyword>: aggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> per ogni Orso selvaggio presente nel cimitero.\n<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità.\n<keyword=charge>Cariche</keyword>: {Charges}.
152211_fluff;Inginocchiatevi e implorate il perdono di Modron Freya.
152211_name;Rito di Sigrdrifa
152211_tooltip;<keyword=summon>Richiama</keyword> un Guerriero dal tuo cimitero su una fila alleata.
152213_fluff;L'Imperatore pensava di poter manipolare il re. All'inizio.
152213_name;Svanrige Tuirseach
152213_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: si potenzia di {Boost}.
152214_fluff;Gli dei hanno parlato: occorre un sacrificio.
152214_name;Udalryk an Brokvar
152214_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità.\n<keyword=charge>Cariche</keyword>: {Charges}.\n<keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: ottiene <keyword=zeal>Fervore</keyword>.
152301_fluff;Nelle ballate si narra come sia impossibile distinguere un berserker mutato nella furia della battaglia da un vero orso.
152301_name;Berserker furioso
152301_tooltip;postponed
152302_fluff;Ora finisci la zuppa, o il berserker verrà a mangiarti in un sol boccone.
152302_name;Berserker razziatore
152302_tooltip;postponed
152303_fluff;I bardi del nostro clan canteranno ancora le mie imprese quando di te non sarà rimasta più alcuna traccia!
152303_name;An Craite: guerriero
152303_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage2} un nemico se viene messa in gioco dal cimitero, altrimenti lo danneggia di {Damage}.
152304_fluff;Certo che sappiamo cacciare. Ma non c'è molta selvaggina a Spikeroog...
152304_name;Brokvar: cacciatore
152304_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità. \n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> ogni volta che <keyword=discard>scarti</keyword> una carta.
152305_fluff;Leggo la paura nei loro occhi. Hanno paura di me... e del clan Dimun!
152305_name;Dimun: pirata
152305_tooltip;<keyword=deploy>Schieramento</keyword>: sposta nel tuo cimitero la prima carta del tuo mazzo.
152306_fluff;Tutti uniti, issate la nostra bandiera!
152306_name;Dimun: capitano
152306_tooltip;<keyword=deploy>Schieramento</keyword>.\n<keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: danneggia di {Damage} un nemico.
152307_fluff;La regina è protetta dalle guerriere più fiere e indomite di Skellige.
152307_name;Drummond: guardia
152307_tooltip;<keyword=order>Ordine</keyword>: se questa unità viene danneggiata, <keyword=spawn>evocane</keyword> una copia base e <keyword=summon>richiamala</keyword> alla sua destra.
152308_fluff;Le imprese del clan Heymaey faranno la storia.
152308_name;Heymaey: bardo
152308_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=discard>scarta</keyword> una carta, poi pesca una carta.
152309_fluff;Seminarla? Nelle acque di Skellige? Buona fortuna.
152309_name;Dimun: nave leggera
152309_tooltip;<keyword=order>Ordine</keyword>: danneggia un nemico e se stessa di {Damage}. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
152310_fluff;Modron Freya, la Grande Madre, è la dea dell'amore, della bellezza e dell'abbondanza.
152310_name;Benedizione di Freya
152310_tooltip;Metti in gioco un'unità Bronzo dal tuo cimitero.
152311_fluff;Rammenta le mie parole: un buono scudo può salvarti la vita.
152311_name;An Craite: fabbro
152311_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} un alleato. \n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> ogni volta che metti in gioco un Guerriero.
152312_fluff;Le spade sono da donnette. Procurati un'ascia.
152312_name;Tuirseach: asciere
152312_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un nemico la cui forza è non superiore alla metà della forza base.
152313_fluff;Agli amici offriamo il cuore, ai nemici l'ascia. Ricordalo.
152313_name;Tuirseach: guerriero
152313_tooltip;Quando questa unità viene <keyword=discard>scartata</keyword>, <keyword=summon>richiamala</keyword> dal tuo cimitero sulla fila del combattimento corpo a corpo.
152314_fluff;Dicono che il cuore di Hemdall palpiti ogni volta che le navi compiono una razzia.
152314_name;An Craite: nave
152314_tooltip;Ogni volta che l'avversario mette in gioco un'unità, la danneggia di {Damage}.
152315_fluff;Sai colpire un bersaglio in movimento a duecento passi? Anch'io. E in una tempesta.
152315_name;Brokvar: arciere
152315_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: danneggia un nemico di un valore pari al numero delle unità danneggiate nella metà di campo avversaria.
152316_fluff;Uomo o albero, per l'ascia di un abitante di Skellige non fa differenza.
152316_name;Taglio sventrante
152316_tooltip;Danneggia di {Damage} un'unità. \n<keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: danneggia di {Damage2} un'unità.
152317_fluff;Ti meriti una lezione.
152317_name;An Craite: armaiolo
152317_tooltip;<keyword=deploy>Schieramento</keyword>: se un alleato è un Guerriero, lo potenzia di {Boost2}, altrimenti lo potenzia di {Boost}.
152318_fluff;Si infrangeranno sui nostri scudi come onde sugli scogli!
152318_name;Drummond: guerriera
152318_tooltip;La prossima volta che questa unità viene danneggiata, <keyword=summon>richiamane</keyword> una copia dal tuo mazzo su questa fila.
152402_fluff;Quando verrà il Bianco Gelo, Hemdall darà inizio alla battaglia.
152402_name;Hemdall
152402_tooltip;Ogni volta che un Guerriero alleato danneggia un nemico, potenzia questa unità di un valore pari ai danni inflitti.
152403_fluff;"Troppo grande per essere un capodoglio. Che sia una balenottera?" "Cosa? Con quel muso così schiacciato? Le erbe ti hanno dato alla testa!"
152403_name;Delirio
152403_tooltip;Danneggia casualmente tutte le unità su una fila nemica per un valore complessivo di {Damage}.
152405_fluff;A caccia dell'orso andiamo, di un orso grande e... MAMMA, QUANT'È GROSSO! VIA!
152405_name;Orso anziano
152405_tooltip;Nessuna abilità.
152406_fluff;Grrr!!!
152406_name;Orso furioso
152406_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un alleato alla sua sinistra. Se non ce ne sono, si danneggia di {Damage}.
153201_fluff;Quelle dannate maghe ci rubano il lavoro! Perché prediligere un'operazione lunga e rischiosa, quando una bella fanciulla può risolvere il problema con uno schiocco di dita?
153201_name;Rivitalizzazione
153201_tooltip;<keyword=heal>Cura</keyword> tutte le unità di una fila.
153301_fluff;Una vista orribile... Il corpo giaceva lì, fatto a pezzi, mentre la bestia si nutriva del suo sangue sparso sul terreno circostante.
153301_name;Smembramento
153301_tooltip;Danneggia di {Damage} tutte le unità di una fila.
162101_fluff;I witcher non muoiono nei loro letti.
162101_name;Letho di Gulet
162101_tooltip;<keyword=deploy>Schieramento</keyword>: rimuove tutti i ripescaggi del comandante nemico.
162102_fluff;Preferisco mille volte una buona unità di ricognizione a una buona brigata.
162102_name;Menno Coehoorn
162102_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: gioca una carta Strategia dal tuo mazzo.
162103_fluff;Non esiste problema che non si possa risolvere con un assassinio ben pianificato.
162103_name;Vattier de Rideaux
162103_tooltip;<keyword=order>Ordine</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=seize>sequestra</keyword> un nemico <keyword=lock>bloccato</keyword>.
162104_fluff;I suoi occhi brillavano sotto l'elmo alato e la sua spada riluceva infuocata.
162104_name;Cahir Dyffryn
162104_tooltip;<keyword=melee>Prima fila</keyword>: ogni volta che un nemico viene potenziato, si potenzia della stessa quantità.
162105_fluff;Non siamo che pedine sulla sua scacchiera. Partecipiamo a un gioco di cui non conosciamo le regole.
162105_name;Vilgefortz
162105_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un'unità nemica, dopodiché l'avversario <keyword=summon>richiama</keyword> la prima carta del suo mazzo su un fila nemica casuale.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: distrugge un'unità alleata, dopodiché <keyword=summon>richiama</keyword> la prima carta del tuo mazzo su una fila alleata casuale.
162106_fluff;La cicatrice sul volto della futura imperatrice è opera mia, e ne vado fiero.
162106_name;Stefan Skellen
162106_tooltip;<keyword=order>Ordine</keyword>: <keyword=spawn>evoca</keyword> e gioca una copia di una carta Strategia giocata durante questo turno.
162107_fluff;La devozione di Tibor era leggendaria: davanti all'imperatore s'inchinava così tanto che il suo naso toccava terra.
162107_name;Tibor Eggebracht
162107_tooltip;<keyword=deploy>Schieramento</keyword>: l'avversario <keyword=summon>richiama</keyword> la prima unità del suo mazzo su una fila nemica casuale.
162108_fluff;Astrologia, idromanzia, aruspicina, ceromanzia. Ovomanzia, cineromanzia, metroscopia, brontoscopia...
162108_name;Xarthisius
162108_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=reveal>svela</keyword> una carta casuale del tuo mazzo. Se è un'unità, la rimescola nel mazzo e si potenzia di un valore pari alla relativa forza. Se invece è un manufatto o una carta Speciale, giocala.
162201_fluff;Una palla di fuoco? Oh, ma certo. Come Vostra Altezza Imperiale desidera!
162201_name;Albrich
162201_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: sposta una carta del tuo mazzo in cima al mazzo. Se è un'unità, potenziala di {Boost}.
162202_fluff;I maghi di Nilfgaard possono scegliere tra la sottomissione e la forca.
162202_name;Assire var Anahid
162202_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: rimescola una carta del cimitero avversario nel relativo mazzo.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: rimescola una carta del tuo cimitero nel tuo mazzo.
162203_fluff;I talenti di Cynthia possono essere letali. Va tenuta d'occhio.
162203_name;Cynthia
162203_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=spawn>evoca</keyword> Il Guardiano e mettilo in cima al mazzo avversario.
162204_fluff;Queste non sono le mani di un nobile, ma di un contadino. Perciò parliamo da contadino a contadino.
162204_name;Peter Saar Gwynleve
162204_tooltip;<keyword=deploy>Schieramento</keyword>: riporta un'unità alla sua forza base.
162205_fluff;La magia è il bene più importante. Trascende ogni confine o differenza.
162205_name;Fringilla Vigo
162205_tooltip;<keyword=order>Ordine</keyword>: <keyword=reveal>svela</keyword> una carta Speciale a caso presente nel mazzo dell'avversario, poi <keyword=spawn>evoca</keyword> e giocane una copia.
162206_fluff;E giù le mani dalla ragazza! Non siamo mica dei selvaggi.
162206_name;I massicci
162206_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico.\nAumenta di {Damage2} i danni di questa unità per ogni carta che hai <keyword=reveal>svelato</keyword>.
162207_fluff;Per essere un mago del fuoco, non è proprio... caloroso.
162207_name;Vanhemar
162207_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: distrugge un'unità nemica <keyword=lock>bloccata</keyword>.
162208_fluff;Letho ha un piano. Cosa potrebbe andare storto?
162208_name;Auckes
162208_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=lock>blocca</keyword> un'unità nemica.\nSe hai in mano Serrit, <keyword=lock>blocca</keyword> tutte le copie di quell'unità nella mano, nel mazzo e nella metà di campo dell'avversario.
162209_fluff;Facciamo ciò che va fatto. E non me ne vergogno.
162209_name;Serrit
162209_tooltip;<keyword=deploy>Schieramento</keyword>: se hai in mano Auckes, danneggia di {Damage2} un nemico, altrimenti lo danneggia di {Damage}.
162210_fluff;Bisogna saper ammaliare gli uomini. Mistero ed eleganza sono le mie armi.
162210_name;Cantarella
162210_tooltip;<keyword=spying>Spia</keyword>.\n<keyword=deploy>Schieramento</keyword>: gioca la prima carta del mazzo avversario.
162211_fluff;Dire che il Duca de Wett comandava l'armata di Vergen da incompetente sarebbe un eufemismo.
162211_name;Joachim de Wett
162211_tooltip;<keyword=spying>Spia</keyword>.\n<keyword=deploy>Schieramento</keyword>: gioca la prima carta del tuo mazzo non appartenente alla categoria <keyword=spying>Spia</keyword> e potenziala di {Boost}.
162212_fluff;"Ecco che arriva l'usurpatrice", pensò lui. Falsa principessa, falsa regina di Cintra, falsa sovrana della foce di Yarra, ma futura linfa vitale dell'Impero.
162212_name;Falsa Ciri
162212_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: sposta un nemico sull'altra sua fila.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: distrugge un manufatto nemico.
162213_fluff;"Vostra Altezza Imperiale..." esclamò il siniscalco, ignorato fino a quel momento. "Chiedo venia, ma Cahir, mio figlio..."
162213_name;Ceallach Dyffryn
162213_tooltip;<keyword=deploy>Schieramento</keyword>: rimuove gli stati da tutte le unità in campo.
162301_fluff;Ho imparato molto all'Accademia. A pelare patate, per esempio.
162301_name;Soldato di Daerlan
162301_tooltip;Ogni volta che <keyword=reveal>sveli</keyword> questa unità, <keyword=summon>richiamala</keyword> dal mazzo su una fila alleata casuale.
162302_fluff;Che gli storici dibattano pure sull'eticità del diffondere una pestilenza in una città assediata. Quello che conta è il risultato.
162302_name;Untore
162302_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=spawn>evoca</keyword> e metti in gioco una Carcassa di mucca.
162303_fluff;Il Nord non ha nulla che possa sorprenderci.
162303_name;Osservatore
162303_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=reveal>svela</keyword> un'unità casuale del mazzo dell'avversario e si potenzia di un valore pari alla relativa forza.
162304_fluff;Beh, se non altro... più di così non puoi morire...
162304_name;Rimedio sperimentale
162304_tooltip;Metti in gioco un'unità Bronzo dal cimitero dell'avversario.
162305_fluff;Miro alle ginocchia. Sempre.
162305_name;Arbalesta Deithwen
162305_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico, poi <keyword=reveal>svela</keyword> un'unità casuale di entrambi i mazzi. Se la tua è più forte, ripete l'abilità <keyword=deploy>Schieramento</keyword>.
162306_fluff;Il nome è alquanto fuorviante, poiché lo accomuna più a un corpulento aracnide rossastro, mentre in verità è un'arma di distruzione di massa squisitamente sofisticata...
162306_name;Scorpione di fuoco
