1_name_lt;Escarcha Polar
142106_fluff;Brokilon sangra... y ni siquiera yo puedo sanarlo.
142106_name;Aglaïs
142106_tooltip;<keyword=deploy>Despliegue</keyword>: al final del turno, duplica todas las potenciaciones que haya recibido.
142107_fluff;Se le conoce por profetizar constantemente el fin del mundo. No la suelen invitar a muchas fiestas.
142107_name;Ithlinne Aegli
142107_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a una unidad Scoia'tael en tu mano.
142108_fluff;Es el momento de mirar a la muerte a los ojos.
142108_name;Schirrú
142108_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: destruye a todas las demás unidades con el mismo poder que Schirrú.
142201_fluff;Sé cómo ejecutar órdenes, así que llévate tus consejos a otra parte.
142201_name;Dennis Cranmer
142201_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: otorga {Boost2} de potencia a las unidades adyacentes. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Boost} de potencia a las demás unidades de la fila.
142202_fluff;Soy una sabia. La base de mi poder está en poseer conocimiento. No en compartirlo.
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: destruye un artefacto.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Boost} de potencia a una unidad.
142203_fluff;Somos las gotas de lluvia que juntas forman la violenta tempestad.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada aliado Elfo.
142204_fluff;Te mataría de cerca, humano, clavándote la mirada en los ojos... pero apestas.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a los enemigos al final de una fila.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage2} de daño a todos los enemigos en una fila.
142205_fluff;¿Lo peor que vi en mi vida? La peste del Catriona, la devastación de Vengerberg y la carga de la caballería de Vrihedd.
142205_name;Caballista Vrihedd
142205_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: mueve a una unidad enemiga a su otra fila. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: mueve una unidad aliada a tu otra fila.
142206_fluff;El camino hacia la libertad está cementado con sangre, no con tinta.
142206_name;Ciaran aep Easnillen
142206_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword>: a una unidad y la mueve a la otra fila.
142207_fluff;¿Nuestra cerveza tiene olor a podrido? Pues la solución es simple: ¡te romperé la nariz!
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado por cada aliado Enano.
142208_fluff;La hija de Lady Eithné había heredado su belleza prístina y su odio salvaje para todo lo que fuera humano.
142208_name;Morénn
142208_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=lock>bloquea</keyword> a una unidad.
142209_fluff;¿Mona…? No… no. Soy Braenn. Hija de Brokilon.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a {Counter} o más dríadas, obtiene <keyword=zeal>Fervor\n</keyword>.<keyword=order>Orden</keyword>: inflige {Damage} de daño en un enemigo. \n<keyword=charge>Carga</keyword>: {Charges}.
142210_fluff;Te odio, dh'oine. Ustedes son todos iguales.
142210_name;Malena
142210_tooltip;<keyword=order>Orden</keyword>: mueve una unidad a la otra fila de su lado.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
142211_fluff;Es mejor morir de pie que seguir viviendo de rodillas.
142211_name;Aelirenn
142211_tooltip;Si al final del turno controlas a {MaxTargets} Elfos aliados o más, <keyword=summon>invoca</keyword> a esta unidad desde tu mazo a la fila melé.
142212_fluff;¡Yo estaba allí, en el frente! ¡Donde la lucha era más intensa!
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Despliegue</keyword>: daña a un enemigo según el poder de esta unidad.
142213_fluff;¿Alguna vez oíste hablar del dragón Ocvist? El de Montaña Cobre. Bueno, Yarpen Zigrin y su banda de enanos lo enterró.
142213_name;Yarpen Zigrin
142213_tooltip;Al final de cada turno, si no hay unidades aliadas en el campo de batalla, otorga {Boost} de potencia a esta unidad.
142214_fluff;El amor justifica la locura en cualquiera de sus facetas.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a todas las unidades dañadas y otorga {Boost} de potencia a todas las unidades potenciadas.
142301_fluff;Claro que te curaré. Pero te costará dinero.
142301_name;Sanadora havekar
142301_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: otorga {Boost} de potencia a una unidad aliada.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=heal>cura</keyword> {Boost2} a una unidad aliada.
142302_fluff;«¿Vrihedd? ¿Qué significa eso?». «Problemas».
142302_name;Brigada Vrihedd
142302_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo al azar.\nCada vez que Brigada de Vrihedd sea movida a la otra fila, repite su habilidad <keyword=deploy>Despliegue</keyword>.
142303_fluff;El odio arde con más fuerza que cualquier fuego y corta más profundo que cualquier hoja.
142303_name;Oficial Vrihedd
142303_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Boost} de potencia a un aliado.
142304_fluff;Persiguen como sabuesos, corren como venados y matan como demonios desalmados.
142304_name;Dol Blathanna: Pícara
142304_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo al azar de cada fila.
142305_fluff;Usé la pica toda la vida. No voy a tener problemas para manejar un hacha.
142305_name;Escaramuzador enano
142305_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si sobrevivió, le otorga {Boost} de potencia a esta unidad.
142306_fluff;Te aseguro que nacemos para luchar. ¡Siempre atacamos a las rodillas!
142306_name;Defensor de Mahakam
142306_tooltip;Al final de cada turno, otorga {Boost} de potencia a esta unidad si fue potenciada.
142307_fluff;No sé lo que habrás oído, pero los elfos no les quitamos el cuero cabelludo a los humanos. Tienen demasiadas liendres.
142307_name;Zapadores Vrihedd
142307_tooltip;<keyword=deploy>Despliegue</keyword>: si hay un Elfo en tu mano, destruye a un artefacto enemigo.
142308_fluff;Me importan un demonio los ideales de los Scoia'tael. Lo que sí me interesa es su dinero.
142308_name;Emboscada
142308_tooltip;Si hay un Elfo aliado en el campo de batalla, destruye una unidad enemiga al azar.
142309_fluff;Temerios, redenianos... son todos iguales. Están mejor muertos.
142309_name;Vanguardia Vrihedd
142309_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a esta unidad por cada Elfo que haya en tu mano.
142310_fluff;Da un paso más, dh'oine. Te verás mejor con una flecha entre los ojos.
142310_name;Dol Blathanna: Arco
142310_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage2} de daño a {MaxTargets} unidades.
142311_fluff;La clave es mezclar placer con negocios, como aplastarles la cabeza a los enemigos y que te paguen por hacerlo.
142311_name;Mercenario enano
142311_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=charge>Carga</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegues un enano.
142312_fluff;Elfo o enano. Para mí son lo mismo; siempre que tengan dinero.
142312_name;Soldado havekar
142312_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado. Si controlas un artefacto, otorga {Boost2} de potencia.
142313_fluff;¿Me está diciendo que la elfa bailó en medio de la refriega? ¡¿Acaso ha perdido el juicio, cabo?!
142313_name;Bailarina de guerra
142313_tooltip;<keyword=deploy>Despliegue</keyword>: si esta unidad ya fue potenciada, inflige {Damage} de daño a un enemigo.
142314_fluff;Quizá logres escaparte de ellas, pero si te llegan a ver, ni te molestes en seguir corriendo.
142314_name;Dol Blathanna: Saeta
142314_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada fila que lo separe de esta unidad.
142315_fluff;Yo lucho por el que mejor pague. O por el que sea más fácil de robar.
142315_name;Traficante havekar
142315_tooltip;<keyword=melee>Melé</keyword>: Al final de cada turno, otorga {Boost} de potencia a una unidad al azar en tu mano.
142316_fluff;Cuando los oímos, ya era demasiado tarde...
142316_name;Saboteadores élficos
142316_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo si es la única unidad en su fila.
142317_fluff;En Mahakam, al que perturba la paz se le castiga de una sola forma: con un mazazo en la cabeza.
142317_name;Guardia de Mahakam
142317_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a esta unidad según la cantidad de enanos aliados en la otra fila.
142401_fluff;Muchos no humanos, cansados del racismo y la xenofobia que descubren en las ciudades, deciden unirse a los Scoia'tael.
142401_name;Scoia'tael: Neófito
142401_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> e <keyword=summon>invoca</keyword> una copia base de esta unidad en la otra fila aliada.
143201_fluff;Tomas de la tierra un obsequio sangriento; lo arrancas de sus riquezas a la fuerza. Ante nosotros floreció, y nos dio fruta sin recelo, pues nos amaba como nosotros la amábamos a ella.
143201_name;Trampa serpentina
143201_tooltip;<keyword=ambush>Emboscada</keyword>: destruye la siguiente carta especial que tu oponente juegue antes de que active su habilidad.
143301_fluff;¡Cuidado...! Si das un paso más, te convertirás en vidrio fundido.
143301_name;Trampa incineradora
143301_tooltip;<keyword=ambush>Emboscada</keyword>: inflige {Damage} de daño a la siguiente unidad que juegue tu oponente. \n<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: pone boca arriba e inflige {Damage2} de daño a una unidad.
152101_fluff;¡En lugar de llorar a los caídos, brindemos por su memoria!
152101_name;Hjalmar An Craite
152101_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=banish>destierra</keyword> a una unidad en tu cementerio e inflige daño a un enemigo según su poder.
152103_fluff;Solo los ignorantes desprecian la importancia de los mitos.
152103_name;Armiño
152103_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta de Alquimia de tu mazo.
152104_fluff;Cuando llegue el momento, el gallo Kambi cacareará y despertará a Hemdall.
152104_name;Kambi
152104_tooltip;<keyword=deploy>Despliegue</keyword>: ambos jugadores <keyword=discard>descartan</keyword> la carta que tengan más a su derecha en sus manos.
152105_fluff;Skellige debe tener un rey fuerte. Cueste lo que cueste.
152105_name;Birna Bran
152105_tooltip;<keyword=deploy>Despliegue</keyword>: roba {MaxTargets} cartas, luego <keyword=discard>descarta</keyword> {MaxTargets} cartas.
152106_fluff;¡AAAAAAAAARGH!
152106_name;Lugos, el Loco
152106_tooltip;<keyword=deploy>Despliegue</keyword>: inflige daño al enemigo según la cantidad de enemigos dañados multiplicada por dos.
152107_fluff;Su verdadero nombre es Astrid Lyttneyd Ásgeirrfinnbjornsdottir, pero nunca lo usó porque no entraba en ningún formulario.
152107_name;Coral
152107_tooltip;<keyword=order>Orden</keyword>: <keyword=discard>descarta</keyword> una carta, luego roba una carta.\n<keyword=charge>Carga</keyword>: {Charges}.\nSiempre que se <keyword=discard>descarte</keyword> una carta especial, inflige {Damage} de daño a un enemigo.
152109_fluff;Dile este nombre a un nilfgaardiano y sentirán un calor que se extiende por sus calzones…
152109_name;Jabalí de los Mares
152109_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a todos los enemigos dañados.
152201_fluff;Estoy a punto de vomitar de tanto aburrimiento.
152201_name;Lugos, el Amoratado
152201_tooltip;Siempre que esta unidad reciba daño, inflige {Damage} de daño a un enemigo al azar.
152202_fluff;De cerca, los troles nunca usan armas. ¿Y para qué las querrían?
152202_name;Carga de campeón
152202_tooltip;Inflige {Damage} de daño a una unidad. \n<keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: destruye a una unidad.
152203_fluff;Cuando un anuncio dice «vivo o muerto», la mayoría de los cazarrecompensas te matarán. Pero yo no. Si te atrapo, colgarás y sacudirás los pies hasta que sueltes tu último aliento.
152203_name;Djenge Frett
152203_tooltip;<keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: <keyword=lock>bloquea</keyword> una unidad enemiga.
152204_fluff;He reunido a todos los jarls. Ahora expongan sus argumentos.
152204_name;Donar an Hindar
152204_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. \n<keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: inflige {Damage2} de daño a un enemigo.
152205_fluff;Escuchen el relato de las heroicas hazañas del clan An Craite.
152205_name;Draig Bon-Dhu
152205_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a todos los guerreros aliados.
152206_fluff;Gremist es archidruida, maestro de la alquimia y el viejo más gruñón de todas las islas.
152206_name;Gremist
152206_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=ranged>a distancia</keyword>: juega una carta de Alquimia de bronce desde tu cementerio.
152207_fluff;Brindemos por el emperador de Nilfgaard: ¡que se muera de algo horrendo!
152207_name;Holger Manonegra
152207_tooltip;Cada vez que juegues un barco, le otorga {Boost} de potencia.\nCada vez que juegues un pirata, inflige {Damage} de daño a un enemigo al azar.
152208_fluff;Algunos la llaman «La Doncella de Hierro».
152208_name;Jutta an Dimun
152208_tooltip;<keyword=deploy>Despliegue</keyword>: si Jutta an Dimun es la unidad de mayor poder, recibe {Damage} de daño.
152209_fluff;El hombre más vil que Skellige haya conocido.
152209_name;Morkvarg
152209_tooltip;Cuando esta unidad se mueva al cementerio, <keyword=summon>invócala</keyword> en la fila melé y otórgale <keyword=doomed>Condenado</keyword>.
152210_fluff;¿«Domar»? Muchacho, los de Skellige entrenan a los osos, es cierto, pero eso no significa que los domen...
152210_name;Oso salvaje
152210_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=deploy>Despliegue</keyword>: otorga {Charges2} <keyword=charge>carga</keyword> por cada Oso salvaje en el cementerio. \n<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad. \n<keyword=charge>Cargas</keyword>: {Charges}.
152211_fluff;Arrodíllate y suplica el perdón de Modron Freya.
152211_name;Rito de Sigrdrifa
152211_tooltip;<keyword=summon>Invoca</keyword> a un guerrero de tu cementerio a una fila aliada.
152213_fluff;El emperador también consideró que fue rey por accidente. Al principio.
152213_name;Svanrige Tuirseach
152213_tooltip;<keyword=deploy>Despliegue</keyword>. <keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: otorga {Boost} de potencia a esta unidad.
152214_fluff;Los dioses han hablado: requieren un sacrificio.
152214_name;Udalryk an Brokvar
152214_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad. \n<keyword=charge>Carga</keyword>: {Charges}.\n<keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: obtiene <keyword=zeal>Fervor</keyword>.
152301_fluff;En sus sagas, los escaldos aseguraban que es imposible darse cuenta del momento en que un berserker se convertía en oso en el fragor de la batalla.
152301_name;Berserker rabioso
152301_tooltip;postponed
152302_fluff;Ahora acaba tu sopa o vendrá un berserker y terminarás en su boca.
152302_name;Berserker merodeador
152302_tooltip;postponed
152303_fluff;¡Los bardos de nuestro clan cantarán sobre mis hazañas mucho después de que tú hayas muerto y caído en el olvido!
152303_name;Guerrero An Craite
152303_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si juegas desde el cementerio, inflige {Damage2} puntos de daño.
152304_fluff;Somos buenos cazadores, no lo dudes. El problema es que en Spikeroog no hay mucho para cazar...
152304_name;Brokvar: Cazador
152304_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño al enemigo.\n<keyword=charge>Carga</keyword>: {Charges}.\nObtén {Charges2} <keyword=charge>carga</keyword> siempre que <keyword=discard>descartes</keyword> una carta.
152305_fluff;Puedo ver el miedo en sus ojos. Me temen... ¡Temen al clan Dimun!
152305_name;Pirata Dimun
152305_tooltip;<keyword=deploy>Despliegue</keyword>: mueve la carta superior de tu mazo al cementerio.
152306_fluff;¡Tiren juntos, muchachos! ¡Icen nuestros colores!
152306_name;Capitán pirata Dimun
152306_tooltip;<keyword=deploy>Despliegue</keyword>\n<keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: inflige {Damage} de daño a un enemigo.
152307_fluff;La reina está protegida por las doncellas escuderas más duras y fieras que todo Skellige ha visto.
152307_name;Drummond: Guardia
152307_tooltip;<keyword=order>Orden</keyword>: si esta unidad recibe daño, <keyword=spawn>genera</keyword> una copia base de ella y la <keyword=summon>invoca</keyword> a la derecha.
152308_fluff;Las hazañas del clan Heymaey pasarán a la historia.
152308_name;Escaldo Heymaey
152308_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=discard>descarta</keyword> una carta, luego roba una carta.
152309_fluff;¿Escapar de ellos? ¿En las aguas de Skellige? Buena suerte.
152309_name;Drakkar ligero Dimun
152309_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a esta unidad y a un enemigo. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
152310_fluff;Modron Freya, la Gran Madre, es la diosa del amor, la belleza y los botines.
152310_name;Bendición de Freya
152310_tooltip;Juega con una unidad de bronce desde tu cementerio.
152311_fluff;Recuerda mis palabras: un buen escudo te puede salvar la vida.
152311_name;Herrero An Craite
152311_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad.\n<keyword=charge>Carga</keyword>: {Charges}.\nGana {Charges2} <keyword=charge>carga</keyword> cada vez que juegas un guerrero.
152312_fluff;Las espadas son para las mujerzuelas. Consíguete un hacha.
152312_name;Hachero Tuirseach
152312_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: destruye a un enemigo con la mitad o menos de la mitad de su poder base.
152313_fluff;A los amigos les mostramos el corazón. A los enemigos; el hacha. Recuérdalo.
152313_name;Luchador Tuirseach
152313_tooltip;Cuando <keyword=discard>descartas</keyword> esta unidad, <keyword=summon>invócala</keyword> en la fila de melé desde tu cementerio.
152314_fluff;Dicen que el corazón de Hemdall se agranda cada vez que los barcoluengos zarpan para saquear.
152314_name;Drakkar An Craite
152314_tooltip;Siempre que tu oponente juegue una unidad, le inflige {Damage} de daño.
152315_fluff;Así que puedes acertar a un blanco en movimiento a doscientos pasos. Yo también. Durante una tormenta.
152315_name;Brokvar: Arquero
152315_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige daño a un enemigo según el número de unidades dañadas en su lado.
152316_fluff;Hombre o árbol, un habitante de Skellige lo tala todo igual.
152316_name;Tajo destripador
152316_tooltip;Inflige {Damage} de daño a una unidad. \n<keyword=bloodthirst>Sanguinario</keyword> {Bloodthirst}: inflige {Damage2} de daño a una unidad.
152317_fluff;Te estás ganando una paliza.
152317_name;Armero An Craite
152317_tooltip;<keyword=deploy>Despliega</keyword>: otorga {Boost} de potencia a un aliado. Si es un guerrero, otorga {Boost2} de potencia.
152318_fluff;Se harán pedazos contra nuestros escudos como las olas contra una costa pedregosa.
152318_name;Escudera Drummond
152318_tooltip;La próxima vez que esta unidad reciba daño, <keyword=summon>invoca</keyword> una copia de ella de tu mazo a esta fila.
152402_fluff;Cuando llegue la hora del Frío Blanco, Hemdall hará sonar su cuerno para llamar a la batalla.
152402_name;Hemdall
152402_tooltip;Siempre que un guerrero aliado dañe a un enemigo, potencia a esta unidad según el daño que reciba el enemigo.
152403_fluff;«Es demasiado grande para ser una yubarta. Es un rorcual común». «¿Un rorcual común? ¿Con un hocico tan corto? ¡Esas hierbas se te subieron a la cabeza!».
152403_name;Delirio
152403_tooltip;Divide {Damage} de daño de forma aleatoria entre todas las unidades de una fila enemiga.
152405_fluff;¡Vamos a cazar un oso! Vamos a cazar un... ¡ESA COSA ES ENORME! ¡CORRAN!
152405_name;Oso anciano
152405_tooltip;Sin habilidad.
152406_fluff;¡Rrrraaaarr!
152406_name;Oso rabioso
152406_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un aliado a tu izquierda. Si no hay ningún aliado, esta unidad recibirá {Damage} de daño.
153201_fluff;¡Esas hechiceras malnacidas nos roban nuestro negocio! ¿Por qué demonios elegiría la gente un procedimiento que dura varias horas cuando una zorra perfumada puede resolverles el problema con el gesto de su mano?
153201_name;Restaurar
153201_tooltip;<keyword=heal>Cura</keyword> a todas las unidades en una fila.
153301_fluff;Era la imagen más horrenda que alguien haya visto... El pobre diablo yacía despedazado en el suelo, mientras la bestia lamía la sangre vertida en todo el lugar.
153301_name;Lacerar
153301_tooltip;Inflige {Damage} de daño a todas las unidades en una fila.
162101_fluff;Los brujos nunca mueren en sus camas.
162101_name;Letho de Guleta
162101_tooltip;<keyword=deploy>Despliegue</keyword>: elimina todos los cambios del líder enemigo.
162102_fluff;Prefiero una unidad de reconocimiento atenta a una brigada de caballería.
162102_name;Menno Coehoorn
162102_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta táctica de tu mazo.
162103_fluff;Nunca ha existido un problema que no se pudiera solucionar con un asesinato bien planeado.
162103_name;Vattier de Rideaux
162103_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>melé</keyword>: <keyword=seize>toma</keyword> a una unidad <keyword=lock>bloqueada</keyword>.
162104_fluff;Los ojos lanzaban destellos de luz debajo del casco alado, y el fuego voraz serpenteaba la hoja de su espada.
162104_name;Cahir Dyffryn
162104_tooltip;<keyword=melee>Melé</keyword>: siempre que un enemigo sea potenciado, potencia a esta unidad por la misma cantidad.
162105_fluff;Todos somos peones en su tablero. Jugamos un juego del que no conocemos las reglas.
162105_name;Vilgefortz
162105_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: destruye a una unidad enemiga, luego tu oponente <keyword=summon>invoca</keyword> la primera unidad de su mazo en una fila enemiga al azar. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye una unidad aliada y luego <keyword=summon>invoca</keyword> la primera unidad de tu mazo a una fila aliada al azar.
162106_fluff;Marqué el rostro de la futura emperatriz. Ese es mi mayor logro.
162106_name;Stefan Skellen
162106_tooltip;<keyword=order>Orden</keyword>: <keyword=spawn>genera</keyword> y juega una copia de una carta táctica que hayas jugado en este turno.
162107_fluff;El fervor de Tibor era legendario. Se dicen que cuando el emperador pasaba, Tibor no se inclinaba, sino que daba una voltereta.
162107_name;Tibor Eggebracht
162107_tooltip;<keyword=deploy>Despliegue</keyword>: tu oponente <keyword=summon>invoca</keyword> la primera unidad de su mazo a una fila enemiga al azar.
162108_fluff;Astrología, hidromancia, aruspicio, ceromancia. Ovomancia, espodomancia, metroscopía, brontoscopía...
162108_name;Xarthisius
162108_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> una carta al azar de tu mazo. Si es una unidad, potencia a esta unidad según su poder y la devuelve. Si es un artefacto o una carta especial, la juega.
162201_fluff;¿Una bola de fuego? Claro, naturalmente. Lo que Su Majestad Imperial desee.
162201_name;Albrich
162201_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: mueve una carta de tu mazo a la parte superior. Si es una unidad, le otorga {Boost} de potencia.
162202_fluff;Los magos nilfgaardianos sí tienen una opción: sumisión eterna o la horca.
162202_name;Assire var Anahid
162202_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: devuelve una carta del cementerio del oponente a su mazo. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: devuelve una carta de tu cementerio a tu mazo.
162203_fluff;Cynthia puede ser letal. Hay que mantenerla a raya.
162203_name;Cynthia
162203_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=spawn>genera</keyword> al Guardián y lo coloca en la parte superior del mazo del oponente.
162204_fluff;Estas manos no son las de «Su Excelencia»? son las de un granjero. Así que podemos hablar de campesino a campesino.
162204_name;Peter Saar Gwynleve
162204_tooltip;<keyword=deploy>Despliegue</keyword>: restablece el poder de una unidad.
162205_fluff;La magia es el bien supremo. Trasciende todas las fronteras y divisiones.
162205_name;Fringilla Vigo
162205_tooltip;<keyword=order>Orden</keyword>: <keyword=reveal>revela</keyword> una carta especial al azar desde el mazo de tu oponente, luego <keyword=spawn>genera</keyword> y juega una copia de ella.
162206_fluff;¡Quítenle las manos de encima a la chica! Podemos ser cualquier cosa, pero salvajes jamás.
162206_name;Sweers
162206_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.\nEl daño de esta unidad aumenta {Damage2} por cada carta <keyword=reveal>revelada</keyword>.
162207_fluff;Para ser un mago de fuego, no es tan... llamativo.
162207_name;Vanhemar
162207_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye una unidad enemiga <keyword=lock>bloqueada</keyword>.
162208_fluff;Letho tiene un plan… ¿Qué podría salir mal?
162208_name;Auckes
162208_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> una unidad enemiga.\nSi Serrit está en tu mano, <keyword=lock>bloquea</keyword> a todas las copias de esa unidad en la mano, mazo y en el lado del campo de batalla de tu oponente.
162209_fluff;Hacemos lo que tenemos que hacer. No me avergüenzo de nada.
162209_name;Serrit
162209_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si Auckes está en tu mano, inflige {Damage2} de daño.
162210_fluff;Los hombres necesitan que los seduzcan constantemente. Para ello la mística y la sofisticación es lo mejor.
162210_name;Cantarella
162210_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: juega la carta superior del mazo de tu oponente.
162211_fluff;Describir la manera en la que el Duque de Wett comandó al Grupo Operativo de Verden como «incompetente» sería ser demasiado amable.
162211_name;Joachim de Wett
162211_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: juega la unidad superior de tu mazo que no tenga <keyword=spying>Espía</keyword> y a continuación le otorga {Boost} de potencia.
162212_fluff;«Ahí viene el interés del imperio», pensó. «La falsa princesa, la falsa reina de Cintra. La falsa soberanade la desembocadura del río Yarre, tan importante para el imperio».
162212_name;Falsa Ciri
162212_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: mueve a un enemigo a otra fila.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye un artefacto enemigo.
162213_fluff;«Su Majestad Imperial….» soltó el senescal, a quien habían ignorado hasta ese momento. «Le suplico me disculpe, pero Cahir… mi hijo…».
162213_name;Ceallach Dyffryn
162213_tooltip;<keyword=deploy>Despliegue</keyword>: quita los estados de todas las unidades del campo de batalla.
162301_fluff;Aprendió mucho en la Academia Militar de Braibant. Por ejemplo, a pelar papas.
162301_name;Soldado de Daerlan
162301_tooltip;Cuando <keyword=reveal>revelas</keyword> esta unidad, la <keyword=summon>invocas</keyword> de tu mazo a una fila aliada al azar.
