1_name_lt;Froid mordant
142108_name;Schirrú
142108_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : détruisez toutes les autres unités disposant de la même force que Schirrú.
142201_fluff;Je sais exécuter des ordres, alors vos leçons, vous pouvez vous les garder.
142201_name;Dennis Cranmer
142201_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez les unités adjacentes de {Boost2} point(s).\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : améliorez toutes les autres unités sur cette ligne de {Boost} point(s).
142202_fluff;Je suis une sage. Mon pouvoir réside dans mon savoir. Pas dans son partage.
142202_name;Ida Emean aep Sivney
142202_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : détruisez un artefact.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : améliorez une unité de {Boost} point(s).
142203_fluff;Nous sommes les gouttes de pluie qui font les plus violentes tempêtes.
142203_name;Yaevinn
142203_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi {Damage} point(s) de dégâts par Elfe allié.
142204_fluff;J'aimerais beaucoup te tuer les yeux dans les yeux… Mais tu pues trop, humain.
142204_name;Toruviel
142204_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts aux ennemis situés à chaque extrémité d'une ligne.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : infligez {Damage2} point(s) de dégâts à tous les ennemis d'une ligne.
142205_fluff;Les événements les plus tragiques que j'aie pu voir ? L'épidémie de Catriona, la destruction de Vengerberg et la charge des Dragons de Vrihedd.
142205_name;Vrihedd : dragon
142205_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : déplacez une unité ennemie sur son autre ligne.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : déplacez une unité alliée sur votre autre ligne.
142206_fluff;« Liberté » ne s'écrit pas avec de l'encre. Ça s'écrit avec du sang.
142206_name;Ciaran aep Easnillen
142206_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=lock>verrouillez</keyword> une unité et déplacez-la vers l'autre ligne.
142207_fluff;En cadence ! En cadence ! Maintenez la formation ! Chantez, bon sang, chantez ! Notre chant ! En avant, Mahakam !
142207_name;Barclay Els
142207_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s) par Nain allié.
142208_fluff;La fille d'Eithné avait hérité de sa grande beauté et de sa haine farouche pour les humains.
142208_name;Morenn
142208_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=lock>verrouillez</keyword> une unité.
142209_fluff;Mona ? Non… non. Je suis Braenn. Une fille de Brokilone.
142209_name;Braenn
142209_tooltip;<keyword=deploy>Déploiement</keyword> : si vous contrôlez au moins {Counter} Dryades, la présente unité gagne l'attribut <keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n{Charges} <keyword=charge>utilisation(s)</keyword>.
142210_fluff;Je te hais, dh'oine. Vous êtes tous pareils.
142210_name;Malena
142210_tooltip;<keyword=order>Ordre</keyword> : déplacez une unité vers l'autre ligne de son côté.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
142211_fluff;Mieux vaut mourir debout que vivre à genoux.
142211_name;Aelirenn
142211_tooltip;Si vous contrôlez {MaxTargets} allié(s) Elfes ou plus à la fin du tour, <keyword=summon>invoquez</keyword> la présente unité sur la ligne de combat rapproché depuis votre jeu.
142212_fluff;Moi, j'étais en première ligne, là où ça chauffait vraiment !
142212_name;Sheldon Skaggs
142212_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi un montant de dégâts égal à la force de la présente unité.
142213_fluff;Le dragon Ocvist, du Mont de Quartz, ça vous parle ? Eh bien, Yarpen Zigrin et sa bande de nains l'ont occis.
142213_name;Yarpen Zigrin
142213_tooltip;À la fin de chaque tour, s'il n'y a pas d'alliés sur le champ de bataille, améliorez la présente unité de {Boost} point(s).
142214_fluff;L'amour justifie la folie sous toutes ses formes.
142214_name;Ele'yas
142214_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à toutes les unités endommagées et améliorez toutes les unités améliorées de {Boost} point(s).
142301_fluff;J'ai exactement l'onguent qu'il vous faut. Mais le prix vient de doubler.
142301_name;Guérisseuse havekar
142301_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez une unité alliée de {Boost} point(s).\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=heal>soignez</keyword> une unité alliée de {Boost2} point(s).
142302_fluff;« Ça veut dire quoi, Vrihedd ? » « Ça veut dire qu'on est dans la mouise. »
142302_name;Brigade Vrihedd
142302_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi aléatoire.\nChaque fois que la Brigade Vrihedd est déplacée vers l'autre ligne, répétez sa capacité <keyword=deploy>Déploiement</keyword>.
142303_fluff;La haine brûle plus fort que le feu et coupe plus profondément qu'une lame.
142303_name;Vrihedd : officier
142303_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : améliorez un allié de {Boost} point(s).
142304_fluff;Elles ont un flair de chien, filent comme l'éclair et tuent froidement.
142304_name;Blathanna : trappeuse
142304_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi aléatoire sur chaque ligne.
142305_fluff;J'ai utilisé une pioche toute ma vie. Je me débrouillerai avec une hache.
142305_name;Escarmoucheur nain
142305_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. S'il survit, améliorez la présente unité de {Boost} point(s).
142306_fluff;Quoi, je suis petit ? Tu veux un coup de tête dans le service trois pièces ?!
142306_name;Mahakam : défenseur
142306_tooltip;À la fin de chaque tour, améliorez la présente unité de {Boost} point(s) si celle-ci a été améliorée.
142307_fluff;Contrairement aux idées reçues, les elfes ne collectionnent pas les scalps humains. Question d'hygiène.
142307_name;Vrihedd : sapeur
142307_tooltip;<keyword=deploy>Déploiement</keyword> : si vous avez un Elfe dans votre main, détruisez un artefact ennemi.
142308_fluff;Je crache sur les idéaux des Scoia'tael, mais pas sur leur argent.
142308_name;Déviation
142308_tooltip;Si un allié Elfe est présent sur le champ de bataille, détruisez une unité ennemie aléatoire.
142309_fluff;Temeriens ou Redaniens, aucune différence. Mieux vaut les voir morts.
142309_name;Vrihedd : avant-garde
142309_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité de {Boost} point(s) pour chaque Elfe présent dans votre main.
142310_fluff;Approche, dh'oine. Tu seras plus beau avec une flèche entre les deux yeux.
142310_name;Blathanna : archère
142310_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : infligez {Damage2} point(s) de dégâts à {MaxTargets} unités.
142311_fluff;La clef, c'est de mélanger le plaisir et le travail. Comme tuer des ennemis et se faire payer pour ça.
142311_name;Mercenaire nain
142311_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nLa présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword> quand vous jouez un Nain.
142312_fluff;Elfe ou nain, aucune importance pour moi. Tant qu'ils ont de l'argent.
142312_name;Marchand havekar
142312_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s). Si vous contrôlez un artefact, améliorez la présente unité de {Boost2} point(s) à la place.
142313_fluff;Vous voulez dire que l'elfe dansait au milieu de la bataille ? Avez-vous perdu la tête, caporal ?!
142313_name;Danseuse guerrière Elfe
142313_tooltip;<keyword=deploy>Déploiement</keyword> : si la présente unité est déjà améliorée, infligez {Damage} point(s) de dégâts à un ennemi.
142314_fluff;Vous pouvez toujours vous cacher, mais si elles vous repèrent, inutile de fuir.
142314_name;Blathanna : tireuse
142314_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi pour chaque ligne qui le sépare de la présente unité.
142315_fluff;Je me bats pour celui qui paye le mieux. Ou le plus facile à voler.
142315_name;Passeuse havekar
142315_tooltip;<keyword=melee>Combat rapproché</keyword> : à la fin de chaque tour, améliorez une unité aléatoire dans votre main de {Boost} point(s).
142316_fluff;Quand on les a entendus, il était déjà trop tard…
142316_name;Mont bleu : commando
142316_tooltip;<keyword=deploy>Déploiement</keyword>.\n<keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi s'il n'y a aucune autre unité sur sa ligne.
142317_fluff;Le seul châtiment pour celui qui trouble la paix de Mahakam, c'est un coup de marteau sur le crâne.
142317_name;Mahakam : garde
142317_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité d'un nombre de points équivalant au nombre de Nains alliés sur l'autre ligne.
142401_fluff;Beaucoup de non-humains, excédés par le racisme et la xénophobie auxquels ils sont confrontés en ville, décident de rejoindre les Scoia'tael.
142401_name;Bleusaille Scoia'tael
142401_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=spawn>générez</keyword> et <keyword=summon>invoquez</keyword> une copie de base de la présente unité sur l'autre ligne alliée.
143201_fluff;Ce que vous arrachez de force à la terre, c'est un tribut sanglant. Ce qu'elle nous donne est offert librement, du bourgeon jusqu'au fruit, car la nature nous aime et nous le lui rendons bien.
143201_name;Piège à serpents
143201_tooltip;<keyword=ambush>Embuscade</keyword> : détruisez la prochaine carte spéciale jouée par votre adversaire avant qu'elle n'active une de ses capacités.
143301_fluff;Attention ! Un pas de plus et il ne restera de vous qu'un amas en fusion.
143301_name;Piège incinérant
143301_tooltip;<keyword=ambush>Embuscade</keyword> : infligez {Damage} point(s) de dégâts à la prochaine unité jouée par votre adversaire. \n<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : retournez une unité et infligez-lui {Damage2} point(s) de dégâts.
152101_fluff;Au lieu de pleurer les défunts, buvons à leur mémoire !
152101_name;Hjalmar an Craite
152101_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=banish>bannissez</keyword> une unité de votre cimetière et infligez à un ennemi un nombre de points de dégâts équivalant à la force de l'unité bannie.
152103_fluff;Seul un ignorant nie l'importance des mythes.
152103_name;Sac-à-souris
152103_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : jouez une carte Alchimie depuis votre jeu.
152104_fluff;Le moment venu, le coq Kambi chantera pour réveiller Hemdall.
152104_name;Kambi
152104_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=discard>défaussez</keyword> la carte la plus à droite de votre main, puis forcez l'adversaire à faire de même.
152105_fluff;Skellige doit avoir un roi fort. Quoi qu'il en coûte.
152105_name;Birna Bran
152105_tooltip;<keyword=deploy>Déploiement</keyword> : tirez {MaxTargets} cartes, puis <keyword=discard>défaussez</keyword> {MaxTargets} cartes.
152106_fluff;OUAAAAAAAAHHH !!!!
152106_name;Lugos le Dingue
152106_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi un montant de dégâts égal au double du nombre d'ennemis endommagés.
152107_fluff;Son vrai nom est Astrid Lyttneyd Ásgeirrfinnbjornsdottir, mais ça ne rentre jamais sur les formulaires.
152107_name;Corail
152107_tooltip;<keyword=order>Ordre</keyword> : <keyword=discard>défaussez</keyword> une carte, puis tirez-en une. \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nChaque fois qu'une carte spéciale est <keyword=discard>défaussée</keyword>, infligez {Damage} point(s) de dégâts à un ennemi.
152109_fluff;À la simple mention de ce nom, les Nilfgaardiens en mouillent leur pantalon…
152109_name;Sanglier des mers
152109_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à tous les ennemis endommagés.
152201_fluff;Je crois que je vais vomir d'ennui.
152201_name;Lugos la Beigne
152201_tooltip;Chaque fois que la présente unité subit des dégâts, infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
152202_fluff;À courte portée, les trolls délaissent les armes. Après tout, ils n'en ont pas vraiment besoin.
152202_name;Charge de champion
152202_tooltip;Infligez {Damage} point(s) de dégâts à un ennemi. \n<keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : détruisez un ennemi à la place.
152203_fluff;Quand un avis de recherche indique « mort ou vif », la plupart des chasseurs de primes se contentent de te tuer. Pas moi. Si je t'attrape, tu finis au bout d'une corde et je te chatouille les pieds jusqu'à ce que tu expires.
152203_name;Dujangoth Frett
152203_tooltip;<keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : <keyword=lock>verrouillez</keyword> une unité ennemie.
152204_fluff;J'ai réuni tous les jarls. À présent, présentez vos arguments.
152204_name;Donar an Hindar
152204_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à une unité ennemie.\n<keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : infligez {Damage2} point(s) de dégâts à un ennemi à la place.
152205_fluff;À présent, écoutez le récit des exploits héroïques du clan an Craite.
152205_name;Draig Bon-Dhu
152205_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez tous les alliés Guerriers de {Boost} point(s).
152206_fluff;Un archidruide, un maître en alchimie, et le vieux schnock le plus grincheux de l'archipel.
152206_name;Gremist
152206_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : jouez une carte Alchimie Bronze depuis votre cimetière.
152207_fluff;À présent, buvons à la santé de l'empereur du Nilfgaard. Puisse sa mort être des plus affreuses !
152207_name;Holger Main-noire
152207_tooltip;Chaque fois que vous jouez un Vaisseau, améliorez-le de {Boost} point(s).\nChaque fois que vous jouez un Pirate, infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
152208_fluff;Certains la surnomment la « vierge de fer ».
152208_name;Jutta an Dimun
152208_tooltip;<keyword=deploy>Déploiement</keyword> : si Jutta an Dimun est l'unité disposant de la force la plus élevée sur le champ de bataille, la présente unité subit {Damage} point(s) de dégâts.
152209_fluff;L'individu le plus infâme de l'histoire de Skellige.
152209_name;Morkvarg
152209_tooltip;Quand cette unité se déplace vers le cimetière, <keyword=summon>invoquez</keyword>-la sur la ligne de combat rapproché et donnez-lui l'attribut <keyword=doomed>Condamnée</keyword>.
152210_fluff;« Dompter » ? Écoute, mon gars, il arrive qu'on dresse des ours sur Skellige, mais ça veut pas dire qu'ils sont domptés...
152210_name;Ours sauvage
152210_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=deploy>Déploiement</keyword> : la présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword> par Ours sauvage dans le cimetière.\n<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité.\n{Charges} <keyword=charge>utilisation(s)</keyword>.
152211_fluff;Agenouillez-vous et implorez le pardon de Modron Freya.
152211_name;Rituel de Sigrdrifa
152211_tooltip;<keyword=summon>Invoquez</keyword> un Guerrier sur une ligne alliée depuis votre cimetière.
152213_fluff;L'empereur aussi a cru qu'il était devenu roi par hasard. Au début.
152213_name;Svanrige Tuirseach
152213_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : améliorez la présente unité de {Boost} point(s).
152214_fluff;Les dieux ont parlé : ils exigent un sacrifice.
152214_name;Udalryk an Brokvar
152214_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité.\n{Charges} <keyword=charge>utilisation(s)</keyword>.\n<keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : la présente unité gagne l'attribut <keyword=zeal>Zèle</keyword>.
152301_fluff;Selon les ballades des skaldes, un berserker métamorphosé serait presque impossible à distinguer d'un ours véritable.
152301_name;Berserker enragé
152301_tooltip;postponed
152302_fluff;Et maintenant, finis ta soupe, ou un berserker viendra te dévorer tout cru.
152302_name;Maraudeur berserker
152302_tooltip;postponed
152303_fluff;Les skaldes de notre clan chanteront mes exploits longtemps après votre mort et votre disparition dans l'oubli !
152303_name;An Craite : guerrier
152303_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. Si cette carte est jouée depuis le cimetière, infligez {Damage2} point(s) de dégâts à la place.
152304_fluff;La chasse, ça nous connaît. Le problème, c'est le manque de gibier sur Spikeroog…
152304_name;Brokvar : chasseur
152304_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité. \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nGagnez {Charges2} <keyword=charge>utilisation(s)</keyword> chaque fois que vous <keyword=discard>défaussez</keyword> une carte.
152305_fluff;Je lis la peur dans leurs yeux. Ils me craignent… Ils craignent le clan Dimun !
152305_name;Dimun : pirate
152305_tooltip;<keyword=deploy>Déploiement</keyword> : déplacez la carte du dessus de votre jeu vers votre cimetière.
152306_fluff;Tirez ensemble, hissez haut nos couleurs !
152306_name;Dimun : capitaine
152306_tooltip;<keyword=deploy>Déploiement</keyword>.\n<keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : infligez {Damage} point(s) de dégâts à un ennemi.
152307_fluff;Les plus hardies et les plus farouches guerrières que Skellige ait connues protègent la reine.
152307_name;Garde de la reine de Drummond
152307_tooltip;<keyword=order>Ordre</keyword> : si la présente unité subit des dégâts, <keyword=spawn>générez</keyword>-en une copie de base et <keyword=summon>invoquez</keyword>-la à sa droite.
152308_fluff;Les exploits du clan Heymaey entreront dans l'histoire.
152308_name;Heymaey : skalde
152308_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=discard>défaussez</keyword> une carte, puis piochez une carte.
152309_fluff;Leur échapper ? Dans les eaux de Skellige ? Bonne chance.
152309_name;Dimun : drakkar
152309_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à la présente unité et à un ennemi. \n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
152310_fluff;Modron Freya, la Mère toute-puissante, est la déesse de l'amour, de la beauté et de la générosité.
152310_name;Bénédiction de Freya
152310_tooltip;Jouez une unité Bronze depuis votre cimetière.
152311_fluff;Un bon bouclier peut vous sauver la vie, souvenez-vous-en.
152311_name;An Craite : forgeron
152311_tooltip;<keyword=order>Ordre</keyword> : améliorez un allié de {Boost} point(s). \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nGagnez {Charges2} <keyword=charge>utilisation(s)</keyword> chaque fois que vous jouez un Guerrier.
152312_fluff;Les épées, c'est pour les donzelles. Trouvez-vous une hache.
152312_name;Tuirseach : pionnier
152312_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : détruisez un ennemi disposant d'une force inférieure ou égale à la moitié de sa force de base.
152313_fluff;Aux amis, on montre notre cœur, aux ennemis, notre hache. Tâche de te le rappeler.
152313_name;Tuirseach : soldat
152313_tooltip;Lorsque la présente unité est <keyword=discard>défaussée</keyword>, <keyword=summon>invoquez</keyword>-la sur la ligne de combat rapproché depuis votre cimetière.
152314_fluff;On dit que le cœur d'Hemdall se gonfle chaque fois que des drakkars partent pour un raid.
152314_name;An Craite : drakkar
152314_tooltip;Chaque fois que votre adversaire joue une unité, infligez-lui {Damage} point(s) de dégâts.
152315_fluff;Vous pouvez toucher une cible mobile à deux cents pas ? Moi aussi, et dans une tempête.
152315_name;Brokvar : archer
152315_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : infligez à un ennemi un nombre de point(s) de dégâts équivalant au nombre d'unités endommagées de son côté.
152316_fluff;Une hache de Skellige peut venir à bout d'un homme aussi bien que d'un arbre.
152316_name;Éviscération
152316_tooltip;Infligez {Damage} point(s) de dégâts à une unité. \n<keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : infligez {Damage2} point(s) de dégâts à une unité à la place.
152317_fluff;Aah, le son du martèlement du métal sur l'enclume… Y a que ça de vrai !
152317_name;An Craite : armurier
152317_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s). S'il s'agit d'un Guerrier, améliorez-la de {Boost2} point(s) à la place.
152318_fluff;Elles se briseront sur nos boucliers comme les vagues sur une côte rocheuse.
152318_name;Dummond : guerrière
152318_tooltip;La prochaine fois que la présente unité est endommagée, <keyword=summon>invoquez</keyword>-en une copie sur cette ligne depuis votre jeu.
152402_fluff;Quand viendra le temps du Froid blanc, Hemdall battra le rappel pour la bataille.
152402_name;Hemdall
152402_tooltip;Chaque fois qu'un allié Guerrier inflige des points de dégâts à un ennemi, améliorez la présente unité d'un nombre de points correspondant aux points de dégâts infligés.
152403_fluff;« Hum, vu la taille, c'est un rorqual, pas une baleine à bosse. » « Un rorqual ? Avec un museau aussi court ? Tu as dû abuser des herbes ! »
152403_name;Psychose
152403_tooltip;Répartissez aléatoirement {Damage} point(s) de dégâts entre toutes les unités sur un rang ennemi.
152405_fluff;Allons chasser l'ours ! On va attraper un… CETTE BÊTE EST ÉNORME ! FUYEZ !
152405_name;Ours ancien
152405_tooltip;Aucune capacité.
152406_fluff;Grrrrrr !
152406_name;Ours déchaîné
152406_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un allié situé à gauche de la présente unité. S'il n'y a pas d'allié à cet endroit, la présente unité subit {Damage} point(s) de dégâts à sa place.
153201_fluff;Ces maudites sorcières nous coupent l'herbe sous le pied ! Pourquoi les gens choisiraient-ils une procédure qui prend des heures, quand une grue endimanchée peut résoudre leurs problèmes d'un claquement de doigts ?
153201_name;Rétablissement
153201_tooltip;<keyword=heal>Soignez</keyword> toutes les unités d'une ligne.
153301_fluff;Le spectacle le plus horrible qu'il vous ait été donné de voir… Cette pauvre âme s'est fait déchiqueter et la bête a lapé son sang sur le sol tout autour.
153301_name;Lacération
153301_tooltip;Infligez {Damage} point(s) de dégâts à toutes les unités d'une ligne.
162101_fluff;Les sorceleurs ne meurent jamais dans leur lit.
162101_name;Letho de Guletta
162101_tooltip;<keyword=deploy>Déploiement</keyword> : retirez tous les retraits de cartes du chef ennemi.
162102_fluff;Je veux la position exacte de l'ennemi. À défaut, j'aurai votre tête.
162102_name;Menno Coehoorn
162102_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : jouez une carte Tactique depuis votre jeu.
162103_fluff;Il n'est aucun problème qu'un assassinat savamment orchestré ne puisse résoudre.
162103_name;Vattier de Rideaux
162103_tooltip;<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=seize>saisissez</keyword> une unité ennemie <keyword=lock>verrouillée</keyword>.
162104_fluff;Les charges qui pèsent sur lui sont graves. Il est recherché pour meurtre, désertion, raptus puellae, vol et falsification de documents. Il a fui la colère de l'empereur en se sauvant à l'étranger.
162104_name;Cahir Dyffryn
162104_tooltip;<keyword=melee>Combat rapproché</keyword> : chaque fois qu'un ennemi bénéficie d'une amélioration, améliorez la présente unité d'un montant équivalent.
162105_fluff;Nous sommes tous des pions sur son échiquier. Nous jouons une partie dont nous ignorons les règles.
162105_name;Vilgefortz
162105_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : détruisez une unité ennemie, puis votre adversaire <keyword=summon>invoque</keyword> la première unité de son jeu sur une ligne ennemie aléatoire.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : détruisez une unité alliée, puis <keyword=summon>invoquez</keyword> la première unité de votre jeu.
162106_fluff;J'ai défiguré notre future impératrice. C'est mon plus bel exploit.
162106_name;Stefan Skellen
162106_tooltip;<keyword=order>Ordre</keyword> : <keyword=spawn>générez</keyword> et jouez une copie d'une carte Tactique que vous avez jouée à ce tour-ci.
162107_fluff;Le zèle de Tibor était légendaire. On raconte qu'à la mort de l'empereur, il s'inclina à en faire la culbute.
162107_name;Tibor Eggebracht
162107_tooltip;<keyword=deploy>Déploiement</keyword> : votre adversaire <keyword=summon>invoque</keyword> la première unité de son jeu sur une ligne ennemie aléatoire.
162108_fluff;« Des cheveux ! Cela facilitera considérablement ma tâche... Si je pouvais aussi avoir un échantillon de ses selles ou un peu d'urine... » Les yeux d'Emhyr se rétrécirent dangereusement, et le mage se crispa avant de s'incliner aussi bas que possible.
162108_name;Xarthisius
162108_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=reveal>révélez</keyword> une carte aléatoire de votre jeu. S'il s'agit d'une unité, améliorez la présente unité d'un montant équivalant à sa force, puis mélangez-la dans votre jeu. S'il s'agit d'un artefact ou d'une carte spéciale, jouez-la.
162201_fluff;Faire pleuvoir le feu ? Mais bien sûr. Les désirs de Sa Majesté impériale sont des ordres.
162201_name;Albrich
162201_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : déplacez n'importe quelle carte de votre jeu vers le dessus de votre jeu. S'il s'agit d'une unité, améliorez-la de {Boost} point(s).
162202_fluff;Les mages du Nilfgaard ont le choix : la soumission ou le gibet.
162202_name;Assire var Anahid
162202_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : mélangez une carte du cimetière de votre adversaire dans son jeu.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : mélangez une carte de votre cimetière dans votre jeu.
162203_fluff;Les apparences peuvent être trompeuses. Un adage que même les magiciennes les plus expérimentées devraient garder en tête.
162203_name;Cynthia
162203_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=spawn>générez</keyword> le Gardien et placez-le sur le dessus du jeu de votre adversaire.
162204_fluff;Ce ne sont pas des mains « d'Excellence », mais des mains de paysan. Alors, réponds-moi, de paysan à paysan.
162204_name;Peter Saar Gwynleve
162204_tooltip;<keyword=deploy>Déploiement</keyword> : rétablissez la force initiale d'une unité.
162205_fluff;Je ne supporte pas la demi-mesure ni les choses faites ou dites à moitié.
162205_name;Fringilla Vigo
162205_tooltip;<keyword=order>Ordre</keyword> : <keyword=reveal>révélez</keyword> une carte spéciale aléatoire du jeu de votre adversaire, puis <keyword=spawn>générez</keyword>-en une copie et jouez-la.
162206_fluff;Et pas touche à la jeune fille ! On est pas des sauvages, quand même.
162206_name;Sweers
162206_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\nPour chaque unité que vous avez <keyword=reveal>révélée</keyword>, augmentez les dégâts infligés à la présente unité de {Damage2} point(s).
162207_fluff;Pour un mage de feu, je m'attendais à plus… flamboyant.
162207_name;Vanhemar
162207_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : détruisez une unité ennemie <keyword=lock>verrouillée</keyword>.
162208_fluff;Letho a un plan… Qu'est-ce qui pourrait mal tourner ?
162208_name;Auckes
